Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	kog_humano_pos_go	protein_mansoni
OG0002370	NP_012431.1		NP_499775.1	NP_057153.8	6183.Smp_168770.1
OG0002371	NP_013401.1			NP_003084.1	6183.Smp_091300.1, 6183.Smp_113660.1
OG0002372	NP_013377.1		NP_506004.1	NP_004588.1	6183.Smp_075560.1
OG0002373	NP_013543.3		NP_502579.1	NP_055278.1	6183.Smp_078640.1
OG0002374	NP_014908.1		NP_490959.1	NP_004598.1	6183.Smp_019050.2
OG0002375	NP_015279.1	NP_523794.1		NP_005639.1	6183.Smp_009320.2
OG0002376	NP_013301.1		NP_492058.1	NP_055075.1	6183.Smp_027880.1
OG0002377	NP_009813.1		NP_508272.1	NP_055378.1	6183.Smp_168330.1
OG0002378	NP_011577.3		NP_497135.1	NP_003159.1	6183.Smp_012530.1
OG0002379	NP_015113.1		NP_491342.1	NP_057185.1	6183.Smp_021760.1
OG0002380	NP_014430.1		NP_491640.1	NP_077268.1	6183.Smp_210190.1
OG0002381	NP_014853.3		NP_490923.1	NP_066951.1	6183.Smp_008440.1
OG0002382	NP_013429.1		NP_506860.1	NP_000990.1	6183.Smp_058720.1
OG0002383	NP_058135.1		NP_492679.1	NP_061118.1	6183.Smp_093320.1
OG0002384	NP_116690.3	NP_477203.1		NP_000983.1	6183.Smp_066940.1
OG0002385	NP_012013.1		NP_501593.1	NP_005025.1	6183.Smp_132030.1
OG0002386	NP_010468.1		NP_502214.2	NP_075563.3	6183.Smp_017860.1
OG0002387	NP_014824.1			NP_000368.1, NP_003932.3	6183.Smp_082780.1
OG0002388	NP_014584.1			NP_005691.2, NP_569710.2	6183.Smp_019010.1
OG0002389	NP_014272.3		NP_495467.2		6183.Smp_086920.1, 6183.Smp_169400.1
OG0002390	NP_015380.1		NP_492732.2	NP_068579.3	6183.Smp_027390.1
OG0002391	NP_116628.1		NP_505855.2	NP_079265.2	6183.Smp_175320.1
OG0002392	NP_013267.1		NP_501283.2	NP_006535.1	6183.Smp_148070.1
OG0002393	NP_012434.1		NP_495927.2	NP_001489.1	6183.Smp_013860.1
OG0002394	NP_013522.1		NP_500465.4	NP_078805.3	6183.Smp_144090.2
OG0002395	NP_010852.4	NP_573174.1		NP_006536.3	6183.Smp_126200.1
OG0002396	NP_010748.3	NP_610605.1		NP_002422.1	6183.Smp_045750.1
OG0002397	NP_015501.2		NP_501489.3	NP_002683.2	6183.Smp_124120.1
OG0002398	NP_013215.1	NP_572901.1	NP_498416.2		6183.Smp_152140.1
OG0002399	NP_010805.1			NP_056345.3, NP_114105.1	6183.Smp_169990.1
OG0002400	NP_010969.1		NP_495088.1	NP_060703.3	6183.Smp_136270.1
OG0002401	NP_013332.1		NP_509023.1	NP_003928.1	6183.Smp_023470.1
OG0002402	NP_009806.3		NP_498510.1	NP_004044.3	6183.Smp_046550.1
OG0002403	NP_010935.1		NP_493169.2	NP_003071.2	6183.Smp_162880.1
OG0002404	NP_013292.1	NP_610850.1	NP_495513.1	NP_002609.1	
OG0002405	NP_011842.1	NP_610868.1	NP_496305.1	NP_003977.1	
OG0002406	NP_014722.1		NP_506393.1	NP_060845.2	6183.Smp_162920.1
OG0002407	NP_010372.3		NP_501798.1	NP_003674.1	6183.Smp_159870.1
OG0002408	NP_010449.1		NP_498476.1	NP_061139.2	6183.Smp_104630.1
OG0002409	NP_009479.1		NP_495708.1	NP_056326.2	6183.Smp_011710.1
OG0002410	NP_011282.1		NP_503728.2	NP_060206.2	6183.Smp_095140.1
OG0002411	NP_116673.1			NP_036545.1, NP_060129.2	6183.Smp_166280.1
OG0002412	NP_015224.1	NP_608932.1		NP_061913.3	6183.Smp_015800.1
OG0002413	NP_015329.1	NP_476975.1	NP_492146.1	NP_000117.1	
OG0002414	NP_009923.2		NP_490666.2	NP_077733.3	6183.Smp_090820.1
OG0002415	NP_013372.1, NP_014816.2			NP_054745.1	6183.Smp_163300.1
OG0002416	NP_012771.1		NP_499001.1	NP_060680.2	6183.Smp_000470.1
OG0002417	NP_014633.1		NP_495445.2	NP_005763.3	6183.Smp_102450.1
OG0002418	NP_013310.1			NP_000261.2	6183.Smp_090520.1, 6183.Smp_179110.1
OG0002419	NP_010436.3		NP_493207.1	NP_057036.2	6183.Smp_022150.1
OG0002420	NP_014263.1	NP_610417.1		NP_060740.1	6183.Smp_130630.1
OG0002421	NP_014768.2		NP_498128.1	NP_057222.2	6183.Smp_180060.1
OG0002422	NP_012636.1	NP_610398.1		NP_115729.1	6183.Smp_097620.1
OG0002423	NP_012463.1		NP_493627.1	NP_057179.1	6183.Smp_100380.1
OG0002424	NP_010693.3	NP_523889.1		NP_066957.3	6183.Smp_123170.1
OG0002425	NP_015099.1		NP_493553.1	NP_057584.2	6183.Smp_029230.1
OG0002426	NP_010913.2		NP_494764.1	NP_036526.2	6183.Smp_030290.1
OG0002427	NP_014921.1	NP_572507.1		NP_000366.1	6183.Smp_079840.1
OG0002428	NP_014968.1		NP_510132.2	NP_002851.2	6183.Smp_145020.1
OG0002429	NP_012523.2	NP_573175.2		NP_055293.1	6183.Smp_007890.1
OG0002430	NP_014494.1	NP_611071.1		NP_003837.1, NP_003838.1	
OG0002431	NP_010174.1, NP_010732.1, NP_011371.1, NP_014702.1				
OG0002432	NP_014147.1		NP_499994.4	NP_071446.2	6183.Smp_150610.1
OG0002433	NP_009663.1, NP_011580.3			NP_076957.3	6183.Smp_190020.1
OG0002434	NP_012018.1		NP_491972.1	NP_060755.1	6183.Smp_102820.1
OG0002435	NP_012117.3, NP_013021.1			NP_003283.2	6183.Smp_160850.1
OG0002436	NP_013364.1		NP_501634.1	NP_057017.1	6183.Smp_169920.1
OG0002437	NP_009790.3		NP_492355.1	NP_006315.1	6183.Smp_036390.1
OG0002438		NP_609925.1	NP_496961.2	NP_077305.2, NP_079478.1	
OG0002439		NP_476886.1	NP_495779.1	NP_001658.2	6183.Smp_164660.1
OG0002440		NP_569995.1	NP_495249.1	NP_006380.1	6183.Smp_088950.1
OG0002441		NP_572880.2	NP_502757.2	NP_003008.1	6183.Smp_098890.2
OG0002442		NP_523957.1		NP_002887.2, NP_113680.1	6183.Smp_079290.1
OG0002443		NP_536740.1	NP_498295.3	NP_005057.1, NP_031389.3	
OG0002444		NP_611557.2	NP_491403.1	NP_055707.3	6183.Smp_148120.1
OG0002445		NP_609095.1	NP_500025.1	NP_004893.1	6183.Smp_064590.1
OG0002446		NP_611535.1	NP_498648.1	NP_001073884.1	6183.Smp_161730.1
OG0002447		NP_608911.1, NP_608912.1, NP_609694.1, NP_611004.1			
OG0002448		NP_525053.1	NP_499742.1	NP_036442.3	6183.Smp_173450.1
OG0002449		NP_611759.1		NP_004511.2, NP_006836.2	6183.Smp_002280.1
OG0002450		NP_477025.1		NP_004847.2, NP_612565.1	6183.Smp_128200.2
OG0002451		NP_611451.1		NP_003048.1, NP_003049.2, NP_068812.1	
OG0002452		NP_611804.1		NP_009109.3	6183.Smp_174390.1, 6183.Smp_192670.1
OG0002453		NP_477160.1	NP_499755.1	NP_000421.1	6183.Smp_129340.1
OG0002454		NP_477509.1		NP_002922.2, NP_009143.1	6183.Smp_050160.1
OG0002455		NP_609782.2	NP_494926.1	NP_115708.1	6183.Smp_049890.1
OG0002456		NP_569837.2	NP_508490.4	NP_055125.2, NP_057168.1	
OG0002457		NP_524382.1	NP_506131.1	NP_073750.2	6183.Smp_129420.1
OG0002458		NP_611584.1	NP_493275.1, NP_493276.1		6183.Smp_176630.1
OG0002459		NP_611302.1	NP_503137.1	NP_004277.2	6183.Smp_169280.1
OG0002460		NP_476873.2		NP_005512.1, NP_057254.1, NP_066305.2	
OG0002461		NP_611607.2	NP_492427.3	NP_061971.3	6183.Smp_155040.1
OG0002462		NP_609735.1	NP_498030.1	NP_060174.2	6183.Smp_069840.1
OG0002463		NP_523584.1		NP_003306.3	6183.Smp_138680.2, 6183.Smp_152850.1
OG0002464		NP_476605.1	NP_499129.2	NP_003214.1	6183.Smp_103540.2
OG0002465		NP_524672.1		NP_066981.2, NP_067675.1, NP_079471.1	
OG0002466		NP_476797.1		NP_001777.1, NP_203698.1	6183.Smp_080730.1
OG0002467		NP_511129.3		NP_000285.1, NP_006204.1	6183.Smp_098840.1
OG0002468		NP_477218.1	NP_508060.1	NP_009125.1	6183.Smp_171370.1
OG0002469		NP_609665.2	NP_497716.1	NP_036557.1	6183.Smp_114090.1
OG0002470		NP_610996.1	NP_493247.2	NP_004795.1	6183.Smp_018400.1
OG0002471		NP_608338.1	NP_501314.2	NP_060947.1	6183.Smp_093230.1
OG0002472		NP_609899.1	NP_497224.1	NP_055449.1, NP_055721.3	
OG0002473		NP_523840.1	NP_491558.1	NP_005519.2	6183.Smp_005070.1
OG0002474		NP_524213.1		NP_149096.2	6183.Smp_000460.1, 6183.Smp_000850.1
OG0002475		NP_611832.1	NP_504635.1	NP_060504.1	6183.Smp_098920.1
OG0002476		NP_477131.1		NP_002825.3, NP_542168.1	6183.Smp_035390.1
OG0002477		NP_609013.1		NP_005392.2, NP_008970.2	6183.Smp_198990.1
OG0002478		NP_573076.1	NP_497830.1	NP_008844.1	6183.Smp_026260.1
OG0002479		NP_476586.1		NP_002219.1, NP_002220.1, NP_005345.3	
OG0002480		NP_524825.1	NP_491746.1	NP_004089.1	6183.Smp_134690.1
OG0002481		NP_476954.1		NP_001256.4, NP_001795.2, NP_005184.1	
OG0002482		NP_523874.1	NP_501118.1	NP_057143.1	6183.Smp_029900.1
OG0002483		NP_611113.1	NP_496337.1	NP_055152.1	6183.Smp_021160.1
OG0002484		NP_611429.1	NP_498012.1	NP_057043.1	6183.Smp_004170.1
OG0002485		NP_524061.1		NP_004073.2, NP_075408.1	6183.Smp_149200.1
OG0002486		NP_477231.1	NP_502180.1	NP_000118.2	6183.Smp_172060.1
OG0002487		NP_476962.1		NP_004551.2, NP_005003.2	6183.Smp_118100.1
OG0002488		NP_477322.1		NP_003015.2, NP_062541.3	6183.Smp_135790.1
OG0002489		NP_477381.1	NP_496879.1	NP_004716.1	6183.Smp_045060.1
OG0002490		NP_476734.1, NP_476875.1	NP_492121.1	NP_060538.2	
OG0002491		NP_609847.1	NP_506079.1	NP_005717.3	6183.Smp_148540.1
OG0002492		NP_477247.1	NP_495221.1	NP_003282.2	6183.Smp_131220.1
OG0002493		NP_608748.1	NP_492417.2, NP_492421.1	NP_004095.4	
OG0002494		NP_477450.1, NP_609691.6		NP_115821.2, NP_115822.1	
OG0002495		NP_477503.1, NP_572982.1	NP_495846.1		6183.Smp_094500.1
OG0002496		NP_524698.1, NP_609696.1		NP_055977.3, NP_112186.3	
OG0002497		NP_610921.1	NP_505799.1	NP_009017.1	6183.Smp_054610.1
OG0002498		NP_572167.3		NP_003358.1, NP_009053.1	6183.Smp_170530.1
OG0002499		NP_524597.1		NP_000533.4, NP_002769.1	6183.Smp_000260.1
OG0002500		NP_611080.1	NP_509498.4	NP_008982.1	6183.Smp_077540.1
OG0002501		NP_523357.2		NP_003147.2, NP_065911.3	6183.Smp_174640.1
OG0002502		NP_611734.1	NP_498540.1	NP_003304.1	6183.Smp_104720.1
OG0002503		NP_524126.1	NP_495436.1	NP_055954.1	6183.Smp_178490.1
OG0002504		NP_523517.1	NP_491740.1	NP_004227.1	6183.Smp_020050.1
OG0002505		NP_477444.1	NP_500034.1	NP_057213.2	6183.Smp_085640.1
OG0002506		NP_611753.4	NP_492436.2	NP_061896.1	6183.Smp_025550.1
OG0002507		NP_608334.3		NP_060758.2, NP_579866.2	6183.Smp_000150.1
OG0002508		NP_609731.1	NP_498455.2	NP_055778.2	6183.Smp_160030.1
OG0002509		NP_610808.1	NP_499095.1	NP_001906.3	6183.Smp_136400.1
OG0002510		NP_477383.1	NP_499901.1, NP_502000.1	NP_061333.2	
OG0002511		NP_524075.2		NP_059142.3, NP_542984.3	6183.Smp_163830.1
OG0002512		NP_536756.1	NP_504551.3	NP_060727.2	6183.Smp_058140.2
OG0002513		NP_573097.1	NP_492445.1	NP_077718.3	6183.Smp_092490.1
OG0002514		NP_524284.1	NP_491381.1	NP_055578.2	6183.Smp_138670.1
OG0002515		NP_523476.1	NP_491613.1	NP_078816.2	6183.Smp_035410.1
OG0002516		NP_523379.2	NP_499340.1	NP_054899.2	6183.Smp_211140.1
OG0002517		NP_524930.1		NP_003394.1	6183.Smp_023990.1, 6183.Smp_164190.1
OG0002518		NP_476723.1		NP_002105.3, NP_006725.3, NP_078779.2	
OG0002519		NP_609580.1	NP_498859.1	NP_065095.2	6183.Smp_088390.1
OG0002520		NP_476986.1	NP_491407.2	NP_079409.3	6183.Smp_162000.1
OG0002521		NP_609389.1	NP_507244.1	NP_060918.2	6183.Smp_170510.1
OG0002522		NP_609148.1		NP_037395.2, NP_076413.3	6183.Smp_168890.1
OG0002523		NP_611592.2	NP_501725.2	NP_055518.1	6183.Smp_130180.1
OG0002524		NP_610229.1	NP_498798.2	NP_056202.2	6183.Smp_105710.1
OG0002525		NP_572274.1	NP_497422.3	NP_116052.2	6183.Smp_122960.1
OG0002526		NP_610943.2		NP_006667.3, NP_055832.3	6183.Smp_021300.1
OG0002527		NP_572220.1		NP_006438.1, NP_116318.2	6183.Smp_074200.2
OG0002528		NP_611735.1	NP_493575.2	NP_004821.2	6183.Smp_133740.1
OG0002529		NP_608664.2	NP_502178.1	NP_004913.2	6183.Smp_156880.1
OG0002530		NP_608489.2	NP_509219.1		6183.Smp_176770.1, 6183.Smp_211000.1
OG0002531		NP_523613.4	NP_508511.1	NP_006522.2	6183.Smp_135480.1
OG0002532		NP_609896.1	NP_510177.1	NP_116250.3	6183.Smp_029160.1
OG0002533		NP_477321.2	NP_501496.2	NP_003622.2	6183.Smp_142180.1
OG0002534		NP_572664.1	NP_498812.2	NP_004919.1	6183.Smp_167960.1
OG0002535		NP_608573.1	NP_490958.1	NP_071355.1	6183.Smp_143020.1
OG0002536		NP_477208.1	NP_503036.1	NP_006749.1	6183.Smp_093100.1
OG0002537		NP_610431.1	NP_496492.1	NP_060123.3	6183.Smp_078710.1
OG0002538		NP_572242.1	NP_506133.2, NP_506134.3		6183.Smp_078610.1
OG0002539		NP_572488.1	NP_493396.1	NP_291025.3	6183.Smp_123130.1
OG0002540		NP_523790.1	NP_499368.1	NP_001431.1	6183.Smp_073220.1
OG0002541		NP_608657.1		NP_003479.1, NP_006853.2, NP_112567.2	
OG0002542		NP_524366.1	NP_501092.1	NP_031383.1	6183.Smp_143570.1
OG0002543		NP_608780.1	NP_495958.1	NP_060773.3	6183.Smp_131960.1
OG0002544		NP_524246.1	NP_494756.1	NP_002087.2	6183.Smp_088460.1
OG0002545		NP_609935.1	NP_491344.1	NP_055792.2	6183.Smp_039490.1
OG0002546		NP_611265.1	NP_491624.1	NP_002942.2	6183.Smp_210370.1
OG0002547		NP_572861.1	NP_495797.1	NP_110409.2	6183.Smp_145250.1
OG0002548		NP_476777.1, NP_609738.1		NP_060545.3	6183.Smp_123680.1
OG0002549		NP_609330.1	NP_493592.1	NP_073571.1	6183.Smp_210640.1
OG0002550		NP_608987.1	NP_496376.1	NP_009034.2	6183.Smp_010710.1
OG0002551		NP_476980.1	NP_505730.1	NP_003350.1	6183.Smp_084830.1
OG0002552		NP_523940.2		NP_444515.1	6183.Smp_162540.1, 6183.Smp_165950.1
OG0002553		NP_609029.1	NP_509760.2	NP_077274.3	6183.Smp_157930.1
OG0002554		NP_523869.1		NP_055156.1, NP_055157.1	6183.Smp_180390.1
OG0002555		NP_524199.1		NP_003646.2, NP_055107.3, NP_065700.1	
OG0002556		NP_609837.1	NP_492187.2	NP_786924.2	6183.Smp_124840.1
OG0002557		NP_610932.1	NP_500618.1	NP_006351.2	6183.Smp_029410.1
OG0002558		NP_477385.1	NP_492785.1	NP_001559.1	6183.Smp_176230.1
OG0002559		NP_572682.1		NP_006046.1, NP_061167.1	6183.Smp_118820.1
OG0002560		NP_608393.1	NP_497100.1	NP_057297.2	6183.Smp_167590.1
OG0002561		NP_611842.1	NP_500030.1	NP_060873.4	6183.Smp_165960.1
OG0002562		NP_609475.1	NP_492505.1	NP_005988.1	6183.Smp_018030.1
OG0002563		NP_608420.1	NP_497827.1	NP_057164.3	6183.Smp_001410.1
OG0002564		NP_608828.2	NP_507855.2	NP_115688.1	6183.Smp_013300.1
OG0002565		NP_609548.1	NP_492693.1	NP_078988.3	6183.Smp_173080.1
OG0002566		NP_523951.1		NP_006791.2, NP_523352.1, NP_523353.2	
OG0002567		NP_610917.1	NP_498387.2	NP_008933.2	6183.Smp_080040.1
OG0002568		NP_609206.1	NP_506468.2, NP_506469.2	NP_443080.1	
OG0002569		NP_523831.1	NP_498940.1	NP_004773.1	6183.Smp_043940.2
OG0002570		NP_524298.1	NP_505641.2	NP_003816.2	6183.Smp_034120.1
OG0002571		NP_609037.1	NP_499771.1	NP_009194.2	6183.Smp_169690.1
OG0002572		NP_523923.1	NP_496466.1	NP_002086.1	6183.Smp_079910.1
OG0002573		NP_609443.1	NP_493355.1	NP_057491.2	6183.Smp_163460.1
OG0002574		NP_611895.1	NP_498293.1	NP_443167.4	6183.Smp_097180.1
OG0002575		NP_609194.1	NP_494762.2	NP_115501.2	6183.Smp_055420.2
OG0002576		NP_573228.1	NP_506376.1	NP_066552.2	6183.Smp_069770.1
OG0002577		NP_612105.1	NP_498757.2	NP_612455.1	6183.Smp_015900.1
OG0002578		NP_609789.1	NP_498544.1	NP_116024.1	6183.Smp_071560.1
OG0002579		NP_610379.2		NP_057403.1, NP_073567.1	6183.Smp_212230.1
OG0002580		NP_611604.1	NP_506241.1	NP_037366.1	6183.Smp_099320.1
OG0002581		NP_524719.1	NP_498595.1	NP_002487.1	6183.Smp_042590.1
OG0002582		NP_569948.3	NP_491869.1	NP_060108.2	6183.Smp_133860.1
OG0002583		NP_608887.1	NP_493672.1	NP_006419.2	6183.Smp_181290.1
OG0002584		NP_523537.1	NP_502782.2	NP_057055.2	6183.Smp_165830.1
OG0002585		NP_572318.1	NP_492799.1	NP_057049.5	6183.Smp_004550.1
OG0002586		NP_569870.1	NP_496216.1	NP_598395.1	6183.Smp_172850.1
OG0002587		NP_524355.2	NP_499685.1	NP_060611.2	6183.Smp_099300.1
OG0002588		NP_610818.1	NP_498778.1	NP_054880.2	6183.Smp_186560.1
OG0002589		NP_611074.1	NP_499055.1	NP_057490.2	6183.Smp_070770.1
OG0002590		NP_608895.1	NP_504477.2	NP_006340.1	6183.Smp_103830.2
OG0002591		NP_524402.1	NP_505829.1	NP_006347.1	6183.Smp_019750.2
OG0002592		NP_609115.1	NP_501089.1	NP_076973.1	6183.Smp_032920.2
OG0002593		NP_525041.1	NP_497965.2	NP_060310.1	6183.Smp_154690.1
OG0002594		NP_608930.1	NP_497626.1	NP_116120.1	6183.Smp_092500.1
OG0002595		NP_608909.1	NP_492007.1	NP_004544.1	6183.Smp_171900.1
OG0002596		NP_477342.1		NP_003820.2	6183.Smp_039650.1, 6183.Smp_154560.1
OG0002597		NP_609012.2		NP_055062.1, NP_057424.3	6183.Smp_053100.1
OG0002598		NP_477190.1		NP_000486.1, NP_001836.3	6183.Smp_170340.1
OG0002599		NP_476932.1		NP_003813.1, NP_004950.2	6183.Smp_068780.1
OG0002600		NP_525045.3		NP_055616.3, NP_115599.2	6183.Smp_130040.1
OG0002601		NP_477299.1	NP_497970.1	NP_001107.2	6183.Smp_102340.1
OG0002602		NP_477187.1	NP_492377.1	NP_001101.1	6183.Smp_197390.1
OG0002603		NP_476820.1		NP_003364.1, NP_054706.1	6183.Smp_170990.1
OG0002604		NP_609449.1	NP_497003.3	NP_060619.4	6183.Smp_147620.1
OG0002605		NP_572740.1	NP_504555.2	NP_004471.4	6183.Smp_175120.2
OG0002606		NP_610256.1	NP_498722.1	NP_065207.2	6183.Smp_139230.1
OG0002607		NP_524813.2	NP_510453.1	NP_073150.2	6183.Smp_194670.1
OG0002608		NP_609488.1		NP_060191.3, NP_115825.1	6183.Smp_045980.1
OG0002609		NP_524466.1		NP_065702.2, NP_067078.1	6183.Smp_162780.1
OG0002610		NP_572621.1	NP_497804.2	NP_065138.2, NP_116201.7	
OG0002611		NP_608348.1		NP_073572.2	6183.Smp_164500.1, 6183.Smp_167230.1
OG0002612		NP_524524.1		NP_005972.1, NP_055214.1	6183.Smp_078750.1
OG0002613		NP_610278.1		NP_060065.2, NP_065078.1	6183.Smp_059690.2
OG0002614		NP_524537.1	NP_496281.1	NP_064576.1	6183.Smp_012410.1
OG0002615		NP_610311.1	NP_501344.1	NP_057305.1	6183.Smp_123165.1
OG0002616		NP_608585.1	NP_502268.2	NP_112486.1	6183.Smp_192000.1
OG0002617		NP_611740.1	NP_508831.4	NP_115695.1	6183.Smp_088620.1
OG0002618		NP_477339.1	NP_509871.2	NP_036394.1	6183.Smp_075450.1
OG0002619		NP_609075.1	NP_500234.3	NP_001908.3	6183.Smp_170430.1
OG0002620		NP_523811.1	NP_496280.1	NP_004623.1	6183.Smp_210450.1
OG0002621		NP_477480.1	NP_496320.4	NP_006518.1	6183.Smp_137390.1
OG0002622		NP_525039.1	NP_495867.1	NP_000222.2, NP_631906.2	
OG0002623		NP_524690.1	NP_498286.1	NP_006391.1	6183.Smp_062630.1
OG0002624		NP_610781.1	NP_495009.1	NP_057038.2	6183.Smp_141970.1
OG0002625		NP_611846.1	NP_508880.2	NP_057109.3	6183.Smp_001940.1
OG0002626		NP_609375.1		NP_060140.2, NP_075601.1	6183.Smp_097810.1
OG0002627		NP_572537.1	NP_499801.1	NP_056517.1	6183.Smp_210930.1
OG0002628		NP_477426.1	NP_491203.1	NP_004498.1	6183.Smp_176500.1
OG0002629		NP_523490.1	NP_499684.1	NP_060596.2	6183.Smp_092810.1
OG0002630		NP_523606.1	NP_495800.1	NP_054765.1	6183.Smp_131860.1
OG0002631		NP_523990.1	NP_499760.1	NP_000311.2	6183.Smp_086210.1
OG0002632		NP_477302.1		NP_003197.2, NP_005089.2	6183.Smp_022610.1
OG0002633		NP_609246.1	NP_495490.1	NP_002592.1	6183.Smp_151190.1
OG0002634		NP_612081.1	NP_505382.2	NP_054758.2	6183.Smp_010620.1
OG0002635		NP_611094.1	NP_498474.1	NP_078929.1	6183.Smp_103010.1
OG0002636		NP_608613.1	NP_504475.1	NP_057139.1	6183.Smp_052710.1
OG0002637		NP_523785.2	NP_507808.1	NP_054737.1	6183.Smp_154330.1
OG0002638		NP_511153.1	NP_500032.1	NP_071942.1	6183.Smp_066620.1
OG0002639		NP_524606.1	NP_498870.2	NP_114109.1	6183.Smp_122490.1
OG0002640		NP_608463.1	NP_499555.1	NP_543011.2	6183.Smp_016890.1
OG0002641		NP_611940.1	NP_496152.1	NP_004880.1	6183.Smp_140480.1
OG0002642		NP_572562.1	NP_498287.1	NP_001698.2	6183.Smp_136770.1
OG0002643		NP_524380.1	NP_501505.1	NP_057155.1	6183.Smp_039980.1
OG0002644		NP_611334.1	NP_505061.1	NP_054736.1	6183.Smp_128300.1
OG0002645		NP_523910.1	NP_493741.1	NP_064628.1	6183.Smp_030920.1
OG0002646		NP_524796.1	NP_497205.1	NP_061141.2	6183.Smp_198680.1
OG0002647		NP_477445.1	NP_500273.2	NP_006001.5	6183.Smp_042400.1
OG0002648		NP_572917.1	NP_496161.1, NP_496639.1	NP_002970.2	
OG0002649		NP_476652.1	NP_510817.3, NP_510818.3	NP_004201.3	
OG0002650		NP_523395.1		NP_006345.1, NP_597814.1	6183.Smp_162100.1
OG0002651		NP_611500.1		NP_002350.1, NP_002351.1, NP_036455.1	
OG0002652		NP_524534.1	NP_493346.1	NP_031385.2	6183.Smp_128420.1
OG0002653		NP_573314.1	NP_496324.1	NP_612142.2	6183.Smp_000890.1
OG0002654		NP_524511.1, NP_524513.1, NP_525094.1, NP_536753.1			
OG0002655		NP_476890.1	NP_509054.1	NP_073736.2	6183.Smp_133180.2
OG0002656		NP_610159.1	NP_510094.1	NP_031374.2	6183.Smp_147990.3
OG0002657		NP_611833.1	NP_491077.1	NP_037380.1	6183.Smp_137070.2
OG0002658		NP_572495.1	NP_492440.1	NP_005474.2	6183.Smp_169140.1
OG0002659		NP_525109.1		NP_003920.1, NP_006825.1, NP_071732.1	
OG0002660		NP_608497.1	NP_499686.2	NP_057174.1	6183.Smp_210390.1
OG0002661		NP_511167.1	NP_492783.1	NP_057724.2	6183.Smp_212060.1
OG0002662		NP_572866.1	NP_499493.1	NP_005780.2	6183.Smp_017660.1
OG0002663		NP_609321.1	NP_500198.1	NP_009038.1	6183.Smp_074700.1
OG0002664		NP_573326.1		NP_068753.2	6183.Smp_062610.1, 6183.Smp_155900.1
OG0002665		NP_523659.1	NP_493574.2	NP_004223.2	6183.Smp_142250.1
OG0002666		NP_608365.1	NP_501337.1	NP_079185.2	6183.Smp_166660.1
OG0002667		NP_476658.1	NP_496358.1		6183.Smp_051920.2, 6183.Smp_055740.1
OG0002668		NP_609036.1	NP_501149.1, NP_502605.2		6183.Smp_074940.1
OG0002669		NP_611596.1	NP_495907.1	NP_002482.1	6183.Smp_048830.1
OG0002670		NP_610425.1	NP_508402.1	NP_057339.1	6183.Smp_152010.1
OG0002671		NP_570023.1	NP_496193.1	NP_057396.1	6183.Smp_163260.1
OG0002672		NP_524051.1	NP_496817.1	NP_060441.2	6183.Smp_004980.1
OG0002673		NP_611022.2	NP_493695.1	NP_115866.1	6183.Smp_148060.1
OG0002674		NP_524318.1	NP_497138.1	NP_003767.2	6183.Smp_175810.1
OG0002675			NP_495043.1, NP_508818.1, NP_508864.2		6183.Smp_134470.1
OG0002676			NP_496917.2, NP_499571.2	NP_000546.2, NP_004725.1	
OG0002677			NP_504689.1	NP_005041.1, NP_064720.1, NP_064730.1	
OG0002678			NP_496089.3	NP_001647.1, NP_150230.1, NP_150231.1	
OG0002679			NP_502791.1	NP_060654.1, NP_620150.1	6183.Smp_166930.1
OG0002680			NP_491176.1	NP_510965.1	6183.Smp_012900.1, 6183.Smp_129720.1
OG0002681			NP_497841.1	NP_055124.1, NP_061193.2	6183.Smp_138880.1
OG0002682			NP_500720.1	NP_000008.1, NP_001599.1, NP_002216.3	
OG0002683			NP_500813.3, NP_501758.2, NP_501993.1, NP_502040.2		
OG0002684			NP_497161.1, NP_497162.2, NP_509835.2, NP_509836.1		
OG0002685			NP_506269.1	NP_000693.1, NP_689509.1	6183.Smp_015020.1
OG0002686			NP_499363.3	NP_077816.1, NP_079429.2	6183.Smp_181230.1
OG0002687			NP_509293.1	NP_000273.2	6183.Smp_095350.1, 6183.Smp_165400.3
OG0002688			NP_499489.1, NP_501442.2, NP_505789.1, NP_507620.2		
OG0002689			NP_493279.1	NP_060695.2	6183.Smp_032800.2, 6183.Smp_032820.1
OG0002690			NP_497930.2	NP_065890.1	6183.Smp_150390.3, 6183.Smp_194110.1
OG0002691			NP_500004.2, NP_504786.2	NP_004930.1	6183.Smp_163110.1
OG0002692			NP_510623.1	NP_003092.4, NP_003569.1	6183.Smp_134390.1
OG0002693			NP_491426.2	NP_079410.4, NP_115597.3	6183.Smp_130470.1
OG0002694			NP_498728.1, NP_507142.2	NP_004823.1	6183.Smp_152710.2
OG0002695			NP_490882.3	NP_004350.1, NP_060281.2	6183.Smp_055960.1
OG0002696			NP_505448.1	NP_001738.2	6183.Smp_008660.1, 6183.Smp_197860.1
OG0002697			NP_495161.1	NP_055689.1, NP_284941.2	6183.Smp_132620.2
OG0002698			NP_499573.1	NP_055028.3, NP_076922.1	6183.Smp_087070.1
OG0002699			NP_509648.1	NP_002439.2, NP_002440.2	6183.Smp_144380.1
OG0002700			NP_495994.1	NP_002471.1, NP_002472.2	6183.Smp_143370.1
OG0002701			NP_500824.1	NP_056137.1, NP_064562.1	6183.Smp_175780.1
