Orthogroup	Total	kog_elegans_pos_go	protein_mansoni
OG0000865	3	NP_491556.1, NP_505237.1	6183.Smp_197500.1
OG0000867	3	NP_501853.1	6183.Smp_013370.3, 6183.Smp_035020.2
OG0000868	3	NP_502396.2, NP_502621.3	6183.Smp_011560.1
OG0000869	3	NP_492404.1	6183.Smp_138300.1, 6183.Smp_174630.1
OG0000870	3	NP_492372.2, NP_502928.3	6183.Smp_000620.1
OG0000871	3	NP_497265.1, NP_504709.1	6183.Smp_146790.1
OG0000872	3	NP_498453.1, NP_500234.3	6183.Smp_170430.1
OG0000873	3	NP_496603.2, NP_496606.2	6183.Smp_021600.1
OG0000874	3	NP_505116.1, NP_505349.1	6183.Smp_129510.1
OG0000876	3	NP_495248.1, NP_507796.1	6183.Smp_136320.1
OG0000877	3	NP_497938.1, NP_508770.1	6183.Smp_154530.1
OG0000878	3	NP_500392.1	6183.Smp_153700.1, 6183.Smp_167660.1
OG0000880	3	NP_492941.2, NP_506092.1	6183.Smp_136210.1
OG0000881	3	NP_497826.1	6183.Smp_007300.1, 6183.Smp_014270.1
OG0000884	3	NP_501279.1	6183.Smp_014050.1, 6183.Smp_090450.1
OG0000885	3	NP_510817.3, NP_510818.3	6183.Smp_068300.1
OG0000886	3	NP_492795.1	6183.Smp_010930.1, 6183.Smp_072970.1
OG0000887	3	NP_490886.2	6183.Smp_142630.1, 6183.Smp_167010.1
OG0000889	3	NP_492981.2, NP_492982.2	6183.Smp_170550.1
OG0000891	3	NP_509053.3	6183.Smp_165480.1, 6183.Smp_186190.1
OG0000896	3	NP_502598.2, NP_502599.2	6183.Smp_150050.1
OG0000897	3	NP_503395.1	6183.Smp_156140.1, 6183.Smp_175720.1
OG0000898	3	NP_494333.1, NP_510284.1	6183.Smp_155970.1
OG0000899	3	NP_493466.2, NP_494378.1	6183.Smp_140560.1
OG0000900	3	NP_500377.1	6183.Smp_145720.1, 6183.Smp_206040.1
OG0000901	3	NP_496380.1, NP_506298.1	6183.Smp_058320.1
OG0000902	3	NP_493574.2	6183.Smp_142250.1, 6183.Smp_194390.1
OG0000903	3	NP_503360.4	6183.Smp_039870.2, 6183.Smp_171040.1
OG0000904	3	NP_496358.1	6183.Smp_051920.2, 6183.Smp_055740.1
OG0000905	3	NP_508918.2	6183.Smp_043930.1, 6183.Smp_059660.1
OG0000907	3	NP_509427.2	6183.Smp_044610.1, 6183.Smp_125590.1
OG0000908	3	NP_499991.1, NP_499992.1	6183.Smp_093800.1
OG0001031	2	NP_505007.1	6183.Smp_014650.1
OG0001034	2	NP_493426.2	6183.Smp_166840.1
OG0001035	2	NP_496488.2	6183.Smp_061920.1
OG0001036	2	NP_500992.1	6183.Smp_063670.1
OG0001037	2	NP_492441.1	6183.Smp_129430.1
OG0001038	2	NP_492296.1	6183.Smp_097730.1
OG0001039	2	NP_509583.1	6183.Smp_078280.1
OG0001041	2	NP_506626.1	6183.Smp_072330.2
OG0001043	2	NP_496800.1	6183.Smp_026310.1
OG0001047	2	NP_490840.2	6183.Smp_181490.1
OG0001049	2	NP_500139.1	6183.Smp_065290.1
OG0001050	2	NP_506128.1	6183.Smp_034550.1
OG0001052	2	NP_506640.2	6183.Smp_121990.1
OG0001053	2	NP_497964.1	6183.Smp_083530.1
OG0001054	2	NP_492303.1	6183.Smp_129320.1
OG0001055	2	NP_498520.1	6183.Smp_099870.1
OG0001056	2	NP_507053.1	6183.Smp_083650.1
OG0001060	2	NP_490828.3	6183.Smp_063000.1
OG0001061	2	NP_502352.1	6183.Smp_181150.1
OG0001062	2	NP_498339.1	6183.Smp_049500.1
OG0001063	2	NP_499717.1	6183.Smp_124460.1
OG0001064	2	NP_506192.1	6183.Smp_166040.1
OG0001065	2	NP_496868.1	6183.Smp_211270.1
OG0001066	2	NP_497993.1	6183.Smp_105480.1
OG0001067	2	NP_503011.1	6183.Smp_000730.1
OG0001068	2	NP_495816.1	6183.Smp_086900.1
OG0001069	2	NP_495779.1	6183.Smp_164660.1
OG0001070	2	NP_497037.1	6183.Smp_159930.1
OG0001071	2	NP_502791.1	6183.Smp_166930.1
OG0001072	2	NP_500582.1	6183.Smp_073590.1
OG0001073	2	NP_491857.1	6183.Smp_014660.2
OG0001074	2	NP_491199.2	6183.Smp_104670.1
OG0001075	2	NP_493376.1	6183.Smp_139340.1
OG0001076	2	NP_492108.1	6183.Smp_020080.1
OG0001077	2	NP_509888.1	6183.Smp_062680.1
OG0001078	2	NP_503397.1	6183.Smp_210430.1
OG0001079	2	NP_506245.1	6183.Smp_017290.3
OG0001080	2	NP_495984.2	6183.Smp_069900.1
OG0001081	2	NP_498993.1	6183.Smp_163580.1
OG0001082	2	NP_499369.1	6183.Smp_079430.2
OG0001083	2	NP_510572.1	6183.Smp_004910.1
OG0001085	2	NP_503068.1	6183.Smp_106930.1
OG0001086	2	NP_498868.1	6183.Smp_069130.2
OG0001087	2	NP_495249.1	6183.Smp_088950.1
OG0001088	2	NP_499734.1	6183.Smp_079730.1
OG0001089	2	NP_502432.1	6183.Smp_141240.1
OG0001090	2	NP_493659.3	6183.Smp_032060.1
OG0001091	2	NP_506222.2	6183.Smp_064640.1
OG0001092	2	NP_495036.3	6183.Smp_144860.1
OG0001093	2	NP_503033.1	6183.Smp_021540.1
OG0001094	2	NP_497841.1	6183.Smp_138880.1
OG0001095	2	NP_495237.1	6183.Smp_170230.1
OG0001096	2	NP_497077.2	6183.Smp_133470.1
OG0001097	2	NP_502136.1	6183.Smp_078240.1
OG0001098	2	NP_499051.3	6183.Smp_012950.1
OG0001099	2	NP_491680.2	6183.Smp_070360.1
OG0001100	2	NP_495681.4	6183.Smp_135570.1
OG0001101	2	NP_491403.1	6183.Smp_148120.1
OG0001102	2	NP_501452.1	6183.Smp_122930.1
OG0001103	2	NP_496057.1	6183.Smp_194950.1
OG0001104	2	NP_492912.1	6183.Smp_133940.1
OG0001105	2	NP_498648.1	6183.Smp_161730.1
OG0001106	2	NP_502014.2	6183.Smp_025130.1
OG0001107	2	NP_508504.2	6183.Smp_046060.1
OG0001108	2	NP_506065.2	6183.Smp_085540.6
OG0001109	2	NP_501227.1	6183.Smp_051210.1
OG0001110	2	NP_499523.3	6183.Smp_018430.1
OG0001111	2	NP_493271.1	6183.Smp_073410.1
OG0001112	2	NP_500125.2	6183.Smp_034490.1
OG0001113	2	NP_493558.1	6183.Smp_164840.1
OG0001114	2	NP_492765.1	6183.Smp_032580.2
OG0001115	2	NP_491261.1	6183.Smp_074500.2
OG0001116	2	NP_498806.1	6183.Smp_025800.1
OG0001117	2	NP_494913.1	6183.Smp_121430.2
OG0001118	2	NP_505750.1	6183.Smp_067890.1
OG0001119	2	NP_506571.1	6183.Smp_207080.1
OG0001120	2	NP_492360.1	6183.Smp_076230.1
OG0001121	2	NP_496177.2	6183.Smp_092280.1
OG0001122	2	NP_492354.1	6183.Smp_056500.1
OG0001123	2	NP_502669.2	6183.Smp_170690.1
OG0001124	2	NP_491795.1	6183.Smp_055050.1
OG0001125	2	NP_491281.1	6183.Smp_038240.1
OG0001126	2	NP_491995.1	6183.Smp_079770.1
OG0001127	2	NP_497139.1	6183.Smp_079760.1
OG0001128	2	NP_494807.1	6183.Smp_139480.1
OG0001129	2	NP_493502.1	6183.Smp_212730.1
OG0001130	2	NP_510783.2	6183.Smp_164930.1
OG0001131	2	NP_499385.3	6183.Smp_136710.1
OG0001132	2	NP_506269.1	6183.Smp_015020.1
OG0001134	2	NP_500161.1	6183.Smp_137170.1
OG0001135	2	NP_499363.3	6183.Smp_181230.1
OG0001136	2	NP_503858.1	6183.Smp_091650.1
OG0001137	2	NP_492215.1	6183.Smp_180010.1
OG0001138	2	NP_497853.1	6183.Smp_141630.1
OG0001139	2	NP_498047.2	6183.Smp_130680.1
OG0001140	2	NP_498192.2	6183.Smp_153760.2
OG0001141	2	NP_492476.1	6183.Smp_140690.1
OG0001142	2	NP_491163.1	6183.Smp_042670.2
OG0001143	2	NP_491202.1	6183.Smp_199070.1
OG0001144	2	NP_495451.1	6183.Smp_172620.1
OG0001145	2	NP_502531.1	6183.Smp_153710.1
OG0001147	2	NP_498090.1	6183.Smp_103990.1
OG0001148	2	NP_502290.1	6183.Smp_076880.1
OG0001149	2	NP_491576.2	6183.Smp_124970.1
OG0001150	2	NP_499165.1	6183.Smp_062890.1
OG0001151	2	NP_495659.1	6183.Smp_064350.1
OG0001152	2	NP_491530.1	6183.Smp_015710.1
OG0001154	2	NP_498069.1	6183.Smp_198590.1
OG0001155	2	NP_491227.1	6183.Smp_162260.1
OG0001156	2	NP_510355.1	6183.Smp_123750.1
OG0001157	2	NP_500523.4	6183.Smp_156670.1
OG0001158	2	NP_492169.2	6183.Smp_160940.1
OG0001159	2	NP_492124.1	6183.Smp_171670.1
OG0001160	2	NP_510394.1	6183.Smp_046750.1
OG0001161	2	NP_498151.2	6183.Smp_152230.1
OG0001162	2	NP_492363.1	6183.Smp_169060.1
OG0001163	2	NP_493151.1	6183.Smp_015090.1
OG0001164	2	NP_495285.1	6183.Smp_099930.1
OG0001165	2	NP_510361.1	6183.Smp_171200.1
OG0001166	2	NP_492072.2	6183.Smp_075130.1
OG0001167	2	NP_506417.1	6183.Smp_018710.1
OG0001168	2	NP_491069.1	6183.Smp_142910.1
OG0001169	2	NP_499755.1	6183.Smp_129340.1
OG0001170	2	NP_498204.1	6183.Smp_144870.1
OG0001171	2	NP_496146.1	6183.Smp_017750.1
OG0001172	2	NP_498091.1	6183.Smp_022660.1
OG0001173	2	NP_499553.1	6183.Smp_021870.1
OG0001174	2	NP_496075.1	6183.Smp_132020.1
OG0001175	2	NP_490990.2	6183.Smp_045070.1
OG0001176	2	NP_501262.1	6183.Smp_141520.1
OG0001177	2	NP_491655.1	6183.Smp_040450.1
OG0001178	2	NP_494926.1	6183.Smp_049890.1
OG0001179	2	NP_496100.1	6183.Smp_050470.1
OG0001180	2	NP_506685.2	6183.Smp_125760.1
OG0001181	2	NP_492423.2	6183.Smp_131560.1
OG0001182	2	NP_498646.1	6183.Smp_211330.1
OG0001183	2	NP_491703.1	6183.Smp_034190.1
OG0001184	2	NP_498260.2	6183.Smp_093690.2
OG0001185	2	NP_491113.1	6183.Smp_033710.1
OG0001186	2	NP_490891.2	6183.Smp_146340.1
OG0001187	2	NP_497743.1	6183.Smp_131770.1
OG0001188	2	NP_492779.1	6183.Smp_094020.1
OG0001189	2	NP_491652.1	6183.Smp_131360.1
OG0001190	2	NP_502390.2	6183.Smp_056620.1
OG0001191	2	NP_496536.1	6183.Smp_065840.1
OG0001192	2	NP_497429.1	6183.Smp_008545.1
OG0001193	2	NP_495750.1	6183.Smp_004600.1
OG0001194	2	NP_495722.1	6183.Smp_017360.1
OG0001195	2	NP_503522.1	6183.Smp_149900.1
OG0001196	2	NP_500035.3	6183.Smp_046090.2
OG0001197	2	NP_494218.2	6183.Smp_041740.1
OG0001198	2	NP_499603.1	6183.Smp_030710.1
OG0001206	2	NP_501103.1	6183.Smp_011570.1
OG0001207	2	NP_493178.1	6183.Smp_173650.1
OG0001208	2	NP_510140.1	6183.Smp_079650.1
OG0001209	2	NP_491994.2	6183.Smp_041760.1
OG0001210	2	NP_491426.2	6183.Smp_130470.1
OG0001211	2	NP_502082.1	6183.Smp_158050.1
OG0001212	2	NP_499301.2	6183.Smp_022310.1
OG0001213	2	NP_492438.1	6183.Smp_194820.1
OG0001214	2	NP_496802.2	6183.Smp_158610.2
OG0001215	2	NP_495598.1	6183.Smp_082810.2
OG0001216	2	NP_500363.1	6183.Smp_062300.1
OG0001217	2	NP_502959.1	6183.Smp_072140.1
OG0001218	2	NP_496549.1	6183.Smp_067140.1
OG0001219	2	NP_501549.1	6183.Smp_071250.1
OG0001220	2	NP_502213.3	6183.Smp_179910.1
OG0001222	2	NP_493416.1	6183.Smp_008470.2
OG0001223	2	NP_498393.1	6183.Smp_096750.1
OG0001224	2	NP_496957.1	6183.Smp_105320.1
OG0001225	2	NP_498572.1	6183.Smp_053830.1
OG0001226	2	NP_506131.1	6183.Smp_129420.1
OG0001227	2	NP_499379.2	6183.Smp_131070.1
OG0001228	2	NP_492343.2	6183.Smp_209050.1
OG0001229	2	NP_500245.3	6183.Smp_145350.1
OG0001230	2	NP_502065.1	6183.Smp_068000.1
OG0001231	2	NP_500272.2	6183.Smp_083400.1
OG0001232	2	NP_493024.1	6183.Smp_027370.1
OG0001233	2	NP_490882.3	6183.Smp_055960.1
OG0001235	2	NP_493377.1	6183.Smp_097590.1
OG0001236	2	NP_497837.1	6183.Smp_194160.1
OG0001237	2	NP_499987.2	6183.Smp_199450.1
OG0001238	2	NP_494779.1	6183.Smp_176200.2
OG0001239	2	NP_496498.1	6183.Smp_153770.1
OG0001240	2	NP_498913.2	6183.Smp_165930.1
OG0001241	2	NP_491442.1	6183.Smp_196250.1
OG0001242	2	NP_495986.3	6183.Smp_028120.1
OG0001243	2	NP_495161.1	6183.Smp_132620.2
OG0001244	2	NP_500617.1	6183.Smp_044970.1
OG0001245	2	NP_509898.1	6183.Smp_063090.1
OG0001246	2	NP_497623.1	6183.Smp_073500.2
OG0001247	2	NP_503137.1	6183.Smp_169280.1
OG0001248	2	NP_490960.1	6183.Smp_095150.1
OG0001249	2	NP_498308.1	6183.Smp_096450.1
OG0001250	2	NP_497961.1	6183.Smp_094880.1
OG0001251	2	NP_506022.1	6183.Smp_058360.1
OG0001252	2	NP_495940.1	6183.Smp_071970.1
OG0001253	2	NP_490962.1	6183.Smp_172530.1
OG0001254	2	NP_506706.1	6183.Smp_037590.1
OG0001255	2	NP_497858.1	6183.Smp_143490.1
OG0001256	2	NP_491393.1	6183.Smp_124010.1
OG0001257	2	NP_499573.1	6183.Smp_087070.1
OG0001258	2	NP_498695.1	6183.Smp_081620.1
OG0001259	2	NP_491668.1	6183.Smp_142560.1
OG0001260	2	NP_508669.1	6183.Smp_144120.1
OG0001261	2	NP_495392.1	6183.Smp_152980.1
OG0001262	2	NP_509648.1	6183.Smp_144380.1
OG0001263	2	NP_498251.1	6183.Smp_017020.1
OG0001264	2	NP_507525.1	6183.Smp_164470.1
OG0001265	2	NP_505849.2	6183.Smp_011990.1
OG0001266	2	NP_492427.3	6183.Smp_155040.1
OG0001267	2	NP_499033.1	6183.Smp_194700.1
OG0001268	2	NP_503402.3	6183.Smp_148670.1
OG0001270	2	NP_503525.2	6183.Smp_125690.1
OG0001272	2	NP_495994.1	6183.Smp_143370.1
OG0001273	2	NP_497054.2	6183.Smp_147040.1
OG0001274	2	NP_500824.1	6183.Smp_175780.1
OG0001275	2	NP_500889.2	6183.Smp_136530.1
OG0001276	2	NP_498030.1	6183.Smp_069840.1
OG0001277	2	NP_509647.1	6183.Smp_198970.1
OG0001279	2	NP_494276.2	6183.Smp_129770.1
OG0001280	2	NP_494795.2	6183.Smp_148400.1
OG0001281	2	NP_498374.1	6183.Smp_093220.1
OG0001282	2	NP_501878.1	6183.Smp_059790.2
OG0001283	2	NP_500340.1	6183.Smp_002510.1
OG0001284	2	NP_510439.1	6183.Smp_179780.1
OG0001285	2	NP_500367.1	6183.Smp_208010.1
OG0001286	2	NP_495653.1	6183.Smp_046020.1
OG0001287	2	NP_498101.2	6183.Smp_090070.1
OG0001288	2	NP_509042.1	6183.Smp_008450.1
OG0001289	2	NP_510335.2	6183.Smp_066010.2
OG0001290	2	NP_495339.1	6183.Smp_068120.1
OG0001291	2	NP_495087.1	6183.Smp_155480.1
OG0001292	2	NP_494893.1	6183.Smp_065980.1
OG0001293	2	NP_499478.2	6183.Smp_169030.1
OG0001294	2	NP_499089.1	6183.Smp_053510.1
OG0001295	2	NP_504700.2	6183.Smp_104330.1
OG0001296	2	NP_502129.1	6183.Smp_052810.1
OG0001297	2	NP_496279.1	6183.Smp_056370.1
OG0001299	2	NP_493586.1	6183.Smp_018610.1
OG0001300	2	NP_502296.1	6183.Smp_133540.1
OG0001301	2	NP_491036.1	6183.Smp_009600.1
OG0001302	2	NP_491714.1	6183.Smp_135360.1
OG0001303	2	NP_491087.1	6183.Smp_026510.1
OG0001304	2	NP_507517.2	6183.Smp_131800.1
OG0001305	2	NP_496679.3	6183.Smp_094190.1
OG0001307	2	NP_510710.2	6183.Smp_142990.1
OG0001308	2	NP_498178.3	6183.Smp_009800.1
OG0001309	2	NP_510080.2	6183.Smp_097940.1
OG0001310	2	NP_507869.1	6183.Smp_157350.1
OG0001311	2	NP_499447.2	6183.Smp_136750.1
OG0001313	2	NP_495860.1	6183.Smp_053560.1
OG0001314	2	NP_508627.5	6183.Smp_103570.1
OG0001316	2	NP_504599.2	6183.Smp_158560.1
OG0001317	2	NP_500141.1	6183.Smp_168670.1
OG0001318	2	NP_508060.1	6183.Smp_171370.1
OG0001319	2	NP_497716.1	6183.Smp_114090.1
OG0001321	2	NP_491084.1	6183.Smp_049600.4
OG0001322	2	NP_494886.1	6183.Smp_180530.1
OG0001323	2	NP_493031.1	6183.Smp_068270.4
OG0001324	2	NP_495743.1	6183.Smp_171580.1
OG0001325	2	NP_490909.2	6183.Smp_078400.1
OG0001326	2	NP_491932.1	6183.Smp_150080.1
OG0001327	2	NP_495822.1	6183.Smp_045250.1
OG0001328	2	NP_505664.2	6183.Smp_166080.2
OG0001329	2	NP_490988.2	6183.Smp_006000.1
OG0001330	2	NP_492650.1	6183.Smp_060170.1
OG0001331	2	NP_496956.1	6183.Smp_135120.1
OG0001332	2	NP_491672.1	6183.Smp_042270.2
OG0001336	2	NP_508534.3	6183.Smp_056970.1
OG0001339	2	NP_502232.2	6183.Smp_090980.1
OG0001340	2	NP_499783.1	6183.Smp_073340.1
OG0001341	2	NP_492357.2	6183.Smp_156990.1
OG0001342	2	NP_492811.1	6183.Smp_099030.1
OG0001343	2	NP_506341.1	6183.Smp_027210.1
OG0001344	2	NP_491532.3	6183.Smp_200410.1
OG0001345	2	NP_504575.1	6183.Smp_030370.1
OG0001346	2	NP_499176.1	6183.Smp_043150.1
OG0001347	2	NP_501314.2	6183.Smp_093230.1
OG0001348	2	NP_508841.1	6183.Smp_183710.1
OG0001349	2	NP_497108.2	6183.Smp_072870.1
OG0001350	2	NP_505657.1	6183.Smp_101290.2
OG0001351	2	NP_491066.1	6183.Smp_210740.1
OG0001352	2	NP_500801.2	6183.Smp_063040.1
OG0001354	2	NP_509012.2	6183.Smp_091460.1
OG0001355	2	NP_501632.1	6183.Smp_052870.1
OG0001356	2	NP_510357.3	6183.Smp_073930.1
OG0001357	2	NP_495011.1	6183.Smp_096310.1
OG0001358	2	NP_496370.2	6183.Smp_147870.1
OG0001359	2	NP_491357.1	6183.Smp_087980.1
OG0001360	2	NP_498761.2	6183.Smp_169750.1
OG0001361	2	NP_499364.1	6183.Smp_142850.1
OG0001362	2	NP_492310.1	6183.Smp_152370.1
OG0001363	2	NP_491243.1	6183.Smp_016880.1
OG0001364	2	NP_501805.2	6183.Smp_137910.1
OG0001365	2	NP_491897.2	6183.Smp_144890.1
OG0001366	2	NP_493027.1	6183.Smp_070710.1
OG0001367	2	NP_493570.1	6183.Smp_035200.4
OG0001368	2	NP_502122.1	6183.Smp_132870.1
OG0001369	2	NP_498155.3	6183.Smp_022330.1
OG0001370	2	NP_498902.1	6183.Smp_096010.1
OG0001371	2	NP_499759.2	6183.Smp_172510.1
OG0001372	2	NP_494872.2	6183.Smp_146900.1
OG0001373	2	NP_495944.1	6183.Smp_083450.1
OG0001374	2	NP_493464.1	6183.Smp_145670.1
OG0001375	2	NP_491662.1	6183.Smp_151650.1
OG0001376	2	NP_498949.2	6183.Smp_173390.1
OG0001377	2	NP_501006.1	6183.Smp_105960.1
OG0001378	2	NP_499609.1	6183.Smp_119310.1
OG0001379	2	NP_506005.1	6183.Smp_012470.1
OG0001380	2	NP_495705.1	6183.Smp_018240.3
OG0001381	2	NP_491165.2	6183.Smp_165550.1
OG0001382	2	NP_500191.3	6183.Smp_018620.1
OG0001383	2	NP_502289.2	6183.Smp_179290.1
OG0001384	2	NP_501860.1	6183.Smp_084050.1
OG0001385	2	NP_490816.4	6183.Smp_025510.1
OG0001386	2	NP_504197.1	6183.Smp_002810.1
OG0001387	2	NP_496210.2	6183.Smp_167200.1
OG0001388	2	NP_504750.2	6183.Smp_086190.1
OG0001389	2	NP_510493.2	6183.Smp_044690.1
OG0001390	2	NP_492333.1	6183.Smp_142930.1
OG0001391	2	NP_498249.3	6183.Smp_149320.1
OG0001392	2	NP_496236.1	6183.Smp_061250.1
OG0001393	2	NP_509133.1	6183.Smp_121160.1
OG0001394	2	NP_493694.2	6183.Smp_004080.1
OG0001395	2	NP_496447.1	6183.Smp_055190.1
OG0001396	2	NP_495746.1	6183.Smp_044020.1
OG0001397	2	NP_501908.2	6183.Smp_038840.1
OG0001398	2	NP_494870.1	6183.Smp_083720.1
OG0001399	2	NP_501552.1	6183.Smp_044160.1
OG0001400	2	NP_504635.1	6183.Smp_098920.1
OG0001401	2	NP_504420.1	6183.Smp_210120.1
OG0001402	2	NP_505958.1	6183.Smp_009630.1
OG0001403	2	NP_491588.1	6183.Smp_059800.1
OG0001404	2	NP_501507.1	6183.Smp_059540.1
OG0001405	2	NP_491989.1	6183.Smp_056200.1
OG0001408	2	NP_497732.1	6183.Smp_132370.1
OG0001409	2	NP_498245.2	6183.Smp_150220.2
OG0001410	2	NP_497548.2	6183.Smp_088250.1
OG0001411	2	NP_503359.2	6183.Smp_128310.1
OG0001412	2	NP_505969.1	6183.Smp_157360.1
OG0001413	2	NP_495016.1	6183.Smp_199130.1
OG0001414	2	NP_499556.1	6183.Smp_120080.2
OG0001415	2	NP_496556.1	6183.Smp_091010.1
OG0001416	2	NP_501684.1	6183.Smp_165640.1
OG0001417	2	NP_492766.1	6183.Smp_009690.1
OG0001418	2	NP_495470.1	6183.Smp_134420.1
OG0001419	2	NP_509761.2	6183.Smp_138500.1
OG0001420	2	NP_498112.1	6183.Smp_171150.1
OG0001421	2	NP_497830.1	6183.Smp_026260.1
OG0001422	2	NP_497978.1	6183.Smp_179180.1
OG0001423	2	NP_505180.1	6183.Smp_102840.1
OG0001424	2	NP_506615.2	6183.Smp_130980.1
OG0001425	2	NP_506007.1	6183.Smp_039670.1
OG0001426	2	NP_501145.1	6183.Smp_118830.1
OG0001427	2	NP_499333.1	6183.Smp_018480.1
OG0001428	2	NP_510169.4	6183.Smp_158000.1
OG0001429	2	NP_506419.3	6183.Smp_027990.1
OG0001430	2	NP_491746.1	6183.Smp_134690.1
OG0001431	2	NP_490854.1	6183.Smp_021080.1
OG0001432	2	NP_495010.2	6183.Smp_177080.1
OG0001433	2	NP_495707.1	6183.Smp_013200.2
OG0001435	2	NP_506093.2	6183.Smp_123870.1
OG0001436	2	NP_508198.1	6183.Smp_035300.2
OG0001437	2	NP_504472.1	6183.Smp_170730.1
OG0001439	2	NP_493740.1	6183.Smp_154340.1
OG0001441	2	NP_501322.1	6183.Smp_013470.2
OG0001442	2	NP_497257.1	6183.Smp_040790.1
OG0001443	2	NP_501118.1	6183.Smp_029900.1
OG0001444	2	NP_493378.1	6183.Smp_133820.1
OG0001445	2	NP_496337.1	6183.Smp_021160.1
OG0001446	2	NP_496562.3	6183.Smp_084080.1
OG0001447	2	NP_502542.1	6183.Smp_012750.1
OG0001448	2	NP_495468.1	6183.Smp_061200.1
OG0001449	2	NP_493391.1	6183.Smp_050280.1
OG0001450	2	NP_494397.1	6183.Smp_059750.2
OG0001451	2	NP_492764.2	6183.Smp_029940.2
OG0001452	2	NP_492384.1	6183.Smp_130850.1
OG0001453	2	NP_498231.1	6183.Smp_007900.1
OG0001454	2	NP_499596.2	6183.Smp_150660.1
OG0001455	2	NP_508177.2	6183.Smp_130340.1
OG0001456	2	NP_496462.2	6183.Smp_164960.1
OG0001457	2	NP_510529.1	6183.Smp_172400.1
OG0001458	2	NP_491741.1	6183.Smp_128130.1
OG0001459	2	NP_492913.1	6183.Smp_033350.1
OG0001460	2	NP_491127.1	6183.Smp_175610.1
OG0001461	2	NP_499610.1	6183.Smp_212580.2
OG0001462	2	NP_498012.1	6183.Smp_004170.1
OG0001464	2	NP_492139.3	6183.Smp_094820.1
OG0001465	2	NP_495890.2	6183.Smp_035030.1
OG0001466	2	NP_499779.1	6183.Smp_040540.1
OG0001467	2	NP_498764.1	6183.Smp_143390.1
OG0001468	2	NP_502416.1	6183.Smp_147020.1
OG0001469	2	NP_496331.1	6183.Smp_171710.1
OG0001470	2	NP_508767.1	6183.Smp_143060.1
OG0001471	2	NP_491572.2	6183.Smp_064240.1
OG0001472	2	NP_490865.4	6183.Smp_207020.1
OG0001473	2	NP_490834.1	6183.Smp_142890.1
OG0001474	2	NP_492389.1	6183.Smp_150360.1
OG0001475	2	NP_491765.2	6183.Smp_069960.1
OG0001476	2	NP_501757.1	6183.Smp_120360.1
OG0001477	2	NP_501475.1	6183.Smp_097110.1
OG0001478	2	NP_496969.2	6183.Smp_132170.1
OG0001479	2	NP_501576.2	6183.Smp_009650.1
OG0001480	2	NP_506070.1	6183.Smp_127050.1
OG0001481	2	NP_506017.1	6183.Smp_087010.1
OG0001484	2	NP_493260.1	6183.Smp_181360.1
OG0001485	2	NP_493337.1	6183.Smp_033050.1
OG0001486	2	NP_495175.1	6183.Smp_131900.1
OG0001488	2	NP_509676.1	6183.Smp_123640.1
OG0001489	2	NP_497235.2	6183.Smp_210820.1
OG0001490	2	NP_490774.2	6183.Smp_147230.1
OG0001491	2	NP_498521.1	6183.Smp_096360.1
OG0001492	2	NP_500069.1	6183.Smp_140530.1
OG0001493	2	NP_498266.1	6183.Smp_126170.1
OG0001494	2	NP_500734.3	6183.Smp_148790.1
OG0001495	2	NP_500791.2	6183.Smp_140440.1
OG0001496	2	NP_496087.2	6183.Smp_094470.1
OG0001497	2	NP_493383.1	6183.Smp_076990.1
OG0001498	2	NP_491686.1	6183.Smp_024900.1
OG0001499	2	NP_501545.1	6183.Smp_001180.1
OG0001501	2	NP_502180.1	6183.Smp_172060.1
OG0001502	2	NP_506097.3	6183.Smp_125450.1
OG0001504	2	NP_508684.4	6183.Smp_156580.1
OG0001505	2	NP_496879.1	6183.Smp_045060.1
OG0001507	2	NP_491072.1	6183.Smp_129260.1
OG0001508	2	NP_501435.1	6183.Smp_002820.3
OG0001511	2	NP_493837.1	6183.Smp_198380.1
OG0001513	2	NP_493503.2	6183.Smp_091470.1
OG0001514	2	NP_500385.1	6183.Smp_007550.1
OG0001515	2	NP_504203.1	6183.Smp_070070.1
OG0001516	2	NP_492720.3	6183.Smp_150370.1
OG0001517	2	NP_494441.1	6183.Smp_124430.1
OG0001518	2	NP_499648.3	6183.Smp_050730.1
OG0001519	2	NP_498398.1	6183.Smp_105930.1
OG0001520	2	NP_506079.1	6183.Smp_148540.1
OG0001521	2	NP_492638.1	6183.Smp_000480.1
OG0001522	2	NP_496992.3	6183.Smp_078900.1
OG0001523	2	NP_501937.1	6183.Smp_064250.1
OG0001524	2	NP_509853.2	6183.Smp_164030.1
OG0001525	2	NP_499753.1	6183.Smp_180520.1
OG0001526	2	NP_497979.1	6183.Smp_025890.1
OG0001528	2	NP_495409.3	6183.Smp_057060.1
OG0001529	2	NP_501087.1	6183.Smp_035700.1
OG0001531	2	NP_508178.2	6183.Smp_070310.1
OG0001532	2	NP_491850.2	6183.Smp_031360.1
OG0001533	2	NP_495180.2	6183.Smp_173330.1
OG0001534	2	NP_497868.1	6183.Smp_093700.1
OG0001535	2	NP_499688.2	6183.Smp_019980.1
OG0001536	2	NP_495840.1	6183.Smp_046880.2
OG0001537	2	NP_495221.1	6183.Smp_131220.1
OG0001538	2	NP_491977.1	6183.Smp_130110.1
OG0001541	2	NP_493742.1	6183.Smp_005080.1
OG0001542	2	NP_499487.1	6183.Smp_165580.1
OG0001543	2	NP_498636.2	6183.Smp_152860.1
