Orthogroup	costa_droso_pos_go	protein_mansoni
OG0000142		6183.Smp_027940.1, 6183.Smp_137300.1, 6183.Smp_137310.1, 6183.Smp_137320.1, 6183.Smp_178420.1, 6183.Smp_180140.1, 6183.Smp_204580.1
OG0000143		6183.Smp_032580.2, 6183.Smp_067890.1, 6183.Smp_070930.1, 6183.Smp_076230.1, 6183.Smp_092280.1, 6183.Smp_170730.1, 6183.Smp_207080.1
OG0000144		6183.Smp_034850.1, 6183.Smp_046640.1, 6183.Smp_046650.1, 6183.Smp_127170.1, 6183.Smp_141570.1, 6183.Smp_147550.1, 6183.Smp_155970.1
OG0000145		6183.Smp_041460.1, 6183.Smp_140000.1, 6183.Smp_140130.1, 6183.Smp_140140.1, 6183.Smp_152990.1, 6183.Smp_155310.1, 6183.Smp_201720.1
OG0000146		6183.Smp_041550.1, 6183.Smp_046630.1, 6183.Smp_074590.1, 6183.Smp_141500.2, 6183.Smp_147160.1, 6183.Smp_201730.1, 6183.Smp_205580.1
OG0000147		6183.Smp_046410.1, 6183.Smp_059600.1, 6183.Smp_147440.1, 6183.Smp_154300.1, 6183.Smp_162540.1, 6183.Smp_165950.1, 6183.Smp_170210.1
OG0000148		6183.Smp_047850.1, 6183.Smp_089730.1, 6183.Smp_147340.1, 6183.Smp_147740.1, 6183.Smp_154130.1, 6183.Smp_171110.1, 6183.Smp_173160.1
OG0000149		6183.Smp_048040.1, 6183.Smp_095010.1, 6183.Smp_096520.1, 6183.Smp_129060.1, 6183.Smp_160160.1, 6183.Smp_171630.1, 6183.Smp_175010.1
OG0000150		6183.Smp_054010.1, 6183.Smp_083990.1, 6183.Smp_127000.1, 6183.Smp_150990.1, 6183.Smp_151000.1, 6183.Smp_151090.1, 6183.Smp_181630.1
OG0000151		6183.Smp_055780.1, 6183.Smp_063000.1, 6183.Smp_087930.1, 6183.Smp_089200.1, 6183.Smp_134890.1, 6183.Smp_137080.1, 6183.Smp_170820.1
OG0000152		6183.Smp_062760.1, 6183.Smp_069400.1, 6183.Smp_122870.1, 6183.Smp_123050.1, 6183.Smp_127520.1, 6183.Smp_138430.1, 6183.Smp_210800.1
OG0000153		6183.Smp_064040.1, 6183.Smp_096670.1, 6183.Smp_103360.1, 6183.Smp_155140.1, 6183.Smp_159730.1, 6183.Smp_175160.1, 6183.Smp_179800.1
OG0000154		6183.Smp_086130.1, 6183.Smp_162500.1, 6183.Smp_162510.1, 6183.Smp_168980.1, 6183.Smp_168990.1, 6183.Smp_169010.1, 6183.Smp_192570.1
OG0000155		6183.Smp_089270.1, 6183.Smp_089290.1, 6183.Smp_170830.1, 6183.Smp_170840.1, 6183.Smp_179250.1, 6183.Smp_179260.1, 6183.Smp_186710.1
OG0000156		6183.Smp_128460.1, 6183.Smp_128470.1, 6183.Smp_154360.1, 6183.Smp_164540.1, 6183.Smp_172750.1, 6183.Smp_175360.1, 6183.Smp_208060.1
OG0000157	DEG20070117, DEG20070131, DEG20070235, DEG20070296	6183.Smp_073930.1, 6183.Smp_158560.1
OG0000158	DEG20070145, DEG20070263	6183.Smp_072320.1, 6183.Smp_094680.1, 6183.Smp_106130.2, 6183.Smp_106930.1
OG0000159	DEG20070178, DEG20070201, DEG20070253	6183.Smp_128790.1, 6183.Smp_157300.1, 6183.Smp_165470.1
OG0000160	DEG20070283	6183.Smp_004810.3, 6183.Smp_028990.1, 6183.Smp_035580.1, 6183.Smp_199620.1, 6183.Smp_210990.1
OG0000161		6183.Smp_000600.1, 6183.Smp_006000.1, 6183.Smp_045620.1, 6183.Smp_049520.1, 6183.Smp_174390.1, 6183.Smp_192670.1
OG0000162		6183.Smp_000690.1, 6183.Smp_009040.1, 6183.Smp_122920.1, 6183.Smp_139940.1, 6183.Smp_145220.1, 6183.Smp_149570.1
OG0000163		6183.Smp_000870.1, 6183.Smp_135870.1, 6183.Smp_153840.1, 6183.Smp_161670.1, 6183.Smp_162930.1, 6183.Smp_210760.1
OG0000164		6183.Smp_001050.1, 6183.Smp_019280.1, 6183.Smp_022100.1, 6183.Smp_030400.1, 6183.Smp_079010.1, 6183.Smp_131050.1
OG0000165		6183.Smp_001180.1, 6183.Smp_026030.1, 6183.Smp_135910.1, 6183.Smp_153820.1, 6183.Smp_166940.1, 6183.Smp_194820.1
OG0000166		6183.Smp_002810.1, 6183.Smp_013080.1, 6183.Smp_025510.1, 6183.Smp_084050.1, 6183.Smp_126110.1, 6183.Smp_140150.1
OG0000167		6183.Smp_003980.1, 6183.Smp_083530.1, 6183.Smp_089460.2, 6183.Smp_137410.1, 6183.Smp_157500.1, 6183.Smp_159550.1
OG0000168		6183.Smp_004730.1, 6183.Smp_020170.1, 6183.Smp_020270.1, 6183.Smp_124690.1, 6183.Smp_159990.1, 6183.Smp_197640.1
OG0000169		6183.Smp_005720.1, 6183.Smp_005740.1, 6183.Smp_125200.1, 6183.Smp_125210.1, 6183.Smp_125220.1, 6183.Smp_128110.1
OG0000170		6183.Smp_010930.1, 6183.Smp_065980.1, 6183.Smp_072970.1, 6183.Smp_138680.2, 6183.Smp_152850.1, 6183.Smp_155480.1
OG0000171		6183.Smp_012350.2, 6183.Smp_124050.4, 6183.Smp_124060.1, 6183.Smp_124070.1, 6183.Smp_163400.1, 6183.Smp_200460.1
OG0000172		6183.Smp_012470.1, 6183.Smp_017070.1, 6183.Smp_042270.2, 6183.Smp_072340.1, 6183.Smp_119310.1, 6183.Smp_173840.1
OG0000173		6183.Smp_017860.1, 6183.Smp_034490.1, 6183.Smp_056500.1, 6183.Smp_073410.1, 6183.Smp_074500.2, 6183.Smp_164840.1
OG0000174		6183.Smp_018670.1, 6183.Smp_024070.1, 6183.Smp_129640.1, 6183.Smp_169390.1, 6183.Smp_196300.1, 6183.Smp_198990.1
OG0000175		6183.Smp_018950.1, 6183.Smp_101820.1, 6183.Smp_122800.1, 6183.Smp_143370.1, 6183.Smp_161160.1, 6183.Smp_164650.1
OG0000176		6183.Smp_019100.1, 6183.Smp_065180.1, 6183.Smp_135790.1, 6183.Smp_156950.1, 6183.Smp_171650.1, 6183.Smp_176920.1
OG0000177		6183.Smp_022660.1, 6183.Smp_027750.1, 6183.Smp_045250.1, 6183.Smp_068950.1, 6183.Smp_125760.1, 6183.Smp_212260.1
OG0000178		6183.Smp_022960.1, 6183.Smp_050390.1, 6183.Smp_065060.1, 6183.Smp_161350.1, 6183.Smp_172730.1, 6183.Smp_210440.1
OG0000179		6183.Smp_023290.1, 6183.Smp_126350.1, 6183.Smp_140920.1, 6183.Smp_147390.1, 6183.Smp_147430.1, 6183.Smp_153780.1
OG0000180		6183.Smp_024360.1, 6183.Smp_055390.1, 6183.Smp_131560.1, 6183.Smp_154650.1, 6183.Smp_181170.1, 6183.Smp_196690.1
OG0000181		6183.Smp_028670.1, 6183.Smp_135470.1, 6183.Smp_159710.1, 6183.Smp_168730.1, 6183.Smp_180870.1, 6183.Smp_193670.1
OG0000182		6183.Smp_043040.1, 6183.Smp_064870.1, 6183.Smp_082830.1, 6183.Smp_103920.1, 6183.Smp_136210.1, 6183.Smp_180470.1
OG0000183		6183.Smp_047640.1, 6183.Smp_047650.1, 6183.Smp_047660.1, 6183.Smp_047680.1, 6183.Smp_063530.2, 6183.Smp_087760.1
OG0000184		6183.Smp_053300.1, 6183.Smp_053390.1, 6183.Smp_135040.1, 6183.Smp_149590.1, 6183.Smp_149600.1, 6183.Smp_194870.1
OG0000185		6183.Smp_054440.1, 6183.Smp_105540.1, 6183.Smp_126500.1, 6183.Smp_139400.1, 6183.Smp_139470.1, 6183.Smp_144280.1
OG0000186		6183.Smp_062720.1, 6183.Smp_163110.1, 6183.Smp_163570.1, 6183.Smp_164880.1, 6183.Smp_194800.1, 6183.Smp_194810.1
OG0000187		6183.Smp_073820.1, 6183.Smp_095400.1, 6183.Smp_100450.1, 6183.Smp_107750.1, 6183.Smp_108010.1, 6183.Smp_116960.1
OG0000188		6183.Smp_076600.1, 6183.Smp_148110.1, 6183.Smp_155690.1, 6183.Smp_161600.1, 6183.Smp_179780.1, 6183.Smp_180820.1
OG0000189		6183.Smp_079270.1, 6183.Smp_087250.1, 6183.Smp_153990.1, 6183.Smp_162180.1, 6183.Smp_162190.1, 6183.Smp_169700.2
OG0000190		6183.Smp_079420.2, 6183.Smp_130400.1, 6183.Smp_139110.1, 6183.Smp_145700.1, 6183.Smp_154020.1, 6183.Smp_198650.1
OG0000191		6183.Smp_080070.1, 6183.Smp_180630.1, 6183.Smp_184340.1, 6183.Smp_186830.1, 6183.Smp_199440.1, 6183.Smp_209080.1
OG0000192		6183.Smp_082250.1, 6183.Smp_125080.1, 6183.Smp_127610.1, 6183.Smp_137760.1, 6183.Smp_167640.1, 6183.Smp_181340.1
OG0000193		6183.Smp_082690.1, 6183.Smp_106970.1, 6183.Smp_125350.1, 6183.Smp_136690.1, 6183.Smp_141510.1, 6183.Smp_154600.1
OG0000194		6183.Smp_091820.1, 6183.Smp_091840.1, 6183.Smp_131460.1, 6183.Smp_139080.1, 6183.Smp_179490.1, 6183.Smp_188670.1
OG0000195		6183.Smp_120050.1, 6183.Smp_155570.1, 6183.Smp_164170.1, 6183.Smp_181910.1, 6183.Smp_187070.1, 6183.Smp_193630.1
OG0000196		6183.Smp_121070.1, 6183.Smp_127710.1, 6183.Smp_172940.1, 6183.Smp_174500.1, 6183.Smp_178290.1, 6183.Smp_181330.1
OG0000197		6183.Smp_131330.1, 6183.Smp_131340.1, 6183.Smp_132920.1, 6183.Smp_156810.1, 6183.Smp_158120.1, 6183.Smp_167790.1
OG0000198		6183.Smp_203800.1, 6183.Smp_205860.1, 6183.Smp_205870.1, 6183.Smp_206090.1, 6183.Smp_206110.1, 6183.Smp_206200.1
OG0000199	DEG20070021	6183.Smp_049160.1, 6183.Smp_075230.1, 6183.Smp_124090.1, 6183.Smp_152210.1
OG0000200	DEG20070064, DEG20070162, DEG20070190	6183.Smp_172030.1, 6183.Smp_211330.1
OG0000201	DEG20070149	6183.Smp_006720.2, 6183.Smp_055870.1, 6183.Smp_102160.1, 6183.Smp_123870.1
OG0000202	DEG20070225	6183.Smp_043620.1, 6183.Smp_061940.1, 6183.Smp_071390.1, 6183.Smp_194530.1
OG0000203	DEG20070314	6183.Smp_018590.1, 6183.Smp_080030.1, 6183.Smp_159560.1, 6183.Smp_175500.1
OG0000204		6183.Smp_001030.1, 6183.Smp_127420.1, 6183.Smp_142030.1, 6183.Smp_144700.1, 6183.Smp_212370.1
OG0000205		6183.Smp_001070.1, 6183.Smp_023710.1, 6183.Smp_041880.1, 6183.Smp_117340.1, 6183.Smp_134960.1
OG0000206		6183.Smp_004470.1, 6183.Smp_059480.1, 6183.Smp_062900.1, 6183.Smp_093780.1, 6183.Smp_158110.2
OG0000207		6183.Smp_004780.1, 6183.Smp_040500.1, 6183.Smp_068120.1, 6183.Smp_079230.1, 6183.Smp_198680.1
OG0000208		6183.Smp_005190.2, 6183.Smp_005200.1, 6183.Smp_081410.1, 6183.Smp_094090.1, 6183.Smp_212600.1
OG0000209		6183.Smp_005500.1, 6183.Smp_057620.1, 6183.Smp_136920.1, 6183.Smp_139230.1, 6183.Smp_159490.1
OG0000210		6183.Smp_005640.1, 6183.Smp_058050.1, 6183.Smp_153400.1, 6183.Smp_180200.1, 6183.Smp_180420.1
OG0000211		6183.Smp_006860.1, 6183.Smp_022340.1, 6183.Smp_045300.1, 6183.Smp_125480.1, 6183.Smp_166920.1
OG0000212		6183.Smp_014080.1, 6183.Smp_060210.1, 6183.Smp_060220.1, 6183.Smp_060240.1, 6183.Smp_203810.1
OG0000213		6183.Smp_014410.2, 6183.Smp_014430.1, 6183.Smp_121580.1, 6183.Smp_188810.1, 6183.Smp_194540.1
OG0000214		6183.Smp_015630.1, 6183.Smp_096480.1, 6183.Smp_099500.1, 6183.Smp_104890.1, 6183.Smp_176730.1
OG0000215		6183.Smp_016680.1, 6183.Smp_125630.1, 6183.Smp_131260.1, 6183.Smp_142600.1, 6183.Smp_148190.1
OG0000216		6183.Smp_019460.1, 6183.Smp_132790.1, 6183.Smp_132800.1, 6183.Smp_132810.1, 6183.Smp_132830.1
OG0000217		6183.Smp_020040.2, 6183.Smp_147870.1, 6183.Smp_148510.1, 6183.Smp_169320.1, 6183.Smp_196270.1
OG0000218		6183.Smp_020550.1, 6183.Smp_146950.1, 6183.Smp_159420.1, 6183.Smp_179370.1, 6183.Smp_208030.1
OG0000219		6183.Smp_024240.1, 6183.Smp_074990.1, 6183.Smp_075000.1, 6183.Smp_076530.1, 6183.Smp_211320.1
OG0000220		6183.Smp_024670.1, 6183.Smp_055090.1, 6183.Smp_084140.1, 6183.Smp_138640.1, 6183.Smp_210340.1
OG0000221		6183.Smp_025550.1, 6183.Smp_029240.2, 6183.Smp_070340.1, 6183.Smp_160330.1, 6183.Smp_211290.1
OG0000222		6183.Smp_028120.1, 6183.Smp_028140.1, 6183.Smp_044920.1, 6183.Smp_067280.1, 6183.Smp_129050.1
OG0000223		6183.Smp_030650.1, 6183.Smp_138730.1, 6183.Smp_138750.1, 6183.Smp_175120.2, 6183.Smp_212520.1
OG0000224		6183.Smp_031180.1, 6183.Smp_031190.1, 6183.Smp_160880.1, 6183.Smp_166500.1, 6183.Smp_166530.2
OG0000225		6183.Smp_033550.1, 6183.Smp_073920.1, 6183.Smp_124240.1, 6183.Smp_160290.1, 6183.Smp_163170.1
OG0000226		6183.Smp_036180.1, 6183.Smp_126600.1, 6183.Smp_131190.1, 6183.Smp_131200.1, 6183.Smp_163080.1
OG0000227		6183.Smp_038990.1, 6183.Smp_049630.1, 6183.Smp_120980.1, 6183.Smp_128970.1, 6183.Smp_154450.1
OG0000228		6183.Smp_046180.1, 6183.Smp_122730.1, 6183.Smp_122770.1, 6183.Smp_182200.1, 6183.Smp_186690.1
OG0000229		6183.Smp_046250.1, 6183.Smp_072950.1, 6183.Smp_079310.1, 6183.Smp_140180.1, 6183.Smp_154960.1
OG0000230		6183.Smp_047870.1, 6183.Smp_060940.1, 6183.Smp_079390.1, 6183.Smp_128670.1, 6183.Smp_141440.1
OG0000231		6183.Smp_048310.1, 6183.Smp_053230.1, 6183.Smp_066010.2, 6183.Smp_127160.1, 6183.Smp_132740.1
OG0000232		6183.Smp_048660.1, 6183.Smp_053470.1, 6183.Smp_148990.1, 6183.Smp_161460.1, 6183.Smp_163030.1
OG0000233		6183.Smp_049010.1, 6183.Smp_163680.1, 6183.Smp_163690.1, 6183.Smp_164940.1, 6183.Smp_211220.1
OG0000234		6183.Smp_049280.1, 6183.Smp_153090.1, 6183.Smp_159520.1, 6183.Smp_165970.1, 6183.Smp_170980.1
OG0000235		6183.Smp_051110.1, 6183.Smp_113520.1, 6183.Smp_148170.1, 6183.Smp_189180.2, 6183.Smp_202740.1
OG0000236		6183.Smp_051930.1, 6183.Smp_149820.1, 6183.Smp_168450.1, 6183.Smp_193030.1, 6183.Smp_194380.1
OG0000237		6183.Smp_052460.1, 6183.Smp_079740.1, 6183.Smp_082850.2, 6183.Smp_143030.1, 6183.Smp_150270.1
OG0000238		6183.Smp_055260.1, 6183.Smp_129900.1, 6183.Smp_129920.1, 6183.Smp_129930.1, 6183.Smp_196680.1
OG0000239		6183.Smp_066290.1, 6183.Smp_099800.1, 6183.Smp_099810.1, 6183.Smp_126550.1, 6183.Smp_157980.1
OG0000240		6183.Smp_080680.1, 6183.Smp_125290.1, 6183.Smp_150300.1, 6183.Smp_158820.1, 6183.Smp_165650.1
OG0000241		6183.Smp_087320.1, 6183.Smp_095350.1, 6183.Smp_123710.1, 6183.Smp_141360.1, 6183.Smp_165400.3
OG0000242		6183.Smp_090440.1, 6183.Smp_123410.2, 6183.Smp_157660.1, 6183.Smp_158970.1, 6183.Smp_182110.1
OG0000243		6183.Smp_101300.1, 6183.Smp_130210.1, 6183.Smp_136280.1, 6183.Smp_173440.1, 6183.Smp_199100.1
OG0000244		6183.Smp_111710.1, 6183.Smp_178030.1, 6183.Smp_182990.1, 6183.Smp_185310.1, 6183.Smp_190340.1
OG0000245		6183.Smp_113310.1, 6183.Smp_117620.1, 6183.Smp_201940.1, 6183.Smp_203920.1, 6183.Smp_205780.1
OG0000246		6183.Smp_114470.1, 6183.Smp_136330.1, 6183.Smp_148490.1, 6183.Smp_149910.1, 6183.Smp_183130.1
OG0000247		6183.Smp_119580.1, 6183.Smp_134700.1, 6183.Smp_134710.1, 6183.Smp_134720.1, 6183.Smp_149880.1
OG0000248		6183.Smp_122900.1, 6183.Smp_126080.1, 6183.Smp_152280.1, 6183.Smp_152290.1, 6183.Smp_176980.1
OG0000249		6183.Smp_123830.1, 6183.Smp_135560.1, 6183.Smp_164590.1, 6183.Smp_196840.1, 6183.Smp_197370.1
OG0000250		6183.Smp_124500.1, 6183.Smp_130160.1, 6183.Smp_158550.1, 6183.Smp_159050.1, 6183.Smp_171690.1
OG0000251		6183.Smp_124780.1, 6183.Smp_135110.1, 6183.Smp_154240.1, 6183.Smp_157150.1, 6183.Smp_211210.1
OG0000252		6183.Smp_128640.1, 6183.Smp_146640.1, 6183.Smp_155520.1, 6183.Smp_155540.1, 6183.Smp_160150.1
OG0000253		6183.Smp_129700.1, 6183.Smp_145910.1, 6183.Smp_145920.1, 6183.Smp_147690.1, 6183.Smp_147700.1
OG0000254		6183.Smp_133840.1, 6183.Smp_139090.1, 6183.Smp_149310.1, 6183.Smp_201750.1, 6183.Smp_203980.1
OG0000255		6183.Smp_137030.1, 6183.Smp_137060.1, 6183.Smp_150850.2, 6183.Smp_160700.1, 6183.Smp_210650.1
OG0000256		6183.Smp_139840.1, 6183.Smp_147730.1, 6183.Smp_172960.1, 6183.Smp_179120.1, 6183.Smp_180810.1
OG0000257		6183.Smp_146580.1, 6183.Smp_147790.1, 6183.Smp_154790.1, 6183.Smp_154800.1, 6183.Smp_174170.1
OG0000258		6183.Smp_158430.1, 6183.Smp_168300.1, 6183.Smp_179960.1, 6183.Smp_184360.1, 6183.Smp_193860.1
OG0000259		6183.Smp_180640.1, 6183.Smp_184350.1, 6183.Smp_192100.1, 6183.Smp_199740.1, 6183.Smp_209090.1
OG0000260	DEG20070042	6183.Smp_145140.1, 6183.Smp_156540.1, 6183.Smp_196930.1
OG0000261	DEG20070055	6183.Smp_007730.1, 6183.Smp_151250.1, 6183.Smp_154160.1
OG0000262	DEG20070146, DEG20070212, DEG20070231	6183.Smp_018240.3
OG0000263	DEG20070262	6183.Smp_009520.1, 6183.Smp_138930.2, 6183.Smp_148050.1
OG0000264	DEG20070273	6183.Smp_070170.1, 6183.Smp_081440.1, 6183.Smp_138030.1
OG0000265	DEG20070300	6183.Smp_128690.1, 6183.Smp_132080.1, 6183.Smp_171870.1
OG0000266		6183.Smp_000160.1, 6183.Smp_008710.1, 6183.Smp_104970.1, 6183.Smp_189490.1
OG0000267		6183.Smp_000980.1, 6183.Smp_063790.1, 6183.Smp_100090.1, 6183.Smp_103530.1
OG0000268		6183.Smp_003140.1, 6183.Smp_042550.1, 6183.Smp_091730.1, 6183.Smp_167550.1
OG0000269		6183.Smp_004060.1, 6183.Smp_122890.1, 6183.Smp_126910.1, 6183.Smp_132020.1
OG0000270		6183.Smp_004190.1, 6183.Smp_123010.1, 6183.Smp_176930.1, 6183.Smp_176940.1
OG0000271		6183.Smp_005230.2, 6183.Smp_103740.1, 6183.Smp_147680.1, 6183.Smp_158150.1
OG0000272		6183.Smp_005910.1, 6183.Smp_040550.1, 6183.Smp_059290.1, 6183.Smp_171590.1
OG0000273		6183.Smp_006320.1, 6183.Smp_021540.1, 6183.Smp_149420.1, 6183.Smp_171860.1
OG0000274		6183.Smp_006920.1, 6183.Smp_128550.1, 6183.Smp_136300.1, 6183.Smp_172200.1
OG0000275		6183.Smp_008170.1, 6183.Smp_126580.1, 6183.Smp_166620.1, 6183.Smp_166910.1
OG0000276		6183.Smp_010720.1, 6183.Smp_010770.1, 6183.Smp_051810.1, 6183.Smp_130370.1
OG0000277		6183.Smp_012440.1, 6183.Smp_046790.1, 6183.Smp_105410.1, 6183.Smp_127200.1
OG0000278		6183.Smp_013070.1, 6183.Smp_143500.1, 6183.Smp_143510.1, 6183.Smp_196950.1
OG0000279		6183.Smp_013690.1, 6183.Smp_075810.1, 6183.Smp_087580.1, 6183.Smp_087620.1
OG0000280		6183.Smp_015390.1, 6183.Smp_145610.1, 6183.Smp_145840.1, 6183.Smp_178480.1
OG0000281		6183.Smp_017750.1, 6183.Smp_050470.1, 6183.Smp_150390.3, 6183.Smp_194110.1
OG0000282		6183.Smp_018150.1, 6183.Smp_100120.1, 6183.Smp_143170.1, 6183.Smp_174470.1
OG0000283		6183.Smp_018620.1, 6183.Smp_055760.1, 6183.Smp_083120.1, 6183.Smp_165550.1
OG0000284		6183.Smp_018680.1, 6183.Smp_056200.1, 6183.Smp_196160.1, 6183.Smp_203680.1
OG0000285		6183.Smp_019990.1, 6183.Smp_034400.1, 6183.Smp_060700.1, 6183.Smp_143060.1
OG0000286		6183.Smp_023620.1, 6183.Smp_095620.2, 6183.Smp_121940.1, 6183.Smp_125440.1
OG0000287		6183.Smp_024180.2, 6183.Smp_101970.1, 6183.Smp_135250.1, 6183.Smp_157110.1
OG0000288		6183.Smp_027820.1, 6183.Smp_126880.1, 6183.Smp_137250.1, 6183.Smp_168430.1
OG0000289		6183.Smp_028190.1, 6183.Smp_090520.1, 6183.Smp_171620.1, 6183.Smp_179110.1
OG0000290		6183.Smp_029070.1, 6183.Smp_100310.1, 6183.Smp_106410.1, 6183.Smp_177260.1
OG0000291		6183.Smp_032970.1, 6183.Smp_032980.1, 6183.Smp_032990.1, 6183.Smp_139970.1
OG0000292		6183.Smp_033040.1, 6183.Smp_038950.1, 6183.Smp_038960.1, 6183.Smp_047370.1
OG0000293		6183.Smp_035540.1, 6183.Smp_147960.1, 6183.Smp_147980.1, 6183.Smp_167300.1
OG0000294		6183.Smp_037210.1, 6183.Smp_125060.1, 6183.Smp_125370.1, 6183.Smp_176990.1
OG0000295		6183.Smp_037540.2, 6183.Smp_052510.1, 6183.Smp_142810.1, 6183.Smp_156550.1
OG0000296		6183.Smp_037930.1, 6183.Smp_042630.1, 6183.Smp_042650.1, 6183.Smp_061500.1
OG0000297		6183.Smp_039670.1, 6183.Smp_088250.1, 6183.Smp_130980.1, 6183.Smp_152760.1
OG0000298		6183.Smp_041740.1, 6183.Smp_156680.1, 6183.Smp_156700.1, 6183.Smp_199810.1
OG0000299		6183.Smp_042670.2, 6183.Smp_153710.1, 6183.Smp_172620.1, 6183.Smp_199070.1
OG0000300		6183.Smp_043570.1, 6183.Smp_044750.1, 6183.Smp_046290.1, 6183.Smp_145660.1
OG0000301		6183.Smp_044870.1, 6183.Smp_049580.1, 6183.Smp_145470.1, 6183.Smp_181200.1
OG0000302		6183.Smp_045410.1, 6183.Smp_045420.1, 6183.Smp_057130.1, 6183.Smp_086190.1
OG0000303		6183.Smp_045680.1, 6183.Smp_146740.1, 6183.Smp_146750.1, 6183.Smp_167210.1
OG0000304		6183.Smp_049730.2, 6183.Smp_168850.1, 6183.Smp_170540.1, 6183.Smp_188270.1
OG0000305		6183.Smp_049850.1, 6183.Smp_103560.1, 6183.Smp_148820.1, 6183.Smp_168500.1
OG0000306		6183.Smp_051990.1, 6183.Smp_133510.1, 6183.Smp_139810.1, 6183.Smp_149990.1
OG0000307		6183.Smp_053100.1, 6183.Smp_127770.1, 6183.Smp_166070.1, 6183.Smp_176690.1
OG0000308		6183.Smp_055400.1, 6183.Smp_059130.1, 6183.Smp_133390.1, 6183.Smp_149200.1
OG0000309		6183.Smp_055770.2, 6183.Smp_118200.1, 6183.Smp_172910.1, 6183.Smp_173810.1
OG0000310		6183.Smp_055850.1, 6183.Smp_123980.1, 6183.Smp_123990.1, 6183.Smp_163830.1
OG0000311		6183.Smp_056620.1, 6183.Smp_069600.1, 6183.Smp_127490.1, 6183.Smp_129130.1
OG0000312		6183.Smp_070370.1, 6183.Smp_070380.1, 6183.Smp_075500.1, 6183.Smp_198560.1
OG0000313		6183.Smp_071770.1, 6183.Smp_098850.1, 6183.Smp_151080.1, 6183.Smp_160090.1
OG0000314		6183.Smp_072720.1, 6183.Smp_105210.1, 6183.Smp_129990.1, 6183.Smp_145180.1
OG0000315		6183.Smp_073450.1, 6183.Smp_124760.1, 6183.Smp_157380.1, 6183.Smp_184180.1
OG0000316		6183.Smp_077980.1, 6183.Smp_144080.1, 6183.Smp_149400.1, 6183.Smp_160240.1
OG0000317		6183.Smp_078780.1, 6183.Smp_085110.2, 6183.Smp_092460.1, 6183.Smp_196810.1
OG0000318		6183.Smp_079730.1, 6183.Smp_130190.1, 6183.Smp_142220.1, 6183.Smp_144450.1
OG0000319		6183.Smp_081900.2, 6183.Smp_081920.1, 6183.Smp_166340.1, 6183.Smp_166350.1
OG0000320		6183.Smp_082280.1, 6183.Smp_150140.1, 6183.Smp_150480.1, 6183.Smp_150490.1
OG0000321		6183.Smp_082800.1, 6183.Smp_104520.1, 6183.Smp_131870.1, 6183.Smp_146400.1
OG0000322		6183.Smp_083770.1, 6183.Smp_123680.1, 6183.Smp_141530.1, 6183.Smp_162650.1
OG0000323		6183.Smp_084600.1, 6183.Smp_095090.1, 6183.Smp_144610.1, 6183.Smp_203320.1
OG0000324		6183.Smp_084890.1, 6183.Smp_104270.1, 6183.Smp_153340.1, 6183.Smp_153390.2
OG0000325		6183.Smp_085480.1, 6183.Smp_125180.1, 6183.Smp_150930.1, 6183.Smp_201310.1
OG0000326		6183.Smp_088700.1, 6183.Smp_088720.1, 6183.Smp_170410.1, 6183.Smp_170420.1
OG0000327		6183.Smp_089780.1, 6183.Smp_099640.1, 6183.Smp_179310.1, 6183.Smp_205110.1
OG0000328		6183.Smp_094020.1, 6183.Smp_125330.1, 6183.Smp_127120.1, 6183.Smp_210260.1
OG0000329		6183.Smp_094390.1, 6183.Smp_152830.1, 6183.Smp_170370.1, 6183.Smp_170450.1
OG0000330		6183.Smp_097730.1, 6183.Smp_129430.1, 6183.Smp_140200.1, 6183.Smp_161530.1
OG0000331		6183.Smp_102210.1, 6183.Smp_131580.1, 6183.Smp_143430.1, 6183.Smp_160310.1
OG0000332		6183.Smp_108600.1, 6183.Smp_175890.1, 6183.Smp_181700.1, 6183.Smp_187110.1
OG0000333		6183.Smp_110050.1, 6183.Smp_125360.1, 6183.Smp_164810.1, 6183.Smp_182530.1
OG0000334		6183.Smp_112590.1, 6183.Smp_113460.1, 6183.Smp_186530.1, 6183.Smp_186540.1
OG0000335		6183.Smp_113530.1, 6183.Smp_178240.1, 6183.Smp_184460.1, 6183.Smp_185350.1
OG0000336		6183.Smp_118890.1, 6183.Smp_120260.1, 6183.Smp_168440.1, 6183.Smp_193740.1
OG0000337		6183.Smp_119140.1, 6183.Smp_161760.1, 6183.Smp_201920.1, 6183.Smp_203290.1
OG0000338		6183.Smp_124930.1, 6183.Smp_134430.1, 6183.Smp_138550.1, 6183.Smp_153440.1
OG0000339		6183.Smp_125530.1, 6183.Smp_135700.1, 6183.Smp_159180.1, 6183.Smp_168290.1
OG0000340		6183.Smp_126140.1, 6183.Smp_170280.1, 6183.Smp_173540.1, 6183.Smp_181010.1
OG0000341		6183.Smp_126740.1, 6183.Smp_156890.1, 6183.Smp_158720.1, 6183.Smp_176440.1
OG0000342		6183.Smp_127740.1, 6183.Smp_160620.1, 6183.Smp_175340.1, 6183.Smp_197390.1
OG0000343		6183.Smp_127790.1, 6183.Smp_157550.1, 6183.Smp_169430.1, 6183.Smp_205400.1
OG0000344		6183.Smp_127940.1, 6183.Smp_136030.1, 6183.Smp_180950.1, 6183.Smp_180960.1
OG0000345		6183.Smp_129000.1, 6183.Smp_133070.1, 6183.Smp_133080.1, 6183.Smp_133090.1
