Orthogroup	cel_kog_final	dme_costa_final	kog_cel_final	kog_dme_final	kog_sce_final	kog_total_final	sce_costa_final	total_costa_final
OG0000089			NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1, NP_509628.1					
OG0000090			NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1, NP_508160.1					
OG0000091			NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1, NP_510648.1					
OG0000092			NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1, NP_501919.1					
OG0000093			NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2, NP_505971.2					
OG0000094			NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1, NP_504644.1					
OG0000095			NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1, NP_493904.1					
OG0000096			NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1, NP_502288.1					
OG0000097			NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4, NP_494219.4					
OG0000098			NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1, NP_498784.1					
OG0000099			NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1, NP_493543.1					
OG0000100			NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2, NP_509700.2					
OG0000101			NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1, NP_506246.1					
OG0000102			NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1, NP_492942.1					
OG0000103			NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1, NP_497807.1					
OG0000104			NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1, NP_500819.1					
OG0000105			NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2, NP_490706.2					
OG0000106			NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2, NP_499005.2					
OG0000107			NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1, NP_498649.1					
OG0000108			NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1, NP_496318.1					
OG0000109			NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1, NP_509076.1					
OG0000110			NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1, NP_496120.1					
OG0000111			NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1, NP_496119.1					
OG0000112			NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3, NP_508830.3					
OG0000113			NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1, NP_510338.1					
OG0000114			NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2, NP_510328.2					
OG0000115			NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1, NP_503916.1					
OG0000116			NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1, NP_503917.1					
OG0000117			NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2, NP_496010.2					
OG0000118			NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1, NP_503955.1					
OG0000119			NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1, NP_496661.1					
OG0000120			NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2, NP_496883.2					
OG0000121			NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1, NP_496882.1					
OG0000122			NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1, NP_496881.1					
OG0000123			NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2, NP_499816.2					
OG0000124			NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2, NP_493774.2					
OG0000125			NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2, NP_496567.2					
OG0000126			NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1, NP_496568.1					
OG0000127			NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1, NP_496008.1					
OG0000128			NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2, NP_499629.2					
OG0000129			NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1, NP_496566.1					
OG0000130			NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2, NP_500084.2					
OG0000131			NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1, NP_499991.1					
OG0000132	NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1		NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1, NP_491033.1		NP_015353.1	NP_015353.1		
OG0000133	NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1		NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1, NP_493077.1		NP_011545.1	NP_011545.1		
OG0000134	NP_494910.2		NP_494910.2	NP_476771.1, NP_523693.1, NP_523695.1, NP_525112.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1, NP_610109.1				
OG0000135		DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190, DEG20070190		NP_524220.1		NP_011437.3		
OG0000136	NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1							
OG0000137			NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1, NP_492143.1					
OG0000138				NP_523538.1			DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002, DEG20011002	
OG0000139	NP_493502.1, NP_496679.3, NP_505809.2, NP_508671.2		NP_493502.1, NP_496679.3, NP_505809.2, NP_508671.2	NP_477213.1, NP_477499.1, NP_611715.3	NP_011335.1, NP_011856.1, NP_012371.2, NP_012755.1, NP_012755.1, NP_012755.1, NP_015121.1, NP_015121.1, NP_015121.1	NP_011856.1		
OG0000140	NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505174.3		NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505173.2, NP_505174.3		NP_015128.1			
OG0000141	NP_510572.1	DEG20070221	NP_510572.1	NP_476699.1, NP_477171.1, NP_477211.1, NP_477211.1, NP_477211.1, NP_523917.2, NP_525063.1, NP_608373.1	NP_011668.3	NP_011668.3, NP_011668.3, NP_011668.3, NP_014744.1		DEG20010317, DEG20010327, DEG20010768
OG0000142	NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1							
OG0000143	NP_502892.3, NP_502892.3, NP_502892.3, NP_502904.1, NP_502904.1, NP_502904.1, NP_502920.3, NP_502920.3, NP_502920.3		NP_502892.3, NP_502892.3, NP_502892.3, NP_502904.1, NP_502904.1, NP_502904.1, NP_502920.3, NP_502920.3, NP_502920.3	NP_572662.1				
OG0000144			NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1, NP_498380.1					
OG0000145				NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609374.1, NP_609640.1, NP_609640.1, NP_609640.1, NP_609640.1, NP_609640.1, NP_609640.1				
OG0000146	NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2		NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2, NP_500128.2	NP_612031.3	NP_010051.1			
OG0000147	NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1		NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1, NP_491664.1	NP_523649.5, NP_612571.1				
OG0000148	NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2							
OG0000149	NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1							
OG0000150		DEG20070149		NP_523680.1	NP_009372.1, NP_009372.1, NP_009372.1, NP_009372.1, NP_014972.3, NP_014972.3, NP_014972.3, NP_014972.3	NP_009372.1, NP_009372.1, NP_009372.1, NP_009372.1, NP_014972.3, NP_014972.3, NP_014972.3, NP_014972.3		
OG0000151			NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2, NP_498552.2					
OG0000152			NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1, NP_493610.1					
OG0000153				NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2, NP_569939.2				
OG0000154				NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1, NP_608662.1				
OG0000155				NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1, NP_608517.1				
OG0000156				NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1, NP_609550.1				
OG0000157				NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2, NP_609708.2				
OG0000158				NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1, NP_610673.1				
OG0000159	NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2		NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2, NP_498054.2		NP_011733.3			
OG0000160	NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1							
OG0000161			NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1, NP_495987.1					
OG0000162					NP_009553.1, NP_009553.1, NP_009553.1, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3, NP_010510.3		DEG20010203	
