Orthogroup	Total	protein_mansoni	resultado_dme
OG0000676	3	6183.Smp_019040.1	AAF58836.2, AAF58837.2
OG0000677	3	6183.Smp_019490.1, 6183.Smp_099690.1	AAF56431.1
OG0000678	3	6183.Smp_019730.2	AAF51837.1, CAA15701.1
OG0000679	3	6183.Smp_019750.2	AAF57991.1, NP_524402.1
OG0000681	3	6183.Smp_020120.1	AAF50148.1, AAF50931.1
OG0000682	3	6183.Smp_020170.1, 6183.Smp_124690.1	AAF48120.2
OG0000683	3	6183.Smp_020400.1	AAF48456.1, AAF48457.2
OG0000684	3	6183.Smp_021590.1	AAF58324.1, NP_476704.1
OG0000685	3	6183.Smp_021750.2	AAF47892.1, AAF51965.2
OG0000686	3	6183.Smp_021800.1	AAF46750.2, AAF54630.1
OG0000688	3	6183.Smp_022090.1	AAF50223.2, AAF50224.3
OG0000689	3	6183.Smp_022110.1	AAF48444.1, AAF48445.2
OG0000690	3	6183.Smp_022150.1	AAF56253.1, NP_611191.1
OG0000691	3	6183.Smp_022870.1, 6183.Smp_178740.1	AAF58365.1
OG0000692	3	6183.Smp_022990.1	AAF53020.1, NP_476813.1
OG0000693	3	6183.Smp_023160.1	NP_476969.1, Q9VNL3.2
OG0000694	3	6183.Smp_023550.1, 6183.Smp_134000.1	AAF45686.2
OG0000696	3	6183.Smp_023670.1	AAF52561.1, AAF53295.2
OG0000697	3	6183.Smp_024120.1	AAF48576.1, AAF56781.1
OG0000698	3	6183.Smp_024140.4	NP_476667.1, NP_611924.1
OG0000700	3	6183.Smp_024900.1	NP_524372.1, T13480
OG0000701	3	6183.Smp_025690.1, 6183.Smp_178810.1	AAF08392.1
OG0000702	3	6183.Smp_026160.1	AAF47994.1, AAF54013.2
OG0000703	3	6183.Smp_026440.1	AAF47830.1, AAF53001.1
OG0000704	3	6183.Smp_026830.1, 6183.Smp_145630.1	AAF46366.1
OG0000705	3	6183.Smp_026920.1	AAF46692.1, P48596.3
OG0000706	3	6183.Smp_027550.1, 6183.Smp_167130.1	NP_610339.1
OG0000707	3	6183.Smp_027610.1, 6183.Smp_131450.1	NP_476632.1
OG0000708	3	6183.Smp_027750.1, 6183.Smp_045250.1	AAF57183.1
OG0000709	3	6183.Smp_027910.1	AAF46477.2, AAF46479.1
OG0000710	3	6183.Smp_028190.1, 6183.Smp_171620.1	NP_611208.1
OG0000711	3	6183.Smp_028430.1	AAF47382.1, NP_569852.1
OG0000712	3	6183.Smp_028490.1	AAF49471.1, AAF49473.1
OG0000714	3	6183.Smp_028670.1	NP_523561.1, NP_572497.1
OG0000715	3	6183.Smp_029160.1	AAF56596.1, NP_609896.1
OG0000716	3	6183.Smp_029740.1	AAF58794.2, AAF59116.2
OG0000717	3	6183.Smp_029890.1	AAD49962.1, NP_524417.1
OG0000718	3	6183.Smp_030000.1, 6183.Smp_083870.1	AAF54991.2
OG0000719	3	6183.Smp_030330.2	AAF54101.1, AAF54887.2
OG0000720	3	6183.Smp_030780.1	AAF52416.2, NP_609597.1
OG0000721	3	6183.Smp_030860.1, 6183.Smp_162310.1	Q9V9K7.2
OG0000722	3	6183.Smp_031100.1, 6183.Smp_202480.1	AAF50542.2
OG0000723	3	6183.Smp_031360.1	AAF45970.1, AAF55893.1
OG0000724	3	6183.Smp_032310.1	AAF48696.1, AAF55233.4
OG0000725	3	6183.Smp_032480.1	NP_477268.2, NP_612109.3
OG0000726	3	6183.Smp_032500.1, 6183.Smp_161880.1	NP_523984.1
OG0000728	3	6183.Smp_033260.2	AAF51571.1, NP_573362.1
OG0000729	3	6183.Smp_033330.1, 6183.Smp_170030.1	AAF50570.2
OG0000730	3	6183.Smp_033400.1	NP_477164.1, NP_477176.1
OG0000732	3	6183.Smp_034120.1	AAF45335.2, NP_524298.1
OG0000733	3	6183.Smp_035190.2, 6183.Smp_199010.1	AAF53336.2
OG0000734	3	6183.Smp_035390.1	NP_477131.1, P29349.2
OG0000735	3	6183.Smp_035800.1	Q9VXX8.1, Q9W1U6.1
OG0000736	3	6183.Smp_036180.1, 6183.Smp_163080.1	AAF58458.1
OG0000737	3	6183.Smp_036270.2	AAF54968.1, AAF54969.2
OG0000738	3	6183.Smp_036920.1	AAF46843.1, NP_572776.1
OG0000739	3	6183.Smp_036940.1	AAF57466.1, NP_608337.1
OG0000740	3	6183.Smp_037020.1, 6183.Smp_142100.1	AAF54130.2
OG0000741	3	6183.Smp_037700.1	AAF53669.1, NP_608422.1
OG0000742	3	6183.Smp_037930.1, 6183.Smp_061500.1	AAF47531.2
OG0000743	3	6183.Smp_038240.1, 6183.Smp_135400.1	AAF52657.1
OG0000744	3	6183.Smp_038300.1	AAF54066.1, NP_524846.1
OG0000745	3	6183.Smp_038530.1	AAF47341.2, AAF57003.2
OG0000746	3	6183.Smp_038680.1	AAF46688.1, NP_573139.1
OG0000747	3	6183.Smp_038980.2	AAF45407.1, AAF54017.1
OG0000748	3	6183.Smp_040450.1	AAF50379.1, AAF53009.1
OG0000750	3	6183.Smp_041060.1	AAF48645.1, NP_523430.1
OG0000751	3	6183.Smp_042090.1	AAF50002.2, AAF55120.1
OG0000752	3	6183.Smp_042560.1	AAF57268.1, Q9U4L6.2
OG0000753	3	6183.Smp_043920.1	AAF47928.1, AAF48704.1
OG0000754	3	6183.Smp_043930.1, 6183.Smp_059660.1	AAF52328.1
OG0000755	3	6183.Smp_044470.1, 6183.Smp_077400.1	AAF49233.1
OG0000756	3	6183.Smp_044690.1	AAF54725.1, AAF54726.2
OG0000757	3	6183.Smp_044850.1	NP_569850.1, NP_609560.2
OG0000758	3	6183.Smp_045070.1	AAF45766.1, NP_569993.1
OG0000759	3	6183.Smp_046250.1	AAF46786.1, NP_572165.1
OG0000760	3	6183.Smp_046410.1, 6183.Smp_170210.1	NP_611752.1
OG0000761	3	6183.Smp_046500.2	AAF53835.1, NP_476905.1
OG0000762	3	6183.Smp_046790.1, 6183.Smp_127200.1	NP_523878.1
OG0000763	3	6183.Smp_046800.1, 6183.Smp_095360.1	AAF54655.2
OG0000764	3	6183.Smp_047570.1, 6183.Smp_197890.1	AAF54481.1
OG0000765	3	6183.Smp_047740.1	AAF08395.1, AAF49682.1
OG0000766	3	6183.Smp_048430.1	AAF46354.1, NP_524216.1
OG0000767	3	6183.Smp_049010.1, 6183.Smp_164940.1	NP_524727.2
OG0000768	3	6183.Smp_049390.1	AAD49740.1, AAF55428.1
OG0000769	3	6183.Smp_049510.1, 6183.Smp_062970.1	AAF51974.2
OG0000770	3	6183.Smp_049730.2	AAF51980.2, AAF51981.2
OG0000771	3	6183.Smp_050830.1	AAF48627.1, NP_611178.1
OG0000772	3	6183.Smp_051090.1	AAF52999.1, NP_609402.1
OG0000774	3	6183.Smp_051920.2, 6183.Smp_055740.1	NP_476658.1
OG0000775	3	6183.Smp_052740.1	AAF47147.2, AAF54495.1
OG0000776	3	6183.Smp_052810.1	AAF51801.4, P12646.3
OG0000777	3	6183.Smp_053130.1	AAF46287.3, AAF46288.1
OG0000778	3	6183.Smp_053230.1	AAF48930.1, AAF50004.1
OG0000779	3	6183.Smp_053420.1	AAF47838.1, AAF49380.1
OG0000780	3	6183.Smp_053780.1, 6183.Smp_053790.1	AAF55401.1
OG0000781	3	6183.Smp_054170.1	AAF47283.3, AAF47285.1
OG0000783	3	6183.Smp_054540.1	AAF57623.2, NP_610233.1
OG0000784	3	6183.Smp_054640.1	AAF50577.2, NP_524429.1
OG0000785	3	6183.Smp_054790.2, 6183.Smp_176010.1	AAF55269.3
OG0000786	3	6183.Smp_055340.1, 6183.Smp_133660.1	AAF45694.3
OG0000787	3	6183.Smp_055390.1	AAF47748.2, NP_608449.1
OG0000788	3	6183.Smp_055600.1, 6183.Smp_192580.1	AAF56389.1
OG0000789	3	6183.Smp_055920.1	AAF51384.2, NP_477137.1
OG0000791	3	6183.Smp_056350.1	AAF50740.1, AAF52000.1
OG0000792	3	6183.Smp_056700.1	AAF50284.1, NP_611511.3
OG0000793	3	6183.Smp_056810.1	AAF54259.1, AAF54964.2
OG0000794	3	6183.Smp_056890.1, 6183.Smp_152710.2	AAF54370.1
OG0000795	3	6183.Smp_056970.1	NP_525091.1, NP_525108.2
OG0000796	3	6183.Smp_057120.1, 6183.Smp_093430.1	AAF59406.3
OG0000797	3	6183.Smp_057320.1	AAF48244.2, AAF54995.2
OG0000798	3	6183.Smp_057620.1, 6183.Smp_159490.1	AAF47689.1
OG0000799	3	6183.Smp_058050.1, 6183.Smp_153400.1	AAF56030.1
OG0000800	3	6183.Smp_058450.1, 6183.Smp_174110.1	AAF49247.2
OG0000801	3	6183.Smp_058970.1	AAF52586.2, AAF53398.3
OG0000802	3	6183.Smp_059790.2	AAF49267.1, AAF54265.3
OG0000803	3	6183.Smp_059910.3	AAF47204.1, NP_569951.1
OG0000804	3	6183.Smp_060010.1	AAF47202.2, NP_610284.1
OG0000805	3	6183.Smp_060170.1	AAF46973.1, NP_611597.1
OG0000806	3	6183.Smp_061300.1	AAF52013.3, NP_524161.2
OG0000808	3	6183.Smp_061560.1	NP_572713.1, Q9VTN3.1
OG0000809	3	6183.Smp_061870.1	AAF51354.3, NP_524748.2
OG0000810	3	6183.Smp_062250.1	AAF46045.2, NP_511049.1
OG0000811	3	6183.Smp_062610.1, 6183.Smp_155900.1	NP_573326.1
OG0000812	3	6183.Smp_062720.1	AAF57661.1, NP_611354.2
OG0000813	3	6183.Smp_063090.1	AAF53973.2, AAF54588.2
OG0000814	3	6183.Smp_063190.1, 6183.Smp_156200.1	NP_523461.1
OG0000815	3	6183.Smp_063580.2	AAF45606.1, T13614
OG0000816	3	6183.Smp_064150.1	NP_477221.1, NP_609093.1
OG0000817	3	6183.Smp_064320.1, 6183.Smp_105360.1	NP_476942.1
OG0000818	3	6183.Smp_064330.1	AAF54496.1, NP_524682.1
OG0000819	3	6183.Smp_064350.1	AAF55115.2, AAF55117.1
OG0000820	3	6183.Smp_064870.1, 6183.Smp_180470.1	AAF45366.2
OG0000821	3	6183.Smp_064950.1	AAF46635.3, NP_524741.1
OG0000822	3	6183.Smp_065190.2	AAF49991.1, NP_611838.1
OG0000823	3	6183.Smp_065290.1	AAF59344.2, NP_524622.1
OG0000824	3	6183.Smp_066430.1	AAF46652.3, AAF57358.2
OG0000825	3	6183.Smp_066890.1	AAF48978.2, Q9VB14.1
OG0000826	3	6183.Smp_067140.1	NP_524472.1, NP_609966.1
OG0000827	3	6183.Smp_067250.1	AAF47113.1, AAF47114.2
OG0000829	3	6183.Smp_067980.4, 6183.Smp_068000.1	P25867.1
OG0000832	3	6183.Smp_069170.1	AAF47754.1, AAF51612.1
OG0000833	3	6183.Smp_069670.1	AAF56468.1, NP_523410.1
OG0000834	3	6183.Smp_069770.1	AAF49361.1, NP_573228.1
OG0000835	3	6183.Smp_070200.1	AAF50933.1, AAF54396.2
OG0000836	3	6183.Smp_070330.1	AAF52278.2, AAF52886.1
OG0000837	3	6183.Smp_070930.1	NP_476691.1, Q9VA12.1
OG0000838	3	6183.Smp_071020.1	AAF58369.1, AAF58370.1
OG0000839	3	6183.Smp_071150.1, 6183.Smp_147220.1	AAF47887.2
OG0000840	3	6183.Smp_071570.1	AAF55409.2, AAF55412.1
OG0000841	3	6183.Smp_071830.1	NP_524467.1, Q9W5B9.1
OG0000843	3	6183.Smp_072660.1	AAF48558.2, AAF50196.1
OG0000844	3	6183.Smp_072800.1, 6183.Smp_078220.1	NP_524439.1
OG0000846	3	6183.Smp_073070.1, 6183.Smp_201760.1	AAF46492.1
OG0000847	3	6183.Smp_073410.1	AAF46088.1, AAF49685.1
OG0000848	3	6183.Smp_073790.1	AAF46617.1, AAF55459.1
OG0000849	3	6183.Smp_074020.1	AAF51502.2, NP_476819.2
OG0000850	3	6183.Smp_074030.1	AAF53753.1, AAF55118.1
OG0000852	3	6183.Smp_074830.1	AAF56685.1, NP_611433.3
OG0000853	3	6183.Smp_074990.1, 6183.Smp_075000.1	AAF55937.2
OG0000854	3	6183.Smp_075060.1, 6183.Smp_162660.1	Q9VYA0.1
OG0000855	3	6183.Smp_075450.1	NP_477339.1, NP_524158.2
OG0000856	3	6183.Smp_075470.1	AAF53142.1, NP_609533.1
OG0000858	3	6183.Smp_075950.1, 6183.Smp_134860.1	AAF45332.1
OG0000859	3	6183.Smp_076550.1, 6183.Smp_086450.1	AAF55785.1
OG0000860	3	6183.Smp_078050.1	AAF55617.2, NP_609477.1
OG0000861	3	6183.Smp_078280.1	AAF47423.1, NP_569914.2
OG0000862	3	6183.Smp_078320.1	AAF52101.1, AAF57273.2
OG0000863	3	6183.Smp_079220.1	NP_511109.1, NP_511110.1
OG0000866	3	6183.Smp_079770.1	AAF54574.1, AAF58609.2
OG0000867	3	6183.Smp_079810.1, 6183.Smp_211090.1	NP_609617.1
OG0000868	3	6183.Smp_079950.1	NP_570080.1, Q9VCQ3.1
OG0000869	3	6183.Smp_080120.2	AAC41566.1, AAF47832.1
OG0000871	3	6183.Smp_080730.1	NP_476797.1, NP_524420.1
OG0000872	3	6183.Smp_082030.1	AAF57086.3, AAF58316.2
OG0000873	3	6183.Smp_082660.1	AAF52617.1, AAF55786.2
OG0000874	3	6183.Smp_082740.1, 6183.Smp_151580.1	NP_524712.1
OG0000875	3	6183.Smp_083130.1	AAF50082.1, AAF52795.2
OG0000876	3	6183.Smp_083200.2	AAF48139.1, NP_524003.1
OG0000877	3	6183.Smp_083400.1	NP_511150.1, NP_609715.1
OG0000878	3	6183.Smp_084090.1, 6183.Smp_148200.1	NP_523525.2
OG0000879	3	6183.Smp_084460.1	AAF47742.1, AAF47743.2
OG0000880	3	6183.Smp_085150.1	AAF58201.1, NP_610453.1
OG0000881	3	6183.Smp_085300.1	AAF46972.1, NP_477134.1
OG0000882	3	6183.Smp_085650.1	NP_524175.1, NP_525093.1
OG0000883	3	6183.Smp_086690.1	AAF45364.1, NP_477353.1
OG0000884	3	6183.Smp_086900.1	AAF51497.1, NP_524098.2
OG0000885	3	6183.Smp_087580.1, 6183.Smp_087620.1	AAF56740.1
OG0000886	3	6183.Smp_087930.1	AAF47524.3, AAF47525.2
OG0000887	3	6183.Smp_088990.1, 6183.Smp_133050.1	AAF51683.2
OG0000889	3	6183.Smp_089880.1	NP_536791.1, NP_610228.1
OG0000891	3	6183.Smp_090870.1	AAD46849.2, NP_610996.1
OG0000892	3	6183.Smp_091300.1, 6183.Smp_113660.1	AAF55616.1
OG0000893	3	6183.Smp_092170.1	AAF47620.1, AAF53677.2
OG0000894	3	6183.Smp_092490.1	AAF56901.1, NP_573097.1
OG0000895	3	6183.Smp_092850.3	AAF48462.1, AAF52231.1
OG0000896	3	6183.Smp_093100.1	AAF50982.3, NP_477208.1
OG0000897	3	6183.Smp_093440.1	AAF55116.1, NP_523382.1
OG0000898	3	6183.Smp_093630.2	AAF54575.1, NP_611977.1
OG0000899	3	6183.Smp_093930.2, 6183.Smp_165470.1	NP_476759.1
OG0000900	3	6183.Smp_094660.1, 6183.Smp_116290.1	AAF50089.2
OG0000901	3	6183.Smp_094680.1, 6183.Smp_106930.1	NP_524063.1
OG0000902	3	6183.Smp_094870.1	NP_610884.1, NP_610885.1
OG0000903	3	6183.Smp_095000.2	AAF51693.3, AAF51694.1
OG0000904	3	6183.Smp_095350.1, 6183.Smp_165400.3	AAF57199.2
OG0000905	3	6183.Smp_096020.2	AAF47685.1, NP_477125.2
OG0000906	3	6183.Smp_096240.1, 6183.Smp_143570.1	NP_524366.1
OG0000908	3	6183.Smp_097380.1	AAF49856.1, AAF55015.1
OG0000910	3	6183.Smp_097490.1, 6183.Smp_212780.1	AAF49479.1
OG0000911	3	6183.Smp_097750.1, 6183.Smp_097800.3	AAF49961.3
OG0000912	3	6183.Smp_099420.1	AAF54406.1, AAF54407.1
OG0000913	3	6183.Smp_101220.1	AAF57497.3, AAF57498.2
OG0000914	3	6183.Smp_101310.1	AAF45530.1, T13382
OG0000915	3	6183.Smp_101670.1, 6183.Smp_170160.1	NP_610460.1
OG0000918	3	6183.Smp_103100.1	AAF55113.1, NP_572929.1
OG0000919	3	6183.Smp_103200.1	NP_610753.1, Q9V7D2.1
OG0000920	3	6183.Smp_103830.2	AAF52201.2, NP_608895.1
OG0000921	3	6183.Smp_104980.1	AAF45372.2, AAF52945.1
OG0000922	3	6183.Smp_105910.1, 6183.Smp_127010.1	AAF46516.2
OG0000923	3	6183.Smp_106060.1	AAF49921.2, AAF49922.2
OG0000927	3	6183.Smp_112520.1, 6183.Smp_178360.1	AAF54073.1
OG0000928	3	6183.Smp_113640.1, 6183.Smp_186670.1	AAF48639.3
OG0000931	3	6183.Smp_118100.1	AAF58420.2, NP_476962.1
OG0000933	3	6183.Smp_121610.2	AAF55866.2, NP_524768.2
OG0000934	3	6183.Smp_121800.1	AAF54205.4, NP_524274.1
OG0000935	3	6183.Smp_121890.1	AAF50852.1, AAF58530.1
OG0000936	3	6183.Smp_123010.1	AAF49291.2, AAF51880.1
OG0000937	3	6183.Smp_123280.1	AAF50582.1, NP_608865.2
OG0000938	3	6183.Smp_123300.1, 6183.Smp_155050.1	AAF50420.1
OG0000939	3	6183.Smp_123630.1, 6183.Smp_199130.1	AAF55646.2
OG0000940	3	6183.Smp_123750.1	AAF50113.1, AAF54707.2
OG0000942	3	6183.Smp_123870.1	AAF47530.1, NP_523680.1
OG0000943	3	6183.Smp_124390.1	AAF49704.1, NP_572995.1
OG0000944	3	6183.Smp_124440.1	AAF47707.2, AAF47823.1
OG0000945	3	6183.Smp_124600.1, 6183.Smp_170130.1	AAF56935.2
OG0000946	3	6183.Smp_124640.1	AAF54713.4, AAF54715.1
OG0000947	3	6183.Smp_124730.1	AAF47508.2, AAF47510.1
OG0000948	3	6183.Smp_124970.1	AAF46627.2, AAF46919.3
OG0000949	3	6183.Smp_125530.1	AAF50536.2, NP_523409.1
OG0000950	3	6183.Smp_125660.1, 6183.Smp_169540.1	AAF58117.1
OG0000951	3	6183.Smp_126240.1	AAF59316.4, AAF59317.1
OG0000952	3	6183.Smp_126310.1	AAF51779.3, AAF51781.3
OG0000953	3	6183.Smp_126650.1	AAF48210.2, AAF53304.1
OG0000954	3	6183.Smp_126850.2	AAF51398.3, AAF51400.1
OG0000955	3	6183.Smp_127040.1	AAF48748.2, AAF48749.2
OG0000956	3	6183.Smp_127280.1	AAF53574.3, AAF53576.1
OG0000957	3	6183.Smp_127730.1	AAD34754.2, AAF58082.2
OG0000958	3	6183.Smp_127780.1, 6183.Smp_140100.1	AAF49537.2
OG0000959	3	6183.Smp_127860.1, 6183.Smp_157640.1	AAF45980.2
OG0000960	3	6183.Smp_128500.1	AAF47420.2, AAF49813.1
OG0000961	3	6183.Smp_128570.1	NP_573096.1, NP_609864.1
OG0000962	3	6183.Smp_128610.1	AAF57334.2, NP_610013.1
OG0000965	3	6183.Smp_129080.1	AAF52549.3, AAF53041.1
OG0000967	3	6183.Smp_129330.1	AAF47362.2, AAF47363.2
OG0000968	3	6183.Smp_129360.1, 6183.Smp_153920.1	NP_524609.2
OG0000970	3	6183.Smp_129760.1	AAF50703.1, AAF52576.1
OG0000971	3	6183.Smp_130040.1	AAF45756.3, NP_525045.3
OG0000972	3	6183.Smp_130410.1, 6183.Smp_130420.1	AAF48011.2
OG0000974	3	6183.Smp_130600.1	AAF50159.1, NP_523399.1
OG0000975	3	6183.Smp_130660.1, 6183.Smp_163320.1	AAF49897.5
OG0000976	3	6183.Smp_130710.1, 6183.Smp_167040.1	NP_611530.5
OG0000977	3	6183.Smp_130900.1	AAF47116.2, NP_524219.1
OG0000978	3	6183.Smp_131030.1, 6183.Smp_143750.1	AAF59136.1
OG0000979	3	6183.Smp_131420.1, 6183.Smp_203220.1	NP_572275.1
OG0000981	3	6183.Smp_131660.1	NP_477442.1, XP_079397.1
OG0000982	3	6183.Smp_131690.1	AAF55920.3, AAF55922.2
OG0000983	3	6183.Smp_132020.1	AAF45973.1, NP_611854.1
OG0000984	3	6183.Smp_132170.1	AAF58413.3, NP_610331.1
OG0000985	3	6183.Smp_132990.1, 6183.Smp_179000.1	AAF52001.1
OG0000986	3	6183.Smp_133250.1	AAF52354.1, AAF52360.1
OG0000987	3	6183.Smp_134690.1	AAF54999.1, NP_524825.1
OG0000989	3	6183.Smp_135060.1, 6183.Smp_159360.1	AAF46177.2
OG0000990	3	6183.Smp_135260.1	AAF52558.3, AAF53821.2
OG0000991	3	6183.Smp_135480.1	AAF57219.4, NP_523613.4
OG0000992	3	6183.Smp_135790.1, 6183.Smp_176920.1	NP_477322.1
OG0000993	3	6183.Smp_135870.1	AAF52300.1, AAF52302.4
OG0000994	3	6183.Smp_135920.1, 6183.Smp_170870.1	AAF59122.1
OG0000995	3	6183.Smp_136110.1, 6183.Smp_172990.1	AAF52412.2
OG0000996	3	6183.Smp_136210.1	AAF49080.2, AAF54543.1
OG0000997	3	6183.Smp_136290.1	AAF54756.1, AAF56158.1
OG0000998	3	6183.Smp_136320.1	AAF51815.1, NP_611317.1
OG0001001	3	6183.Smp_136960.1	AAF49194.2, AAF52138.3
OG0001002	3	6183.Smp_137020.1	AAF57812.3, NP_524404.1
OG0001003	3	6183.Smp_137150.1	AAF52171.4, AAF52172.2
OG0001004	3	6183.Smp_137160.1	AAF57050.3, Q9VA73.1
OG0001005	3	6183.Smp_137440.1	AAF47465.2, AAF47466.1
OG0001006	3	6183.Smp_137960.1	AAF48004.2, AAF53624.1
OG0001007	3	6183.Smp_138140.1	AAF56025.1, P06602.3
OG0001008	3	6183.Smp_138180.1	AAD55391.1, AAF54400.2
OG0001009	3	6183.Smp_138400.1	AAF49771.3, AAF49772.1
OG0001010	3	6183.Smp_138450.1	AAF46300.3, AAF46302.4
OG0001011	3	6183.Smp_138620.1	AAF58317.1, AAF58318.1
OG0001012	3	6183.Smp_138680.2, 6183.Smp_152850.1	NP_523584.1
OG0001013	3	6183.Smp_138770.1, 6183.Smp_177250.1	NP_573017.2
OG0001014	3	6183.Smp_138860.1	AAF48307.2, AAF48308.1
OG0001015	3	6183.Smp_138920.1	AAF49212.1, NP_609720.1
OG0001017	3	6183.Smp_139190.1	NP_477152.1, NP_477430.1
OG0001018	3	6183.Smp_141010.1, 6183.Smp_163750.1	AAF50355.2
OG0001019	3	6183.Smp_141280.1, 6183.Smp_162450.1	AAF58476.1
OG0001020	3	6183.Smp_141590.2, 6183.Smp_144430.1	AAF49761.3
OG0001021	3	6183.Smp_142010.2	AAF52949.2, AAF56327.1
OG0001022	3	6183.Smp_142220.1, 6183.Smp_144450.1	AAF55805.2
OG0001023	3	6183.Smp_142250.1, 6183.Smp_194390.1	NP_523659.1
OG0001024	3	6183.Smp_142360.1, 6183.Smp_197280.1	AAF59376.2
OG0001025	3	6183.Smp_142770.1	AAF50673.2, NP_477368.1
OG0001026	3	6183.Smp_142780.1	AAF49030.1, AAF51573.2
OG0001027	3	6183.Smp_142890.1	AAF56945.4, NP_612098.2
OG0001028	3	6183.Smp_142970.1, 6183.Smp_142980.1	AAF46403.2
OG0001031	3	6183.Smp_143580.1	AAF50240.1, AAF50242.1
OG0001032	3	6183.Smp_143760.1, 6183.Smp_146090.1	NP_612047.1
OG0001033	3	6183.Smp_144000.1, 6183.Smp_144010.1	AAF49015.2
OG0001034	3	6183.Smp_144180.1	AAF45425.1, AAF55041.2
OG0001035	3	6183.Smp_144310.1	AAF58829.5, AAF58830.4
OG0001036	3	6183.Smp_144590.1, 6183.Smp_155120.1	AAF48761.1
OG0001037	3	6183.Smp_144600.1, 6183.Smp_156500.1	AAF46200.2
OG0001038	3	6183.Smp_144840.1	AAF48579.2, AAF54029.1
OG0001039	3	6183.Smp_145040.1	AAF50650.1, AAF58217.1
OG0001040	3	6183.Smp_145140.1	AAF52503.4, NP_476810.1
OG0001041	3	6183.Smp_145240.1, 6183.Smp_149580.1	AAF47700.1
OG0001042	3	6183.Smp_145350.1	AAF54747.1, NP_572438.1
OG0001043	3	6183.Smp_145420.1	AAF59374.2, AAF59394.1
OG0001044	3	6183.Smp_145540.1, 6183.Smp_152540.1	AAF54188.2
OG0001045	3	6183.Smp_145720.1, 6183.Smp_206040.1	AAF47390.1
OG0001046	3	6183.Smp_146240.1	AAF48038.2, AAF48039.2
OG0001047	3	6183.Smp_146360.1, 6183.Smp_177240.1	AAF52820.1
OG0001048	3	6183.Smp_146790.1	NP_477311.1, NP_477340.1
OG0001049	3	6183.Smp_146840.1, 6183.Smp_151310.1	NP_511155.1
OG0001050	3	6183.Smp_147850.1	NP_569915.1, NP_610055.1
OG0001053	3	6183.Smp_148320.1	AAF51725.1, NP_524054.1
OG0001054	3	6183.Smp_148360.1	AAF46220.1, AAF46222.2
OG0001055	3	6183.Smp_148510.1	AAF56583.2, AAF56905.1
OG0001056	3	6183.Smp_149770.1	AAF57610.4, NP_476802.1
OG0001058	3	6183.Smp_150390.3, 6183.Smp_194110.1	AAF58683.1
OG0001059	3	6183.Smp_150510.1	AAF50471.2, AAF53981.2
OG0001060	3	6183.Smp_150670.1	AAF48389.3, AAF58174.5
OG0001061	3	6183.Smp_151180.1	NP_608687.2, NP_609217.1
OG0001062	3	6183.Smp_151350.1, 6183.Smp_165540.1	NP_477441.1
OG0001063	3	6183.Smp_151740.1	AAF50900.3, NP_608395.6
OG0001064	3	6183.Smp_152200.1	NP_476633.1, NP_524547.1
OG0001065	3	6183.Smp_152220.1	AAF48967.1, NP_610613.1
OG0001066	3	6183.Smp_152480.1, 6183.Smp_152500.1	AAF48450.4
OG0001067	3	6183.Smp_152780.1, 6183.Smp_172420.1	AAF52092.4
OG0001068	3	6183.Smp_152790.1, 6183.Smp_202170.1	AAF54312.1
OG0001069	3	6183.Smp_153310.1, 6183.Smp_210870.1	P08111.2
OG0001071	3	6183.Smp_153810.1	AAF45911.1, AAF54458.1
OG0001072	3	6183.Smp_154400.1	AAF48190.4, NP_572819.4
OG0001073	3	6183.Smp_154530.1	AAF49841.1, Q94516.2
OG0001074	3	6183.Smp_154560.1	AAF55539.3, NP_477342.1
OG0001075	3	6183.Smp_154760.1	AAF45369.1, NP_524811.1
OG0001076	3	6183.Smp_155970.1	AAF54374.1, AAF54970.2
OG0001077	3	6183.Smp_156150.1	AAF46029.4, NP_525078.3
OG0001078	3	6183.Smp_156410.1	AAF46196.1, AAF58060.2
OG0001079	3	6183.Smp_156530.1	AAF47043.2, AAF58870.1
OG0001080	3	6183.Smp_157300.1	AAF49759.1, AAF55489.1
OG0001081	3	6183.Smp_157680.1	AAF52938.3, AAF52939.2
OG0001082	3	6183.Smp_157740.1, 6183.Smp_212320.1	AAF48509.2
OG0001083	3	6183.Smp_158000.1	AAF55895.1, AAF55896.1
OG0001084	3	6183.Smp_158310.1	AAF56266.2, AAF56267.2
OG0001085	3	6183.Smp_158480.1	AAF52679.3, AAF55870.1
OG0001086	3	6183.Smp_158660.1	AAF49639.1, AAF54474.1
OG0001088	3	6183.Smp_158910.1	AAF54272.1, NP_476947.1
OG0001089	3	6183.Smp_159120.1, 6183.Smp_159130.1	AAF50646.3
OG0001090	3	6183.Smp_159370.1	AAF56657.3, NP_523417.2
OG0001091	3	6183.Smp_159400.1	AAF47396.2, AAF52383.2
OG0001092	3	6183.Smp_159700.1	AAF46733.1, AAF55820.1
OG0001094	3	6183.Smp_159930.1	AAF55935.1, AAF55936.2
OG0001095	3	6183.Smp_160030.1	AAF48240.1, NP_609731.1
OG0001096	3	6183.Smp_160240.1	AAF56463.2, NP_524885.1
OG0001097	3	6183.Smp_160330.1	AAF58946.1, NP_609776.1
OG0001099	3	6183.Smp_160620.1	AAF48548.6, AAF55088.2
OG0001100	3	6183.Smp_160760.1	AAF58958.2, AAF58959.3
OG0001101	3	6183.Smp_160830.1	AAF53972.3, NP_610093.1
