Orthogroup	kog_cerevisiae_pos_go	protein_mansoni
OG0000194	NP_010729.3, NP_013690.1	6183.Smp_054360.1, 6183.Smp_054410.1, 6183.Smp_151260.1
OG0000195	NP_009553.1, NP_010510.3	6183.Smp_036220.1, 6183.Smp_077790.1, 6183.Smp_108390.1
OG0000196	NP_011880.1, NP_219497.4	6183.Smp_003230.1, 6183.Smp_036990.1, 6183.Smp_122030.1
OG0000197	NP_014273.1	6183.Smp_125530.1, 6183.Smp_135700.1, 6183.Smp_159180.1, 6183.Smp_168290.1
OG0000198	NP_014106.1, NP_014529.1	6183.Smp_001420.1, 6183.Smp_145170.1, 6183.Smp_165040.1
OG0000199	NP_012293.3	6183.Smp_078780.1, 6183.Smp_085110.2, 6183.Smp_092460.1, 6183.Smp_196810.1
OG0000200	NP_009893.2, NP_010803.3	6183.Smp_101820.1, 6183.Smp_122800.1, 6183.Smp_143370.1
OG0000201	NP_010262.1, NP_014582.1	6183.Smp_030500.1, 6183.Smp_168310.1, 6183.Smp_169570.1
OG0000202	NP_009379.2, NP_010188.1, NP_011715.1, NP_012677.1, NP_014966.1	
OG0000203	NP_009778.3, NP_009779.3	6183.Smp_076950.1, 6183.Smp_159740.1, 6183.Smp_159760.1
OG0000204	NP_009315.1, NP_009316.1, NP_009317.1, NP_009318.1	6183.Smp_900070.1
OG0000205		6183.Smp_001070.1, 6183.Smp_023710.1, 6183.Smp_041880.1, 6183.Smp_117340.1, 6183.Smp_134960.1
OG0000206		6183.Smp_004730.1, 6183.Smp_020170.1, 6183.Smp_020270.1, 6183.Smp_124690.1, 6183.Smp_159990.1
OG0000207		6183.Smp_005500.1, 6183.Smp_057620.1, 6183.Smp_136920.1, 6183.Smp_139230.1, 6183.Smp_159490.1
OG0000208		6183.Smp_013440.1, 6183.Smp_139720.1, 6183.Smp_166790.1, 6183.Smp_167630.1, 6183.Smp_210210.1
OG0000209		6183.Smp_013840.2, 6183.Smp_162010.1, 6183.Smp_169900.2, 6183.Smp_194630.1, 6183.Smp_194640.1
OG0000210		6183.Smp_014080.1, 6183.Smp_060210.1, 6183.Smp_060220.1, 6183.Smp_060240.1, 6183.Smp_203810.1
OG0000211		6183.Smp_014410.2, 6183.Smp_014430.1, 6183.Smp_121580.1, 6183.Smp_188810.1, 6183.Smp_194540.1
OG0000212		6183.Smp_015630.1, 6183.Smp_096480.1, 6183.Smp_099500.1, 6183.Smp_104890.1, 6183.Smp_176730.1
OG0000213		6183.Smp_016680.1, 6183.Smp_125630.1, 6183.Smp_131260.1, 6183.Smp_142600.1, 6183.Smp_148190.1
OG0000214		6183.Smp_018290.1, 6183.Smp_088920.1, 6183.Smp_121780.1, 6183.Smp_165210.1, 6183.Smp_181490.1
OG0000215		6183.Smp_019460.1, 6183.Smp_132790.1, 6183.Smp_132800.1, 6183.Smp_132810.1, 6183.Smp_132830.1
OG0000216		6183.Smp_019690.1, 6183.Smp_064590.1, 6183.Smp_138880.1, 6183.Smp_139980.1, 6183.Smp_144860.1
OG0000217		6183.Smp_020550.1, 6183.Smp_146950.1, 6183.Smp_159420.1, 6183.Smp_179370.1, 6183.Smp_208030.1
OG0000218		6183.Smp_030650.1, 6183.Smp_138730.1, 6183.Smp_138750.1, 6183.Smp_175120.2, 6183.Smp_212520.1
OG0000219		6183.Smp_031180.1, 6183.Smp_031190.1, 6183.Smp_160880.1, 6183.Smp_166500.1, 6183.Smp_166530.2
OG0000220		6183.Smp_033550.1, 6183.Smp_073920.1, 6183.Smp_124240.1, 6183.Smp_160290.1, 6183.Smp_163170.1
OG0000221		6183.Smp_046180.1, 6183.Smp_122730.1, 6183.Smp_122770.1, 6183.Smp_182200.1, 6183.Smp_186690.1
OG0000222		6183.Smp_049280.1, 6183.Smp_153090.1, 6183.Smp_159520.1, 6183.Smp_165970.1, 6183.Smp_170980.1
OG0000223		6183.Smp_049760.1, 6183.Smp_080120.2, 6183.Smp_093540.3, 6183.Smp_124450.1, 6183.Smp_144390.1
OG0000224		6183.Smp_051110.1, 6183.Smp_113520.1, 6183.Smp_148170.1, 6183.Smp_189180.2, 6183.Smp_202740.1
OG0000225		6183.Smp_051930.1, 6183.Smp_149820.1, 6183.Smp_168450.1, 6183.Smp_193030.1, 6183.Smp_194380.1
OG0000226		6183.Smp_055260.1, 6183.Smp_129900.1, 6183.Smp_129920.1, 6183.Smp_129930.1, 6183.Smp_196680.1
OG0000227		6183.Smp_066290.1, 6183.Smp_099800.1, 6183.Smp_099810.1, 6183.Smp_126550.1, 6183.Smp_157980.1
OG0000228		6183.Smp_078230.1, 6183.Smp_080860.1, 6183.Smp_123290.1, 6183.Smp_151100.1, 6183.Smp_168670.1
OG0000229		6183.Smp_080680.1, 6183.Smp_125290.1, 6183.Smp_150300.1, 6183.Smp_158820.1, 6183.Smp_165650.1
OG0000230		6183.Smp_111710.1, 6183.Smp_178030.1, 6183.Smp_182990.1, 6183.Smp_185310.1, 6183.Smp_190340.1
OG0000231		6183.Smp_113310.1, 6183.Smp_117620.1, 6183.Smp_201940.1, 6183.Smp_203920.1, 6183.Smp_205780.1
OG0000232		6183.Smp_114470.1, 6183.Smp_136330.1, 6183.Smp_148490.1, 6183.Smp_149910.1, 6183.Smp_183130.1
OG0000233		6183.Smp_119580.1, 6183.Smp_134700.1, 6183.Smp_134710.1, 6183.Smp_134720.1, 6183.Smp_149880.1
OG0000234		6183.Smp_122900.1, 6183.Smp_126080.1, 6183.Smp_152280.1, 6183.Smp_152290.1, 6183.Smp_176980.1
OG0000235		6183.Smp_123830.1, 6183.Smp_135560.1, 6183.Smp_164590.1, 6183.Smp_196840.1, 6183.Smp_197370.1
OG0000236		6183.Smp_124050.4, 6183.Smp_124060.1, 6183.Smp_124070.1, 6183.Smp_163400.1, 6183.Smp_200460.1
OG0000237		6183.Smp_124500.1, 6183.Smp_130160.1, 6183.Smp_158550.1, 6183.Smp_159050.1, 6183.Smp_171690.1
OG0000238		6183.Smp_126140.1, 6183.Smp_156620.1, 6183.Smp_170280.1, 6183.Smp_173540.1, 6183.Smp_181010.1
OG0000239		6183.Smp_128640.1, 6183.Smp_146640.1, 6183.Smp_155520.1, 6183.Smp_155540.1, 6183.Smp_160150.1
OG0000240		6183.Smp_129700.1, 6183.Smp_145910.1, 6183.Smp_145920.1, 6183.Smp_147690.1, 6183.Smp_147700.1
OG0000241		6183.Smp_133840.1, 6183.Smp_139090.1, 6183.Smp_149310.1, 6183.Smp_201750.1, 6183.Smp_203980.1
OG0000242		6183.Smp_139840.1, 6183.Smp_147730.1, 6183.Smp_172960.1, 6183.Smp_179120.1, 6183.Smp_180810.1
OG0000243		6183.Smp_143680.1, 6183.Smp_146840.1, 6183.Smp_148790.1, 6183.Smp_151310.1, 6183.Smp_163810.1
OG0000244		6183.Smp_158430.1, 6183.Smp_168300.1, 6183.Smp_179960.1, 6183.Smp_184360.1, 6183.Smp_193860.1
OG0000245		6183.Smp_180640.1, 6183.Smp_184350.1, 6183.Smp_192100.1, 6183.Smp_199740.1, 6183.Smp_209090.1
OG0000246	NP_009341.2, NP_010035.1, NP_012693.1, NP_013171.1	
OG0000247	NP_011572.2	6183.Smp_067480.3, 6183.Smp_067490.1, 6183.Smp_136640.1
OG0000248	NP_012702.1, NP_013315.1, NP_014458.1, NP_015026.1	
OG0000249	NP_009640.1, NP_011720.3, NP_013006.3	6183.Smp_147650.1
OG0000250	NP_010717.1, NP_013589.1, NP_014382.1, NP_015140.1	
OG0000251	NP_014210.1	6183.Smp_051210.1, 6183.Smp_168490.1, 6183.Smp_174910.1
OG0000252	NP_009853.3, NP_013193.1	6183.Smp_022300.1, 6183.Smp_145320.1
OG0000253	NP_010022.1, NP_010785.1, NP_013583.1, NP_014538.2	
OG0000254	NP_010396.1, NP_013190.1	6183.Smp_007760.1, 6183.Smp_130540.1
OG0000255	NP_010858.3, NP_013297.1	6183.Smp_068950.1, 6183.Smp_212260.1
OG0000256	NP_014082.1	6183.Smp_049510.1, 6183.Smp_062970.1, 6183.Smp_170170.1
OG0000257	NP_012405.2, NP_012447.1	6183.Smp_113640.1, 6183.Smp_186670.1
OG0000258	NP_011754.3, NP_012028.1, NP_015060.1	6183.Smp_025700.1
OG0000259	NP_009986.1, NP_010606.1	6183.Smp_151350.1, 6183.Smp_165540.1
OG0000260	NP_009421.3, NP_010265.1	6183.Smp_058980.2, 6183.Smp_128150.1
OG0000261	NP_011749.3, NP_015215.1	6183.Smp_054800.1, 6183.Smp_162910.1
OG0000262	NP_010807.3, NP_014264.1	6183.Smp_004780.1, 6183.Smp_079230.1
OG0000263	NP_009497.2, NP_011013.1	6183.Smp_020040.2, 6183.Smp_148510.1
OG0000264	NP_014197.2	6183.Smp_042680.1, 6183.Smp_151030.1, 6183.Smp_212250.1
OG0000265	NP_009523.1, NP_009642.3, NP_013772.1	6183.Smp_079220.1
OG0000266	NP_009866.1, NP_010020.1, NP_015148.1	6183.Smp_174150.1
OG0000267	NP_012222.1	6183.Smp_068170.1, 6183.Smp_070390.1, 6183.Smp_140580.1
OG0000268	NP_010285.1, NP_012201.1, NP_013439.1	6183.Smp_016410.1
OG0000269	NP_010006.1, NP_011725.3, NP_013144.1	6183.Smp_008070.1
OG0000270	NP_013493.2	6183.Smp_011100.1, 6183.Smp_128100.1, 6183.Smp_146010.1
OG0000271	NP_013639.1, NP_014312.1, NP_014729.1	6183.Smp_050640.1
OG0000272	NP_010248.1, NP_014575.1	6183.Smp_047860.1, 6183.Smp_084340.1
OG0000273	NP_010613.1, NP_011948.1, NP_013173.1	6183.Smp_212360.1
OG0000274	NP_009684.1, NP_010359.1, NP_013608.1, NP_013988.1	
OG0000275	NP_011987.1	6183.Smp_070170.1, 6183.Smp_081440.1, 6183.Smp_138030.1
OG0000276	NP_013096.1, NP_013342.1, NP_013993.1, NP_014557.1	
OG0000277	NP_010995.1, NP_012522.2, NP_015306.1, NP_116651.1	
OG0000278	NP_014124.1	6183.Smp_127940.1, 6183.Smp_180950.1, 6183.Smp_180960.1
OG0000279	NP_012257.1, NP_013974.1, NP_014962.3	6183.Smp_103160.2
OG0000280	NP_009602.1, NP_013565.3, NP_014265.3	6183.Smp_159230.1
OG0000281	NP_009966.2, NP_012337.1, NP_014410.3	6183.Smp_170080.1
OG0000282	NP_009697.3, NP_014026.1	6183.Smp_163970.1, 6183.Smp_172590.1
OG0000283	NP_014700.1	6183.Smp_010160.1, 6183.Smp_020800.1, 6183.Smp_168350.1
OG0000284	NP_011325.1	6183.Smp_118200.1, 6183.Smp_172910.1, 6183.Smp_173810.1
OG0000285	NP_009434.1, NP_009650.1, NP_009651.3, NP_012087.1	
OG0000286	NP_009819.1	6183.Smp_094890.1, 6183.Smp_145770.1, 6183.Smp_173570.1
OG0000287	NP_014904.3	6183.Smp_026630.1, 6183.Smp_078320.1, 6183.Smp_126690.1
OG0000288	NP_015080.1	6183.Smp_157230.1, 6183.Smp_171120.1, 6183.Smp_172390.1
OG0000289	NP_011860.1, NP_012917.3	6183.Smp_042440.1, 6183.Smp_122050.1
OG0000290	NP_010102.1, NP_010156.2, NP_011938.1, NP_014110.1	
OG0000291	NP_009402.1, NP_011513.1, NP_011978.1	6183.Smp_072950.1
OG0000292	NP_013553.1, NP_013638.1	6183.Smp_010660.1, 6183.Smp_038510.1
OG0000293	NP_012153.1, NP_014345.3	6183.Smp_034500.1, 6183.Smp_135160.1
OG0000294	NP_116684.3	6183.Smp_012400.1, 6183.Smp_059290.1, 6183.Smp_171590.1
OG0000295	NP_013050.1	6183.Smp_086590.1, 6183.Smp_120700.1, 6183.Smp_195080.1
OG0000296	NP_010160.1, NP_010562.1, NP_010814.1, NP_012384.1	
OG0000297	NP_012430.1, NP_012954.3, NP_015144.1	6183.Smp_169930.1
OG0000298	NP_014033.1	6183.Smp_089180.1, 6183.Smp_131570.1, 6183.Smp_198740.1
OG0000299	NP_013950.1	6183.Smp_074400.1, 6183.Smp_139020.1, 6183.Smp_173820.1
OG0000300	NP_013116.1	6183.Smp_124110.1, 6183.Smp_137380.1, 6183.Smp_157940.1
OG0000301	NP_010816.4	6183.Smp_129590.1, 6183.Smp_158530.1, 6183.Smp_158540.1
OG0000302	NP_012398.1, NP_012984.2	6183.Smp_008490.1, 6183.Smp_157950.1
OG0000303	NP_010744.3	6183.Smp_045680.1, 6183.Smp_146740.1, 6183.Smp_146750.1
OG0000304	NP_013914.1	6183.Smp_128690.1, 6183.Smp_132080.1, 6183.Smp_171870.1
OG0000305	NP_015012.3	6183.Smp_078690.1, 6183.Smp_086330.1, 6183.Smp_126480.1
OG0000306	NP_011337.1, NP_011501.1, NP_012624.1, NP_015367.1	
OG0000307	NP_010437.3, NP_012659.1	6183.Smp_031100.1, 6183.Smp_202480.1
OG0000308	NP_011285.1, NP_012437.1, NP_012953.2, NP_116698.3	
OG0000309	NP_010697.3, NP_014799.1	6183.Smp_153010.1, 6183.Smp_172130.1
OG0000310	NP_009521.1	6183.Smp_005860.1, 6183.Smp_065580.3, 6183.Smp_155850.1
OG0000311	NP_014918.1	6183.Smp_075810.1, 6183.Smp_087580.1, 6183.Smp_087620.1
OG0000312	NP_013004.3, NP_014712.2	6183.Smp_003140.1, 6183.Smp_042550.1
OG0000313	NP_014094.1	6183.Smp_150500.1, 6183.Smp_181470.1, 6183.Smp_210790.1
OG0000314	NP_014882.4	6183.Smp_037930.1, 6183.Smp_042630.1, 6183.Smp_061500.1
OG0000315	NP_012640.4	6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1
OG0000316	NP_010921.1	6183.Smp_021070.1, 6183.Smp_087810.1, 6183.Smp_147850.1
OG0000317	NP_009901.1, NP_013564.1	6183.Smp_059130.1, 6183.Smp_133390.1
OG0000318	NP_011452.4, NP_015112.1	6183.Smp_076550.1, 6183.Smp_086450.1
OG0000319	NP_011942.1	6183.Smp_062920.1, 6183.Smp_146390.1, 6183.Smp_211030.1
OG0000320	NP_010390.3	6183.Smp_145090.1, 6183.Smp_164160.1, 6183.Smp_207060.1
OG0000321	NP_012977.3	6183.Smp_076520.1, 6183.Smp_126920.1, 6183.Smp_158190.1
OG0000322	NP_010242.1, NP_014573.1	6183.Smp_055090.1, 6183.Smp_138640.1
OG0000323	NP_010677.1, NP_014777.3	6183.Smp_021590.1, 6183.Smp_151960.1
OG0000324	NP_010984.3, NP_011909.1, NP_011910.1, NP_012211.2	
OG0000325	NP_010018.1, NP_014076.1	6183.Smp_014020.1, 6183.Smp_210250.1
OG0000326	NP_014292.3, NP_014856.1, NP_015196.1	6183.Smp_070760.1
OG0000327	NP_010626.1, NP_014646.1	6183.Smp_012540.1, 6183.Smp_083180.2
OG0000328	NP_011368.3, NP_012017.1, NP_014332.1	6183.Smp_018990.1
OG0000329	NP_010471.1, NP_013269.1, NP_013294.1	6183.Smp_059100.1
OG0000330	NP_009563.1	6183.Smp_053300.1, 6183.Smp_053390.1, 6183.Smp_194870.1
OG0000331	NP_012831.1	6183.Smp_144590.1, 6183.Smp_155120.1, 6183.Smp_164680.1
OG0000332	NP_011584.2, NP_013475.1	6183.Smp_012580.1, 6183.Smp_155990.1
OG0000333	NP_014079.1	6183.Smp_010280.1, 6183.Smp_027000.1, 6183.Smp_038830.1
OG0000334	NP_010771.1, NP_012396.1, NP_012987.3, NP_014742.1	
OG0000335		6183.Smp_000160.1, 6183.Smp_008710.1, 6183.Smp_104970.1, 6183.Smp_189490.1
OG0000336		6183.Smp_000980.1, 6183.Smp_063790.1, 6183.Smp_100090.1, 6183.Smp_103530.1
OG0000337		6183.Smp_004190.1, 6183.Smp_123010.1, 6183.Smp_176930.1, 6183.Smp_176940.1
OG0000338		6183.Smp_005230.2, 6183.Smp_103740.1, 6183.Smp_147680.1, 6183.Smp_158150.1
OG0000339		6183.Smp_005640.1, 6183.Smp_058050.1, 6183.Smp_153400.1, 6183.Smp_180200.1
OG0000340		6183.Smp_008170.1, 6183.Smp_126580.1, 6183.Smp_166620.1, 6183.Smp_166910.1
OG0000341		6183.Smp_009630.1, 6183.Smp_039470.1, 6183.Smp_127240.1, 6183.Smp_210120.1
OG0000342		6183.Smp_010720.1, 6183.Smp_010770.1, 6183.Smp_051810.1, 6183.Smp_130370.1
OG0000343		6183.Smp_012440.1, 6183.Smp_046790.1, 6183.Smp_105410.1, 6183.Smp_127200.1
OG0000344		6183.Smp_012900.1, 6183.Smp_070200.1, 6183.Smp_129720.1, 6183.Smp_161750.1
OG0000345		6183.Smp_013070.1, 6183.Smp_143500.1, 6183.Smp_143510.1, 6183.Smp_196950.1
OG0000346		6183.Smp_015390.1, 6183.Smp_145610.1, 6183.Smp_145840.1, 6183.Smp_178480.1
OG0000347		6183.Smp_024180.2, 6183.Smp_101970.1, 6183.Smp_135250.1, 6183.Smp_157110.1
OG0000348		6183.Smp_024240.1, 6183.Smp_074990.1, 6183.Smp_075000.1, 6183.Smp_211320.1
OG0000349		6183.Smp_027820.1, 6183.Smp_126880.1, 6183.Smp_137250.1, 6183.Smp_168430.1
OG0000350		6183.Smp_029070.1, 6183.Smp_100310.1, 6183.Smp_106410.1, 6183.Smp_177260.1
OG0000351		6183.Smp_032970.1, 6183.Smp_032980.1, 6183.Smp_032990.1, 6183.Smp_139970.1
OG0000352		6183.Smp_035540.1, 6183.Smp_147960.1, 6183.Smp_147980.1, 6183.Smp_167300.1
OG0000353		6183.Smp_036180.1, 6183.Smp_131190.1, 6183.Smp_131200.1, 6183.Smp_163080.1
OG0000354		6183.Smp_037540.2, 6183.Smp_052510.1, 6183.Smp_142810.1, 6183.Smp_156550.1
OG0000355		6183.Smp_043570.1, 6183.Smp_044750.1, 6183.Smp_046290.1, 6183.Smp_145660.1
OG0000356		6183.Smp_049380.1, 6183.Smp_134590.1, 6183.Smp_155940.1, 6183.Smp_172040.1
OG0000357		6183.Smp_049600.4, 6183.Smp_078800.1, 6183.Smp_138680.2, 6183.Smp_152850.1
OG0000358		6183.Smp_049730.2, 6183.Smp_168850.1, 6183.Smp_170540.1, 6183.Smp_188270.1
OG0000359		6183.Smp_049850.1, 6183.Smp_103560.1, 6183.Smp_148820.1, 6183.Smp_168500.1
OG0000360		6183.Smp_051990.1, 6183.Smp_133510.1, 6183.Smp_139810.1, 6183.Smp_149990.1
OG0000361		6183.Smp_070370.1, 6183.Smp_070380.1, 6183.Smp_075500.1, 6183.Smp_198560.1
OG0000362		6183.Smp_073450.1, 6183.Smp_124760.1, 6183.Smp_157380.1, 6183.Smp_184180.1
OG0000363		6183.Smp_081900.2, 6183.Smp_081920.1, 6183.Smp_166340.1, 6183.Smp_166350.1
OG0000364		6183.Smp_082280.1, 6183.Smp_150140.1, 6183.Smp_150480.1, 6183.Smp_150490.1
OG0000365		6183.Smp_083770.1, 6183.Smp_123680.1, 6183.Smp_141530.1, 6183.Smp_162650.1
OG0000366		6183.Smp_084600.1, 6183.Smp_095090.1, 6183.Smp_144610.1, 6183.Smp_203320.1
OG0000367		6183.Smp_085480.1, 6183.Smp_125180.1, 6183.Smp_150930.1, 6183.Smp_201310.1
OG0000368		6183.Smp_088700.1, 6183.Smp_088720.1, 6183.Smp_170410.1, 6183.Smp_170420.1
OG0000369		6183.Smp_089120.1, 6183.Smp_139430.1, 6183.Smp_173020.1, 6183.Smp_179720.1
OG0000370		6183.Smp_089780.1, 6183.Smp_099640.1, 6183.Smp_179310.1, 6183.Smp_205110.1
OG0000371		6183.Smp_094390.1, 6183.Smp_152830.1, 6183.Smp_170370.1, 6183.Smp_170450.1
OG0000372		6183.Smp_102210.1, 6183.Smp_131580.1, 6183.Smp_143430.1, 6183.Smp_160310.1
OG0000373		6183.Smp_104390.1, 6183.Smp_126640.1, 6183.Smp_140170.1, 6183.Smp_174040.1
OG0000374		6183.Smp_108600.1, 6183.Smp_175890.1, 6183.Smp_181700.1, 6183.Smp_187110.1
OG0000375		6183.Smp_113530.1, 6183.Smp_178240.1, 6183.Smp_184460.1, 6183.Smp_185350.1
OG0000376		6183.Smp_118890.1, 6183.Smp_120260.1, 6183.Smp_168440.1, 6183.Smp_193740.1
OG0000377		6183.Smp_119140.1, 6183.Smp_161760.1, 6183.Smp_201920.1, 6183.Smp_203290.1
OG0000378		6183.Smp_119320.1, 6183.Smp_133490.1, 6183.Smp_134260.1, 6183.Smp_198810.1
OG0000379		6183.Smp_126740.1, 6183.Smp_156890.1, 6183.Smp_158720.1, 6183.Smp_176440.1
OG0000380		6183.Smp_127740.1, 6183.Smp_160620.1, 6183.Smp_175340.1, 6183.Smp_197390.1
OG0000381		6183.Smp_127790.1, 6183.Smp_157550.1, 6183.Smp_169430.1, 6183.Smp_205400.1
OG0000382		6183.Smp_129000.1, 6183.Smp_133070.1, 6183.Smp_133080.1, 6183.Smp_133090.1
OG0000383		6183.Smp_131990.1, 6183.Smp_135060.1, 6183.Smp_138620.1, 6183.Smp_159360.1
OG0000384		6183.Smp_132060.1, 6183.Smp_138230.1, 6183.Smp_143190.1, 6183.Smp_163870.1
OG0000385		6183.Smp_133250.1, 6183.Smp_133690.1, 6183.Smp_135340.1, 6183.Smp_150730.1
OG0000386		6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1
OG0000387		6183.Smp_140610.1, 6183.Smp_204090.1, 6183.Smp_204400.1, 6183.Smp_205520.1
OG0000388		6183.Smp_141550.1, 6183.Smp_141560.1, 6183.Smp_160250.1, 6183.Smp_193710.1
OG0000389		6183.Smp_147860.1, 6183.Smp_151880.1, 6183.Smp_163160.1, 6183.Smp_169150.1
OG0000390		6183.Smp_152940.1, 6183.Smp_168630.1, 6183.Smp_174870.1, 6183.Smp_179570.1
OG0000391		6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1
OG0000392		6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1
OG0000393		6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1
OG0000394	NP_010423.4	6183.Smp_125770.2, 6183.Smp_130170.1
OG0000395	NP_013390.1, NP_014825.3	6183.Smp_014650.1
OG0000396	NP_009741.3, NP_015236.1	6183.Smp_161530.1
OG0000397	NP_013756.1, NP_013757.1	6183.Smp_097730.1
OG0000398	NP_011624.1, NP_012184.1, NP_058162.3	
OG0000399	NP_012421.2, NP_058133.1, NP_058134.1	
OG0000400	NP_014593.1	6183.Smp_017980.1, 6183.Smp_142960.1
OG0000401	NP_012711.1, NP_014431.1, NP_014947.3	
OG0000402	NP_014626.1, NP_116669.1	6183.Smp_065290.1
OG0000403	NP_012664.1, NP_013042.1, NP_013406.1	
OG0000404	NP_013350.1, NP_014384.3, NP_015098.1	
OG0000405	NP_010089.1, NP_010144.1	6183.Smp_088650.1
OG0000406	NP_014306.3, NP_014732.1	6183.Smp_040570.1
OG0000407	NP_009728.1, NP_015219.1	6183.Smp_069130.2
OG0000408	NP_009916.1, NP_014394.2	6183.Smp_041480.2
OG0000409	NP_015055.1	6183.Smp_100010.1, 6183.Smp_146330.1
OG0000410	NP_013749.1, NP_013870.1	6183.Smp_018430.1
OG0000411	NP_015428.1	6183.Smp_017860.1, 6183.Smp_164840.1
OG0000412	NP_010735.3, NP_013688.1	6183.Smp_055050.1
OG0000413	NP_011509.1	6183.Smp_137170.1, 6183.Smp_199210.1
OG0000414	NP_009386.1	6183.Smp_153410.1, 6183.Smp_172280.1
OG0000415	NP_013048.1, NP_015518.1	6183.Smp_128110.1
OG0000416	NP_116674.2	6183.Smp_156700.1, 6183.Smp_199810.1
OG0000417	NP_012770.1, NP_012969.1	6183.Smp_096760.1
OG0000418	NP_012145.1, NP_012146.1, NP_014334.3	
OG0000419	NP_012475.3	6183.Smp_093100.1, 6183.Smp_123750.1
OG0000420	NP_014759.1	6183.Smp_157740.1, 6183.Smp_212320.1
OG0000421	NP_009891.1, NP_010007.1	6183.Smp_076180.1
OG0000422	NP_009997.2	6183.Smp_000600.1, 6183.Smp_018400.1
OG0000423	NP_010125.1, NP_010313.3, NP_010426.1	
OG0000424	NP_013834.1	6183.Smp_102040.1, 6183.Smp_187870.1
OG0000425	NP_012801.1, NP_013820.1	6183.Smp_171200.1
OG0000426	NP_009992.1, NP_014587.1	6183.Smp_130050.1
OG0000427	NP_010413.3, NP_015077.1	6183.Smp_018710.1
OG0000428	NP_009984.1	6183.Smp_122890.1, 6183.Smp_126910.1
OG0000429	NP_009978.1, NP_014416.1	6183.Smp_127280.1
OG0000430	NP_009647.2, NP_010282.3, NP_015377.1	
OG0000431	NP_011599.1, NP_015427.1	6183.Smp_050940.1
OG0000432	NP_012628.3, NP_015368.1	6183.Smp_105320.1
OG0000433	NP_009960.2, NP_012344.1	6183.Smp_053830.1
OG0000434	NP_009638.1, NP_010344.1	6183.Smp_068000.1
OG0000435	NP_012160.2	6183.Smp_070610.2, 6183.Smp_095470.1
OG0000436	NP_010736.3	6183.Smp_004040.1, 6183.Smp_066720.1
OG0000437	NP_012433.1	6183.Smp_165720.1, 6183.Smp_165840.1
OG0000438	NP_009761.4	6183.Smp_032500.1, 6183.Smp_161880.1
OG0000439	NP_010739.3, NP_013685.1	6183.Smp_035650.1
OG0000440	NP_009675.3, NP_015399.1	6183.Smp_059790.2
OG0000441	NP_014293.1, NP_014752.3	6183.Smp_159670.1
OG0000442	NP_012407.2	6183.Smp_026510.1, 6183.Smp_151670.1
OG0000443	NP_009410.1	6183.Smp_176970.1, 6183.Smp_177920.1
OG0000444	NP_012795.1, NP_013823.1	6183.Smp_180530.1
OG0000445	NP_009576.1, NP_010292.1	6183.Smp_078400.1
OG0000446	NP_011079.3, NP_011313.1, NP_012005.1	
OG0000447	NP_013742.1	6183.Smp_141040.1, 6183.Smp_166080.2
OG0000448	NP_010126.1, NP_013311.1	6183.Smp_082490.1
OG0000449	NP_009537.1	6183.Smp_047900.1, 6183.Smp_142050.1
OG0000450	NP_012394.1	6183.Smp_141230.1, 6183.Smp_150860.1
OG0000451	NP_013081.1	6183.Smp_058620.1, 6183.Smp_134560.1
OG0000452	NP_009343.1	6183.Smp_030370.1, 6183.Smp_043150.1
OG0000453	NP_011636.3, NP_014257.1, NP_015464.1	
OG0000454	NP_012220.3	6183.Smp_021290.1, 6183.Smp_142850.1
OG0000455	NP_013884.1	6183.Smp_022330.1, 6183.Smp_136540.1
OG0000456	NP_014391.1	6183.Smp_020920.1, 6183.Smp_104730.1
OG0000457	NP_011610.3	6183.Smp_058130.1, 6183.Smp_093630.2
OG0000458	NP_012402.1, NP_012978.1	6183.Smp_055190.1
OG0000459	NP_012233.1, NP_015305.1	6183.Smp_033260.2
OG0000460	NP_014779.1	6183.Smp_196160.1, 6183.Smp_203680.1
OG0000461	NP_012890.1, NP_014630.1	6183.Smp_157360.1
OG0000462	NP_013126.1	6183.Smp_015440.1, 6183.Smp_176270.1
OG0000463	NP_010558.3, NP_014683.1	6183.Smp_091010.1
OG0000464	NP_012916.1, NP_013444.1	6183.Smp_009690.1
OG0000465	NP_011730.1, NP_013149.1	6183.Smp_179180.1
OG0000466	NP_014888.1	6183.Smp_158510.1, 6183.Smp_158520.1
OG0000467	NP_010384.3, NP_011104.3	6183.Smp_034840.2
OG0000468	NP_010699.1	6183.Smp_019880.1, 6183.Smp_059350.2
OG0000469	NP_010439.1, NP_013633.1	6183.Smp_040130.1
OG0000470	NP_012842.1, NP_015277.1	6183.Smp_083410.1
OG0000471	NP_009995.1, NP_010590.3, NP_014425.3	
OG0000472	NP_010706.3, NP_010860.1	6183.Smp_012750.1
OG0000473	NP_014877.3, NP_015182.1	6183.Smp_061200.1
OG0000474	NP_009694.3	6183.Smp_162340.1, 6183.Smp_189130.1
OG0000475	NP_012600.1, NP_012719.2	6183.Smp_122910.1
