Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	protein_mansoni
OG0001116	NP_012414.1	NP_610298.2	NP_498620.1	6183.Smp_104580.1
OG0001117	NP_013273.1	NP_524452.4	NP_496427.1	6183.Smp_025570.1
OG0001118	NP_014343.1	NP_476813.1		6183.Smp_022990.1, 6183.Smp_091240.1
OG0001119	NP_011736.1	NP_511166.2	NP_498045.2	6183.Smp_087440.1
OG0001120	NP_010626.1	NP_524867.2	NP_492523.1	6183.Smp_083180.2
OG0001121	NP_011830.1, NP_013055.1	NP_511063.1		6183.Smp_210310.1
OG0001122	NP_012230.3	NP_477005.1	NP_496336.1	6183.Smp_186650.1
OG0001123	NP_011439.1, NP_015126.1		NP_490676.1	6183.Smp_101450.1
OG0001124	NP_012438.1	NP_609534.1	NP_504740.2	6183.Smp_022700.2
OG0001125	NP_011524.1, NP_013432.1		NP_492480.1	6183.Smp_123490.1
OG0001126	NP_014793.1	NP_523598.2	NP_492067.1	6183.Smp_121790.1
OG0001127	NP_009712.1	NP_610630.1	NP_491961.1	6183.Smp_126370.1
OG0001128	NP_012603.1	NP_608890.1	NP_498121.1	6183.Smp_063120.1
OG0001129	NP_012961.3		NP_490974.1	6183.Smp_055880.2, 6183.Smp_079000.1
OG0001130	NP_015456.2	NP_608331.1	NP_505053.1	6183.Smp_048260.2
OG0001131	NP_012551.2	NP_523428.1	NP_494393.2	6183.Smp_162890.1
OG0001132	NP_010880.3, NP_012581.3	NP_611878.1		6183.Smp_039400.1
OG0001133	NP_014788.1	NP_608387.1	NP_496099.1	6183.Smp_073080.2
OG0001134	NP_012657.1	NP_523382.1	NP_502077.1	6183.Smp_093440.1
OG0001135	NP_010201.1, NP_013862.1	NP_523530.1		6183.Smp_022640.1
OG0001136	NP_009748.3, NP_015244.1		NP_496384.1	6183.Smp_180000.1
OG0001137	NP_014303.3, NP_014739.1		NP_492708.1	6183.Smp_021140.1
OG0001138	NP_014178.1	NP_572236.3	NP_498408.1	6183.Smp_084810.1
OG0001139	NP_012591.1		NP_496151.1	6183.Smp_001360.1, 6183.Smp_032810.1
OG0001140	NP_013963.1	NP_523391.3	NP_499814.1	6183.Smp_166980.1
OG0001141	NP_013957.1, NP_014936.1		NP_491398.1	6183.Smp_066890.1
OG0001142	NP_013279.1, NP_013280.1	NP_476998.1	NP_502042.1	
OG0001143	NP_012358.1, NP_012741.1	NP_572346.1		6183.Smp_024850.1
OG0001144	NP_011990.1	NP_611509.1	NP_499777.1	6183.Smp_064520.1
OG0001145	NP_014942.4	NP_524110.1	NP_502166.1	6183.Smp_140680.1
OG0001146	NP_011548.2, NP_013448.1		NP_495823.1	6183.Smp_098960.1
OG0001147	NP_013175.1	NP_572335.1	NP_499552.1	6183.Smp_070130.1
OG0001148	NP_014097.1, NP_014520.1	NP_523376.1		6183.Smp_174950.1
OG0001149	NP_010163.1	NP_511094.1	NP_495183.1	6183.Smp_137190.1
OG0001150	NP_015425.1	NP_523828.1	NP_492686.1	6183.Smp_034430.1
OG0001151	NP_012865.1	NP_524467.1	NP_499644.1	6183.Smp_071830.1
OG0001152	NP_009649.1, NP_011869.1	NP_611606.1		6183.Smp_016130.1
OG0001153	NP_009693.3	NP_476947.1	NP_490896.1	6183.Smp_158910.1
OG0001154	NP_015052.1	NP_524682.1	NP_504198.1	6183.Smp_064330.1
OG0001155	NP_010425.1		NP_493252.3	6183.Smp_164120.1, 6183.Smp_164130.1
OG0001156	NP_014975.2	NP_476821.1	NP_496592.1	6183.Smp_161380.1
OG0001157	NP_014272.3		NP_495467.2	6183.Smp_086920.1, 6183.Smp_169400.1
OG0001158	NP_012327.1	NP_610737.1	NP_491371.1	6183.Smp_105080.1
OG0001159	NP_013961.1	NP_477315.1	NP_492581.1, NP_496121.2	
OG0001160	NP_013215.1	NP_572901.1	NP_498416.2	6183.Smp_152140.1
OG0001161	NP_009639.3	NP_511169.1		6183.Smp_066050.1, 6183.Smp_141830.1
OG0001162	NP_012476.1		NP_491556.1, NP_505237.1	6183.Smp_197500.1
OG0001163	NP_011404.1	NP_610200.1	NP_506824.1	6183.Smp_156570.1
OG0001164	NP_013611.1	NP_610024.1	NP_496289.2	6183.Smp_210960.1
OG0001165	NP_015473.1	NP_612097.1	NP_492129.2, NP_510156.2	
OG0001166	NP_010660.1	NP_608658.1	NP_491172.2	6183.Smp_007500.1
OG0001167	NP_013117.1	NP_611208.1		6183.Smp_028190.1, 6183.Smp_171620.1
OG0001168	NP_014821.3		NP_500392.1	6183.Smp_153700.1, 6183.Smp_167660.1
OG0001169	NP_013928.1	NP_476866.1	NP_492025.1	6183.Smp_010260.1
OG0001170	NP_012997.3	NP_524938.1	NP_498632.1	6183.Smp_207000.1
OG0001171	NP_011596.1		NP_492941.2, NP_506092.1	6183.Smp_136210.1
OG0001172	NP_011918.1	NP_477217.1	NP_499681.1	6183.Smp_148800.1
OG0001173	NP_012423.1, NP_012962.3		NP_502613.2	6183.Smp_139250.1
OG0001174	NP_014462.1	NP_611385.1, NP_611387.1	NP_504650.1	
OG0001175	NP_014409.1	NP_611206.3	NP_502350.1	6183.Smp_207070.1
OG0001176	NP_011584.2, NP_013475.1			6183.Smp_012580.1, 6183.Smp_155990.1
OG0001177	NP_011614.1		NP_502598.2, NP_502599.2	6183.Smp_150050.1
OG0001178	NP_011748.3		NP_503525.2	6183.Smp_125690.1, 6183.Smp_198360.1
OG0001179	NP_010771.1, NP_012396.1, NP_012987.3, NP_014742.1			
OG0001180		NP_476968.1, NP_608915.2	NP_491501.1, NP_496251.1	
OG0001181		NP_511057.1, NP_524586.1	NP_497700.1	6183.Smp_132670.1
OG0001182		NP_477047.1	NP_498741.3	6183.Smp_003980.1, 6183.Smp_089460.2
OG0001183		NP_569908.1	NP_496057.1	6183.Smp_175930.1, 6183.Smp_194950.1
OG0001184		NP_524059.4	NP_492958.3	6183.Smp_041280.1, 6183.Smp_131780.1
OG0001185		NP_611023.1	NP_502414.1, NP_502415.1	6183.Smp_084540.2
OG0001186		NP_524080.1	NP_492620.1, NP_502888.2	6183.Smp_058790.1
OG0001187		NP_525047.1	NP_509396.1	6183.Smp_037210.1, 6183.Smp_176990.1
OG0001188		NP_523525.2	NP_492193.2	6183.Smp_084090.1, 6183.Smp_148200.1
OG0001189		NP_524532.2	NP_498069.1	6183.Smp_159790.1, 6183.Smp_198590.1
OG0001190		NP_608501.1	NP_491325.1, NP_509886.1	6183.Smp_025100.1
OG0001191		NP_611584.1	NP_493275.1, NP_493276.1	6183.Smp_176630.1
OG0001192		NP_611295.1	NP_494753.3, NP_498374.1	6183.Smp_093220.1
OG0001193		NP_477213.1	NP_500141.1	6183.Smp_123290.1, 6183.Smp_168670.1
OG0001194		NP_476592.1	NP_495743.1	6183.Smp_135230.1, 6183.Smp_171580.1
OG0001195		NP_523778.2, NP_524453.1	NP_498761.2	6183.Smp_169750.1
OG0001196		NP_573044.1	NP_502126.1, NP_502648.2	6183.Smp_136910.1
OG0001197		NP_573246.1, NP_608976.1	NP_505414.1	6183.Smp_193410.1
OG0001198		NP_569994.1, NP_609103.1	NP_492764.2	6183.Smp_029940.2
OG0001199		NP_608836.1	NP_507508.2	6183.Smp_153880.1, 6183.Smp_196800.1
OG0001200		NP_477139.1, NP_477341.2	NP_508684.4	6183.Smp_156580.1
OG0001201		NP_476759.1	NP_495962.2	6183.Smp_093930.2, 6183.Smp_165470.1
OG0001202		NP_477497.1	NP_497641.2, NP_498687.2, NP_506256.3	
OG0001203		NP_477503.1, NP_572982.1	NP_495846.1	6183.Smp_094500.1
OG0001204		NP_608888.2	NP_493106.1, NP_501564.1	6183.Smp_153490.1
OG0001205		NP_611051.2	NP_491349.1, NP_491350.1	6183.Smp_048240.1
OG0001206		NP_609741.3	NP_499692.1, NP_510091.2	6183.Smp_176100.1
OG0001207		NP_572579.3	NP_493353.3, NP_495833.1	6183.Smp_066930.1
OG0001208		NP_610826.1	NP_499472.1	6183.Smp_000530.1, 6183.Smp_157270.1
OG0001209		NP_524662.1	NP_497936.2, NP_505713.1	6183.Smp_175210.1
OG0001210		NP_611556.2	NP_491902.4	6183.Smp_177280.1, 6183.Smp_186740.1
OG0001211		NP_524444.3	NP_507241.2, NP_508475.2	6183.Smp_059150.1
OG0001212		NP_476755.1, NP_524199.1	NP_510199.1	6183.Smp_179650.1
OG0001213		NP_608489.2	NP_509219.1	6183.Smp_176770.1, 6183.Smp_211000.1
OG0001214		NP_523776.1, NP_610572.1	NP_498918.3	6183.Smp_212420.1
OG0001215		NP_609258.1	NP_499293.2	6183.Smp_168450.1, 6183.Smp_193030.1
OG0001216		NP_572242.1	NP_506133.2, NP_506134.3	6183.Smp_078610.1
OG0001217		NP_477423.1	NP_499926.1, NP_501178.1	6183.Smp_154470.1
OG0001218		NP_523574.4, NP_524102.1	NP_490728.2	6183.Smp_015220.1
OG0001219		NP_610523.2	NP_499948.1, NP_503716.1, NP_507051.2	
OG0001220		NP_610499.2	NP_508491.1	6183.Smp_008340.1, 6183.Smp_147840.1
OG0001221		NP_609500.1	NP_504684.2	6183.Smp_142970.1, 6183.Smp_142980.1
OG0001222		NP_476710.2, NP_572592.1, NP_611641.6	NP_504743.3	
OG0001223		NP_610892.1, NP_610900.1, NP_611132.1, NP_611134.1		
OG0001224		NP_611929.1	NP_490811.3, NP_499182.1	6183.Smp_047440.1
OG0001225		NP_573024.1		6183.Smp_098570.1, 6183.Smp_131350.1, 6183.Smp_136310.1
OG0001226		NP_536791.1, NP_610228.1	NP_502171.1	6183.Smp_089880.1
OG0001227		NP_569850.1, NP_609560.2	NP_496483.2	6183.Smp_044850.1
OG0001228		NP_573096.1, NP_609864.1	NP_493364.1	6183.Smp_128570.1
OG0001229		NP_570059.2, NP_572456.1	NP_495728.1	6183.Smp_010110.1
OG0001230		NP_610783.1	NP_501770.1, NP_501771.1	6183.Smp_169640.1
OG0001231		NP_608897.1	NP_505741.2, NP_509929.2	6183.Smp_103210.1
OG0001232		NP_524103.2	NP_501843.1, NP_508150.1	6183.Smp_009830.1
OG0001233		NP_609642.1		6183.Smp_047060.1, 6183.Smp_177970.1, 6183.Smp_185160.1
OG0001234		NP_511155.1	NP_509165.1	6183.Smp_146840.1, 6183.Smp_151310.1
OG0001235		NP_524712.1	NP_509791.4	6183.Smp_082740.1, 6183.Smp_151580.1
OG0001236		NP_476704.1	NP_499845.1	6183.Smp_021590.1, 6183.Smp_180150.1
OG0001237		NP_476768.1, NP_476895.1	NP_497311.2	6183.Smp_151880.1
OG0001238		NP_610795.1	NP_497292.1, NP_510277.1	6183.Smp_096240.1
OG0001239		NP_609293.2	NP_499267.1, NP_509659.3	6183.Smp_159140.1
OG0001240		NP_608352.2	NP_499891.1	6183.Smp_171530.1, 6183.Smp_210410.1
OG0001241		NP_524599.1	NP_497452.1	6183.Smp_126730.1, 6183.Smp_149770.1
OG0001242		NP_609726.1	NP_491095.3	6183.Smp_028690.1, 6183.Smp_131890.1
OG0001243		NP_608735.2	NP_498671.2	6183.Smp_082420.1, 6183.Smp_082430.1
OG0001244		NP_572995.1	NP_497474.3, NP_505749.3	6183.Smp_124390.1
OG0001245		NP_477177.1	NP_508500.1, NP_508501.1	6183.Smp_012570.1
OG0001246		NP_476898.1	NP_495584.4	6183.Smp_007690.1, 6183.Smp_174920.1
OG0001247		NP_524776.1	NP_492548.1, NP_508151.1	6183.Smp_174580.1
OG0001248		NP_609753.1, NP_611635.1	NP_508025.1	6183.Smp_049140.1
OG0001249		NP_523592.1	NP_492372.2, NP_502928.3	6183.Smp_000620.1
OG0001250		NP_476810.1	NP_501822.1, NP_505154.1	6183.Smp_145140.1
OG0001251		NP_573122.1	NP_496603.2, NP_496606.2	6183.Smp_021600.1
OG0001252		NP_524300.1, NP_524783.1	NP_504694.1	6183.Smp_172440.1
OG0001253		NP_608988.1	NP_496183.1, NP_497013.1, NP_498652.1	
OG0001254		NP_569979.1	NP_510541.1	6183.Smp_006750.1, 6183.Smp_006760.1
OG0001255		NP_609590.1	NP_505775.3	6183.Smp_018160.1, 6183.Smp_077120.1
OG0001256		NP_523659.1	NP_493574.2	6183.Smp_142250.1, 6183.Smp_194390.1
OG0001257		NP_476658.1	NP_496358.1	6183.Smp_051920.2, 6183.Smp_055740.1
OG0001258		NP_609036.1	NP_501149.1, NP_502605.2	6183.Smp_074940.1
OG0001259			NP_494511.2, NP_494542.1, NP_494543.1, NP_494548.1	
OG0001260			NP_493746.1	6183.Smp_007180.1, 6183.Smp_120320.1, 6183.Smp_149300.1
OG0001261			NP_493366.1, NP_497772.2, NP_510000.2	6183.Smp_150560.1
OG0001262			NP_506127.1, NP_506128.1	6183.Smp_014780.2, 6183.Smp_034550.1
OG0001263			NP_499704.1, NP_499705.1, NP_508961.3, NP_510369.2	
OG0001264			NP_500813.3, NP_501758.2, NP_501993.1, NP_502040.2	
OG0001265			NP_495772.2, NP_499720.1, NP_502272.1, NP_509266.1	
OG0001266			NP_498146.1, NP_505327.2, NP_508580.2	6183.Smp_171030.1
OG0001267			NP_491657.2, NP_492100.1, NP_492454.1, NP_498458.1	
OG0001268			NP_493231.1	6183.Smp_047420.1, 6183.Smp_176120.1, 6183.Smp_205270.1
OG0001269			NP_496037.1, NP_496039.1, NP_496218.2, NP_496219.1	
OG0001270			NP_494897.3, NP_501419.2	6183.Smp_020340.1, 6183.Smp_133210.1
OG0001271			NP_492529.2, NP_494371.1, NP_500555.2, NP_510003.2	
OG0001272			NP_497918.1, NP_501911.1, NP_504274.2, NP_505666.2	
OG0001273			NP_499988.1, NP_501996.2, NP_503771.1, NP_504388.2	
OG0001274			NP_490662.1, NP_505098.1	6183.Smp_064650.1, 6183.Smp_178800.1
OG0001275			NP_499400.2, NP_499959.1, NP_509176.2, NP_510558.2	
OG0001276			NP_499007.1, NP_499014.1	6183.Smp_140800.1, 6183.Smp_143300.1
OG0001277			NP_495588.2, NP_500723.1, NP_504708.1, NP_505019.2	
OG0001278			NP_503823.2, NP_504044.3, NP_504045.1, NP_504052.1	
OG0001279			NP_505690.2	6183.Smp_094390.1, 6183.Smp_170370.1, 6183.Smp_170450.1
OG0001280			NP_506137.1	6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1
OG0001281			NP_499356.1, NP_501968.2, NP_501972.1, NP_503352.1	
OG0001282			NP_506504.2, NP_506506.1, NP_506508.2, NP_506510.2	
OG0001283			NP_498599.1, NP_503790.1, NP_506678.2	6183.Smp_145930.1
OG0001284			NP_498011.1, NP_500993.1, NP_505658.1, NP_506323.1	
OG0001285			NP_491698.1, NP_492793.1, NP_497801.2	6183.Smp_012810.1
OG0001286			NP_494789.1, NP_494790.2	6183.Smp_092390.1, 6183.Smp_133160.1
OG0001287			NP_491731.2, NP_491732.2	6183.Smp_125050.1, 6183.Smp_125340.1
OG0001288			NP_491605.2, NP_491606.2, NP_491607.2	6183.Smp_137440.1
OG0001289			NP_498029.2	6183.Smp_020090.1, 6183.Smp_155090.1, 6183.Smp_155100.1
OG0001290			NP_491979.1, NP_491980.1, NP_495945.2, NP_509006.2	
OG0001291			NP_492683.1, NP_501063.1	6183.Smp_077030.1, 6183.Smp_089930.1
OG0001292			NP_502341.1, NP_506042.1, NP_509562.1	6183.Smp_090220.1
OG0001293			NP_490706.2, NP_497807.1, NP_500819.1	6183.Smp_092780.2
OG0001294			NP_503189.2, NP_504963.1, NP_507364.1, NP_507429.1	
OG0001295			NP_501241.1, NP_510489.1	6183.Smp_042300.2, 6183.Smp_075120.1
OG0001296			NP_493240.2, NP_493398.1, NP_495669.1, NP_497886.2	
OG0001297			NP_491053.4	6183.Smp_016680.1, 6183.Smp_125630.1, 6183.Smp_131260.1
OG0001298			NP_492188.1, NP_495572.3, NP_495806.1, NP_509275.2	
OG0001299			NP_491965.1, NP_493661.1, NP_502380.1, NP_505503.1	
OG0001300			NP_493472.1, NP_500411.3, NP_502353.1, NP_502846.2	
OG0001301			NP_508350.1, NP_508359.1, NP_510482.1, NP_510483.1	
OG0001302			NP_491364.2, NP_491910.2, NP_505421.3, NP_508030.4	
OG0001303			NP_498656.3, NP_500341.1, NP_500985.4, NP_509270.1	
OG0001304			NP_503056.4, NP_505883.1, NP_509416.2	6183.Smp_000900.1
OG0001305			NP_502887.1, NP_504228.2, NP_509685.2, NP_509865.1	
OG0001306			NP_504746.1, NP_505004.1, NP_505299.1, NP_506168.2	
OG0001307			NP_500372.1, NP_501172.2, NP_501380.1, NP_510520.4	
OG0001308			NP_494934.3, NP_494983.1, NP_494984.5, NP_495875.2	
OG0001309			NP_493322.2, NP_500586.2, NP_501394.1	6183.Smp_169510.1
OG0001310			NP_499947.1, NP_500412.1, NP_501955.2, NP_510250.3	
OG0001311			NP_502396.2, NP_502621.3	6183.Smp_011560.1, 6183.Smp_013370.3
OG0001312			NP_498017.1, NP_501810.2	6183.Smp_135920.1, 6183.Smp_170870.1
OG0001313			NP_499646.3	6183.Smp_129700.1, 6183.Smp_147690.1, 6183.Smp_147700.1
OG0001314			NP_496565.2, NP_496566.1, NP_500084.2	6183.Smp_126160.1
OG0001315			NP_502615.1, NP_502624.1, NP_506687.2, NP_506726.2	
OG0001316			NP_494805.3, NP_496432.2, NP_497005.2	6183.Smp_196110.1
OG0001317			NP_494750.1, NP_495020.1, NP_497022.1, NP_498491.1	
OG0001318			NP_494813.2, NP_494814.1, NP_494815.1, NP_494816.2	
OG0001319			NP_499975.2, NP_506804.2, NP_506807.1, NP_506808.2	
OG0001320			NP_493468.2	6183.Smp_159450.1, 6183.Smp_173870.1, 6183.Smp_198240.1
OG0001321				6183.Smp_000160.1, 6183.Smp_008710.1, 6183.Smp_104970.1, 6183.Smp_189490.1
OG0001322				6183.Smp_001050.1, 6183.Smp_080650.1, 6183.Smp_147320.1, 6183.Smp_151100.1
OG0001323				6183.Smp_007270.1, 6183.Smp_018010.1, 6183.Smp_161970.1, 6183.Smp_163360.1
OG0001324				6183.Smp_008170.1, 6183.Smp_126580.1, 6183.Smp_166620.1, 6183.Smp_166910.1
OG0001325				6183.Smp_010720.1, 6183.Smp_010770.1, 6183.Smp_051810.1, 6183.Smp_130370.1
OG0001326				6183.Smp_022480.1, 6183.Smp_165170.1, 6183.Smp_173720.1, 6183.Smp_199590.1
OG0001327				6183.Smp_023620.1, 6183.Smp_095620.2, 6183.Smp_121940.1, 6183.Smp_125440.1
OG0001328				6183.Smp_024180.2, 6183.Smp_101970.1, 6183.Smp_135250.1, 6183.Smp_157110.1
OG0001329				6183.Smp_027820.1, 6183.Smp_126880.1, 6183.Smp_137250.1, 6183.Smp_168430.1
OG0001330				6183.Smp_029070.1, 6183.Smp_100310.1, 6183.Smp_106410.1, 6183.Smp_177260.1
OG0001331				6183.Smp_030650.1, 6183.Smp_138730.1, 6183.Smp_138750.1, 6183.Smp_212520.1
OG0001332				6183.Smp_032970.1, 6183.Smp_032980.1, 6183.Smp_032990.1, 6183.Smp_139970.1
OG0001333				6183.Smp_035540.1, 6183.Smp_147960.1, 6183.Smp_147980.1, 6183.Smp_167300.1
OG0001334				6183.Smp_037540.2, 6183.Smp_052510.1, 6183.Smp_142810.1, 6183.Smp_156550.1
OG0001335				6183.Smp_043570.1, 6183.Smp_044750.1, 6183.Smp_046290.1, 6183.Smp_145660.1
OG0001336				6183.Smp_043920.1, 6183.Smp_158370.1, 6183.Smp_161800.1, 6183.Smp_210200.1
OG0001337				6183.Smp_061510.1, 6183.Smp_128100.1, 6183.Smp_155220.1, 6183.Smp_156960.2
OG0001338				6183.Smp_062240.1, 6183.Smp_123600.1, 6183.Smp_155640.1, 6183.Smp_168860.1
OG0001339				6183.Smp_069240.1, 6183.Smp_081250.1, 6183.Smp_129380.1, 6183.Smp_194710.1
OG0001340				6183.Smp_070370.1, 6183.Smp_070380.1, 6183.Smp_075500.1, 6183.Smp_198560.1
OG0001341				6183.Smp_073450.1, 6183.Smp_124760.1, 6183.Smp_157380.1, 6183.Smp_184180.1
OG0001342				6183.Smp_081900.2, 6183.Smp_081920.1, 6183.Smp_166340.1, 6183.Smp_166350.1
OG0001343				6183.Smp_088700.1, 6183.Smp_088720.1, 6183.Smp_170410.1, 6183.Smp_170420.1
OG0001344				6183.Smp_089780.1, 6183.Smp_099640.1, 6183.Smp_179310.1, 6183.Smp_205110.1
OG0001345				6183.Smp_105020.1, 6183.Smp_128750.1, 6183.Smp_157020.1, 6183.Smp_197080.1
OG0001346				6183.Smp_108600.1, 6183.Smp_175890.1, 6183.Smp_181700.1, 6183.Smp_187110.1
OG0001347				6183.Smp_110050.1, 6183.Smp_120420.1, 6183.Smp_164810.1, 6183.Smp_182530.1
OG0001348				6183.Smp_113530.1, 6183.Smp_178240.1, 6183.Smp_184460.1, 6183.Smp_185350.1
OG0001349				6183.Smp_118890.1, 6183.Smp_120260.1, 6183.Smp_168440.1, 6183.Smp_193740.1
OG0001350				6183.Smp_119140.1, 6183.Smp_161760.1, 6183.Smp_201920.1, 6183.Smp_203290.1
OG0001351				6183.Smp_119320.1, 6183.Smp_133490.1, 6183.Smp_134260.1, 6183.Smp_198810.1
OG0001352				6183.Smp_119580.1, 6183.Smp_134700.1, 6183.Smp_134710.1, 6183.Smp_134720.1
OG0001353				6183.Smp_125510.1, 6183.Smp_129830.1, 6183.Smp_135730.1, 6183.Smp_147830.1
OG0001354				6183.Smp_126140.1, 6183.Smp_170280.1, 6183.Smp_173540.1, 6183.Smp_181010.1
OG0001355				6183.Smp_128640.1, 6183.Smp_155520.1, 6183.Smp_155540.1, 6183.Smp_160150.1
OG0001356				6183.Smp_129000.1, 6183.Smp_133070.1, 6183.Smp_133080.1, 6183.Smp_133090.1
OG0001357				6183.Smp_133250.1, 6183.Smp_133690.1, 6183.Smp_135340.1, 6183.Smp_150730.1
OG0001358				6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1
OG0001359				6183.Smp_141550.1, 6183.Smp_141560.1, 6183.Smp_160250.1, 6183.Smp_193710.1
OG0001360				6183.Smp_142280.1, 6183.Smp_142290.1, 6183.Smp_153100.1, 6183.Smp_212410.1
OG0001361				6183.Smp_146240.1, 6183.Smp_169430.1, 6183.Smp_170290.1, 6183.Smp_205400.1
OG0001362				6183.Smp_163110.1, 6183.Smp_164880.1, 6183.Smp_194800.1, 6183.Smp_194810.1
OG0001363				6183.Smp_168300.1, 6183.Smp_179960.1, 6183.Smp_184360.1, 6183.Smp_193860.1
OG0001364				6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1
OG0001365				6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1
OG0001366				6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1
OG0001367	NP_010423.4			6183.Smp_125770.2, 6183.Smp_130170.1
OG0001368	NP_010877.3		NP_496488.2	6183.Smp_061920.1
OG0001369	NP_011624.1, NP_012184.1, NP_058162.3			
OG0001370	NP_012421.2, NP_058133.1, NP_058134.1			
OG0001371	NP_010113.1	NP_524310.1		6183.Smp_044440.1
OG0001372	NP_009582.1		NP_496800.1	6183.Smp_026310.1
OG0001373	NP_012711.1, NP_014431.1, NP_014947.3			
OG0001374	NP_013733.1	NP_610641.1	NP_504456.1	
OG0001375	NP_012111.1		NP_506640.2	6183.Smp_121990.1
OG0001376	NP_013350.1, NP_014384.3, NP_015098.1			
OG0001377	NP_010376.3		NP_499717.1	6183.Smp_124460.1
OG0001378	NP_015178.1		NP_495407.1, NP_495408.1	
OG0001379	NP_015106.1		NP_500582.1	6183.Smp_073590.1
OG0001380	NP_012768.1		NP_506245.1	6183.Smp_017290.3
OG0001381	NP_015437.1		NP_502432.1	6183.Smp_141240.1
OG0001382	NP_013217.1		NP_503033.1	6183.Smp_021540.1
OG0001383	NP_015147.1	NP_524396.1		6183.Smp_166430.1
OG0001384	NP_015282.1		NP_497077.2	6183.Smp_133470.1
OG0001385	NP_014964.1	NP_511058.1		6183.Smp_067420.1
OG0001386	NP_012913.3	NP_608738.1		6183.Smp_056640.1
OG0001387	NP_009621.3		NP_502014.2	6183.Smp_025130.1
OG0001388	NP_014448.1	NP_609150.2	NP_499884.1	
OG0001389	NP_014800.3		NP_493271.1	6183.Smp_073410.1
OG0001390	NP_012533.1		NP_500125.2	6183.Smp_034490.1
OG0001391	NP_011769.1		NP_492765.1	6183.Smp_032580.2
OG0001392	NP_011651.3	NP_476691.1		6183.Smp_070930.1
OG0001393	NP_011020.3		NP_494913.1	6183.Smp_121430.2
OG0001394	NP_011504.3		NP_506571.1	6183.Smp_207080.1
OG0001395	NP_015007.1		NP_496177.2	6183.Smp_092280.1
OG0001396	NP_116708.1		NP_492354.1	6183.Smp_056500.1
OG0001397	NP_013243.1		NP_502669.2	6183.Smp_170690.1
OG0001398	NP_014980.3		NP_491281.1	6183.Smp_038240.1
OG0001399	NP_010883.3	NP_609490.1		6183.Smp_164540.1
OG0001400	NP_009386.1			6183.Smp_153410.1, 6183.Smp_172280.1
OG0001401	NP_013490.3		NP_492215.1	6183.Smp_180010.1
OG0001402	NP_014015.1		NP_497853.1	6183.Smp_141630.1
OG0001403	NP_010382.3		NP_491163.1	6183.Smp_042670.2
OG0001404	NP_116652.1		NP_495451.1	6183.Smp_172620.1
OG0001405	NP_010241.1		NP_502290.1	6183.Smp_076880.1
OG0001406	NP_010494.1		NP_491576.2	6183.Smp_124970.1
OG0001407	NP_011891.1		NP_495659.1	6183.Smp_064350.1
OG0001408	NP_011280.1	NP_523497.2	NP_509122.2	
OG0001409	NP_015467.1	NP_476651.1	NP_496446.3	
OG0001410	NP_012145.1, NP_012146.1, NP_014334.3			
OG0001411	NP_014986.3	NP_523743.1		6183.Smp_129500.1
OG0001412	NP_009734.1		NP_495822.1	6183.Smp_045250.1
OG0001413	NP_015504.1		NP_492363.1	6183.Smp_169060.1
OG0001414	NP_011378.1		NP_493151.1	6183.Smp_015090.1
OG0001415	NP_014082.1			6183.Smp_049510.1, 6183.Smp_062970.1
OG0001416	NP_015174.1	NP_572778.1		6183.Smp_104870.1
OG0001417	NP_009992.1, NP_014587.1			6183.Smp_130050.1
OG0001418	NP_013064.1	NP_523783.1		6183.Smp_167150.1
OG0001419	NP_012709.1		NP_496146.1	6183.Smp_017750.1
OG0001420	NP_013850.1		NP_498091.1	6183.Smp_022660.1
OG0001421	NP_013533.1	NP_572352.1		6183.Smp_012720.1
OG0001422	NP_014450.3		NP_499553.1	6183.Smp_021870.1
OG0001423	NP_014915.3		NP_491655.1	6183.Smp_040450.1
OG0001424	NP_012864.1	NP_611884.1		6183.Smp_039640.2
OG0001425	NP_013323.1		NP_496100.1	6183.Smp_050470.1
OG0001426	NP_014004.1		NP_492423.2	6183.Smp_131560.1
OG0001427	NP_010529.3		NP_498260.2	6183.Smp_093690.2
OG0001428	NP_014017.1		NP_492779.1	6183.Smp_094020.1
OG0001429	NP_013378.1	NP_523434.2		6183.Smp_095920.1
OG0001430	NP_014311.3		NP_496536.1	6183.Smp_065840.1
OG0001431	NP_012598.1	NP_523707.1		6183.Smp_063420.1
OG0001432	NP_010138.1		NP_495750.1	6183.Smp_004600.1
OG0001433	NP_010474.3	NP_573066.1		6183.Smp_004990.1
OG0001434	NP_010498.1		NP_495722.1	6183.Smp_017360.1
OG0001435	NP_012424.1		NP_503522.1	6183.Smp_149900.1
OG0001436	NP_012526.1		NP_500035.3	6183.Smp_046090.2
OG0001437	NP_012520.1		NP_494218.2	6183.Smp_041740.1
OG0001438	NP_015502.1	NP_524894.1		6183.Smp_150160.1
OG0001439	NP_011639.3	NP_524946.1		6183.Smp_090860.1
OG0001440	NP_012073.1		NP_501103.1	6183.Smp_011570.1
