Orthogroup	kog_droso_pos_go	protein_mansoni
OG0000275		6183.Smp_004190.1, 6183.Smp_123010.1, 6183.Smp_176930.1, 6183.Smp_176940.1
OG0000276		6183.Smp_005210.1, 6183.Smp_091990.1, 6183.Smp_093280.1, 6183.Smp_138780.1
OG0000277		6183.Smp_008170.1, 6183.Smp_126580.1, 6183.Smp_166620.1, 6183.Smp_166910.1
OG0000278		6183.Smp_010720.1, 6183.Smp_010770.1, 6183.Smp_051810.1, 6183.Smp_130370.1
OG0000279		6183.Smp_012900.1, 6183.Smp_070200.1, 6183.Smp_129720.1, 6183.Smp_161750.1
OG0000280		6183.Smp_013070.1, 6183.Smp_143500.1, 6183.Smp_143510.1, 6183.Smp_196950.1
OG0000281		6183.Smp_018590.1, 6183.Smp_080030.1, 6183.Smp_159560.1, 6183.Smp_175500.1
OG0000282		6183.Smp_019760.1, 6183.Smp_105700.1, 6183.Smp_128140.1, 6183.Smp_156920.1
OG0000283		6183.Smp_019990.1, 6183.Smp_034400.1, 6183.Smp_060700.1, 6183.Smp_143060.1
OG0000284		6183.Smp_024180.2, 6183.Smp_101970.1, 6183.Smp_135250.1, 6183.Smp_157110.1
OG0000285		6183.Smp_027820.1, 6183.Smp_126880.1, 6183.Smp_137250.1, 6183.Smp_168430.1
OG0000286		6183.Smp_029070.1, 6183.Smp_100310.1, 6183.Smp_106410.1, 6183.Smp_177260.1
OG0000287		6183.Smp_032970.1, 6183.Smp_032980.1, 6183.Smp_032990.1, 6183.Smp_139970.1
OG0000288		6183.Smp_035160.1, 6183.Smp_035180.1, 6183.Smp_094560.1, 6183.Smp_160780.1
OG0000289		6183.Smp_035540.1, 6183.Smp_147960.1, 6183.Smp_147980.1, 6183.Smp_167300.1
OG0000290		6183.Smp_036180.1, 6183.Smp_131190.1, 6183.Smp_131200.1, 6183.Smp_163080.1
OG0000291		6183.Smp_037930.1, 6183.Smp_042630.1, 6183.Smp_042650.1, 6183.Smp_061500.1
OG0000292		6183.Smp_043570.1, 6183.Smp_044750.1, 6183.Smp_046290.1, 6183.Smp_145660.1
OG0000293		6183.Smp_044870.1, 6183.Smp_049580.1, 6183.Smp_145470.1, 6183.Smp_181200.1
OG0000294		6183.Smp_045410.1, 6183.Smp_045420.1, 6183.Smp_057130.1, 6183.Smp_086190.1
OG0000295		6183.Smp_045680.1, 6183.Smp_146740.1, 6183.Smp_146750.1, 6183.Smp_167210.1
OG0000296		6183.Smp_049730.2, 6183.Smp_168850.1, 6183.Smp_170540.1, 6183.Smp_188270.1
OG0000297		6183.Smp_049850.1, 6183.Smp_103560.1, 6183.Smp_148820.1, 6183.Smp_168500.1
OG0000298		6183.Smp_050470.1, 6183.Smp_073560.2, 6183.Smp_150390.3, 6183.Smp_194110.1
OG0000299		6183.Smp_051990.1, 6183.Smp_133510.1, 6183.Smp_139810.1, 6183.Smp_149990.1
OG0000300		6183.Smp_062240.1, 6183.Smp_123600.1, 6183.Smp_155640.1, 6183.Smp_168860.1
OG0000301		6183.Smp_068510.1, 6183.Smp_151600.1, 6183.Smp_158980.1, 6183.Smp_158990.1
OG0000302		6183.Smp_069240.1, 6183.Smp_081250.1, 6183.Smp_129380.1, 6183.Smp_194710.1
OG0000303		6183.Smp_070370.1, 6183.Smp_070380.1, 6183.Smp_075500.1, 6183.Smp_198560.1
OG0000304		6183.Smp_071770.1, 6183.Smp_098850.1, 6183.Smp_151080.1, 6183.Smp_160090.1
OG0000305		6183.Smp_073070.1, 6183.Smp_135770.1, 6183.Smp_146700.1, 6183.Smp_201760.1
OG0000306		6183.Smp_073450.1, 6183.Smp_124760.1, 6183.Smp_157380.1, 6183.Smp_184180.1
OG0000307		6183.Smp_079640.1, 6183.Smp_130780.1, 6183.Smp_134410.2, 6183.Smp_168000.1
OG0000308		6183.Smp_079650.1, 6183.Smp_094380.1, 6183.Smp_128600.1, 6183.Smp_129330.1
OG0000309		6183.Smp_080120.2, 6183.Smp_124450.1, 6183.Smp_144390.1, 6183.Smp_174820.1
OG0000310		6183.Smp_081900.2, 6183.Smp_081920.1, 6183.Smp_166340.1, 6183.Smp_166350.1
OG0000311		6183.Smp_082280.1, 6183.Smp_150140.1, 6183.Smp_150480.1, 6183.Smp_150490.1
OG0000312		6183.Smp_082800.1, 6183.Smp_104520.1, 6183.Smp_131870.1, 6183.Smp_146400.1
OG0000313		6183.Smp_084600.1, 6183.Smp_095090.1, 6183.Smp_144610.1, 6183.Smp_203320.1
OG0000314		6183.Smp_084890.1, 6183.Smp_104270.1, 6183.Smp_153340.1, 6183.Smp_153390.2
OG0000315		6183.Smp_088700.1, 6183.Smp_088720.1, 6183.Smp_170410.1, 6183.Smp_170420.1
OG0000316		6183.Smp_089780.1, 6183.Smp_099640.1, 6183.Smp_179310.1, 6183.Smp_205110.1
OG0000317		6183.Smp_094390.1, 6183.Smp_152830.1, 6183.Smp_170370.1, 6183.Smp_170450.1
OG0000318		6183.Smp_097730.1, 6183.Smp_129430.1, 6183.Smp_140200.1, 6183.Smp_161530.1
OG0000319		6183.Smp_108600.1, 6183.Smp_175890.1, 6183.Smp_181700.1, 6183.Smp_187110.1
OG0000320		6183.Smp_112590.1, 6183.Smp_113460.1, 6183.Smp_186530.1, 6183.Smp_186540.1
OG0000321		6183.Smp_113530.1, 6183.Smp_178240.1, 6183.Smp_184460.1, 6183.Smp_185350.1
OG0000322		6183.Smp_118890.1, 6183.Smp_120260.1, 6183.Smp_168440.1, 6183.Smp_193740.1
OG0000323		6183.Smp_119140.1, 6183.Smp_161760.1, 6183.Smp_201920.1, 6183.Smp_203290.1
OG0000324		6183.Smp_119320.1, 6183.Smp_133490.1, 6183.Smp_134260.1, 6183.Smp_198810.1
OG0000325		6183.Smp_123390.1, 6183.Smp_131320.1, 6183.Smp_131550.1, 6183.Smp_137110.1
OG0000326		6183.Smp_123840.1, 6183.Smp_123860.1, 6183.Smp_128580.1, 6183.Smp_141310.1
OG0000327		6183.Smp_124780.1, 6183.Smp_135110.1, 6183.Smp_156170.1, 6183.Smp_211210.1
OG0000328		6183.Smp_125510.1, 6183.Smp_129830.1, 6183.Smp_135730.1, 6183.Smp_147830.1
OG0000329		6183.Smp_126140.1, 6183.Smp_170280.1, 6183.Smp_173540.1, 6183.Smp_181010.1
OG0000330		6183.Smp_127940.1, 6183.Smp_136030.1, 6183.Smp_180950.1, 6183.Smp_180960.1
OG0000331		6183.Smp_129000.1, 6183.Smp_133070.1, 6183.Smp_133080.1, 6183.Smp_133090.1
OG0000332		6183.Smp_131990.1, 6183.Smp_135060.1, 6183.Smp_138620.1, 6183.Smp_159360.1
OG0000333		6183.Smp_133250.1, 6183.Smp_133690.1, 6183.Smp_135340.1, 6183.Smp_150730.1
OG0000334		6183.Smp_135470.1, 6183.Smp_159710.1, 6183.Smp_180870.1, 6183.Smp_193670.1
OG0000335		6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1
OG0000336		6183.Smp_141910.1, 6183.Smp_143930.1, 6183.Smp_145990.1, 6183.Smp_155450.1
OG0000337		6183.Smp_142280.1, 6183.Smp_142290.1, 6183.Smp_153100.1, 6183.Smp_212410.1
OG0000338		6183.Smp_144590.1, 6183.Smp_148460.1, 6183.Smp_155120.1, 6183.Smp_164680.1
OG0000339		6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1
OG0000340		6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1
OG0000341		6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1
OG0000342	NP_476776.1, NP_476778.1	6183.Smp_089430.1
OG0000343	NP_511057.1, NP_524586.1	6183.Smp_132670.1
OG0000344	NP_523385.1	6183.Smp_037230.1, 6183.Smp_149130.1
OG0000345	NP_477375.1, NP_524611.1	6183.Smp_099870.1
OG0000346	NP_609496.1, NP_610063.4	6183.Smp_211270.1
OG0000347	NP_476955.1, NP_524631.1	6183.Smp_088650.1
OG0000348	NP_523457.1, NP_524713.1	6183.Smp_040570.1
OG0000349	NP_477090.1, NP_612052.1	6183.Smp_071630.1
OG0000350	NP_524063.1	6183.Smp_094680.1, 6183.Smp_106930.1
OG0000351	NP_610339.1	6183.Smp_027550.1, 6183.Smp_167130.1
OG0000352	NP_569908.1	6183.Smp_175930.1, 6183.Smp_194950.1
OG0000353	NP_476667.1, NP_611924.1	6183.Smp_024140.4
OG0000354	NP_477041.1, NP_524167.1	6183.Smp_051210.1
OG0000355	NP_611776.1	6183.Smp_017860.1, 6183.Smp_164840.1
OG0000356	NP_525092.1, NP_611920.1	6183.Smp_076230.1
OG0000357	NP_524079.1	6183.Smp_056760.1, 6183.Smp_157700.1
OG0000358	NP_523525.2	6183.Smp_084090.1, 6183.Smp_148200.1
OG0000359	NP_476957.1, NP_524827.1	6183.Smp_160940.1
OG0000360	NP_477329.1, NP_572557.1	6183.Smp_098760.1
OG0000361	NP_477269.1	6183.Smp_102040.1, 6183.Smp_187870.1
OG0000362	NP_477416.1	6183.Smp_168390.1, 6183.Smp_196450.1
OG0000363	NP_477501.1, NP_523494.1	6183.Smp_004060.1
OG0000364	NP_523561.1, NP_572497.1	6183.Smp_028670.1
OG0000365	NP_476950.1, NP_524533.1	6183.Smp_062300.1
OG0000366	NP_523414.1, NP_524292.1	6183.Smp_082810.2
OG0000367	NP_524472.1, NP_609966.1	6183.Smp_067140.1
OG0000368	NP_476857.1, NP_569837.2	6183.Smp_071250.1
OG0000369	NP_511150.1, NP_609715.1	6183.Smp_083400.1
OG0000370	NP_477414.1, NP_524260.1	6183.Smp_004350.1
OG0000371	NP_524838.1	6183.Smp_097590.1, 6183.Smp_194160.1
OG0000372	NP_523984.1	6183.Smp_032500.1, 6183.Smp_161880.1
OG0000373	NP_476693.1, NP_477498.1	6183.Smp_081620.1
OG0000374	NP_476942.1	6183.Smp_064320.1, 6183.Smp_158310.1
OG0000375	NP_572304.5, NP_609852.1	6183.Smp_066010.2
OG0000376	NP_611178.1	6183.Smp_050830.1, 6183.Smp_166990.1
OG0000377	NP_476797.1, NP_524420.1	6183.Smp_080730.1
OG0000378	NP_477213.1, NP_609349.1	6183.Smp_123290.1
OG0000379	NP_524609.2	6183.Smp_129360.1, 6183.Smp_153920.1
OG0000380	NP_524213.1	6183.Smp_000460.1, 6183.Smp_000850.1
OG0000381	NP_511109.1, NP_511110.1	6183.Smp_079220.1
OG0000382	NP_477221.1, NP_609093.1	6183.Smp_064150.1
OG0000383	NP_524475.1, NP_525057.2	6183.Smp_019890.1
OG0000384	NP_608632.1	6183.Smp_019880.1, 6183.Smp_059350.2
OG0000385	NP_523680.1	6183.Smp_102160.1, 6183.Smp_123870.1
OG0000386	NP_523532.1, NP_609623.1	6183.Smp_170730.1
OG0000387	NP_569994.1, NP_609103.1	6183.Smp_029940.2
OG0000388	NP_511046.1, NP_523526.1	6183.Smp_008070.1
OG0000389	NP_477139.1, NP_477341.2	6183.Smp_156580.1
OG0000390	NP_608827.1, NP_609113.1, NP_609114.1	
OG0000391	NP_477382.1, NP_608919.1	6183.Smp_210110.1
OG0000392	NP_524698.1, NP_609696.1, NP_611913.1	
OG0000393	NP_524723.2, NP_611906.1	6183.Smp_143830.1
OG0000394	NP_477503.1, NP_572982.1	6183.Smp_094500.1
OG0000395	NP_609669.1, NP_610053.1	6183.Smp_163130.1
OG0000396	NP_609887.1	6183.Smp_153480.1, 6183.Smp_165670.1
OG0000397	NP_524674.1, NP_524848.1	6183.Smp_043030.1
OG0000398	NP_476804.1, NP_476922.1	6183.Smp_034670.1
OG0000399	NP_569915.1, NP_610055.1	6183.Smp_147850.1
OG0000400	NP_608687.2, NP_609217.1	6183.Smp_151180.1
OG0000401	NP_476731.1	6183.Smp_051530.1, 6183.Smp_149700.1
OG0000402	NP_611401.2	6183.Smp_147950.1, 6183.Smp_164080.1
OG0000403	NP_523735.2, NP_611221.1	6183.Smp_210500.1
OG0000404	NP_610235.1	6183.Smp_053220.1, 6183.Smp_150700.1
OG0000405	NP_611530.5	6183.Smp_130710.1, 6183.Smp_167040.1
OG0000406	NP_609651.1	6183.Smp_103920.1, 6183.Smp_136210.1
OG0000407	NP_477306.3, NP_523772.1	6183.Smp_006320.1
OG0000408	NP_572327.1, NP_611511.3	6183.Smp_056700.1
OG0000409	NP_610460.1	6183.Smp_101670.1, 6183.Smp_170160.1
OG0000410	NP_524746.2, NP_608439.2	6183.Smp_155870.1
OG0000411	NP_609323.1, NP_609324.2, NP_610910.1	
OG0000412	NP_524930.1	6183.Smp_023990.1, 6183.Smp_164190.1
OG0000413	NP_477002.1, NP_477003.1	6183.Smp_015860.1
OG0000414	NP_524140.2	6183.Smp_074400.1, 6183.Smp_139020.1
OG0000415	NP_524229.1	6183.Smp_004020.1, 6183.Smp_024490.1
OG0000416	NP_477023.1	6183.Smp_016540.1, 6183.Smp_143380.1
OG0000417	NP_572275.1	6183.Smp_131420.1, 6183.Smp_203220.1
OG0000418	NP_610930.1, NP_611087.1	6183.Smp_170800.2
OG0000419	NP_477268.2, NP_612109.3	6183.Smp_032480.1
OG0000420	NP_524768.2, NP_609464.1, NP_610944.1	
OG0000421	NP_612047.1	6183.Smp_143760.1, 6183.Smp_146090.1
OG0000422	NP_609205.1	6183.Smp_146300.1, 6183.Smp_172190.1
OG0000423	NP_608422.1	6183.Smp_030830.2, 6183.Smp_037700.1
OG0000424	NP_477152.1, NP_477430.1	6183.Smp_139190.1
OG0000425	NP_523655.1	6183.Smp_052460.1, 6183.Smp_150270.1
OG0000426	NP_477216.1, NP_608561.2	6183.Smp_018530.2
OG0000427	NP_609258.1	6183.Smp_168450.1, 6183.Smp_193030.1
OG0000428	NP_524366.1	6183.Smp_096240.1, 6183.Smp_143570.1
OG0000429	NP_610216.1	6183.Smp_154240.1, 6183.Smp_157150.1
OG0000430	NP_608713.2	6183.Smp_065610.1, 6183.Smp_156360.1
OG0000431	NP_523574.4, NP_524102.1	6183.Smp_015220.1
OG0000432	NP_570030.1, NP_611665.1	6183.Smp_161170.1
OG0000433	NP_608804.1, NP_611548.1	6183.Smp_162910.1
OG0000434	NP_523444.1	6183.Smp_154770.1, 6183.Smp_203140.1
OG0000435	NP_610940.1, NP_612069.1	6183.Smp_161850.1
OG0000436	NP_524655.1, NP_610718.1	6183.Smp_141770.1
OG0000437	NP_609500.1	6183.Smp_142970.1, 6183.Smp_142980.1
OG0000438	NP_609238.1	6183.Smp_059130.1, 6183.Smp_133390.1
OG0000439	NP_476710.2, NP_572592.1, NP_611641.6	
OG0000440	NP_609132.1, NP_610819.1	6183.Smp_088270.1
OG0000441	NP_477351.1	6183.Smp_055090.1, 6183.Smp_138640.1
OG0000442	NP_611752.1	6183.Smp_046410.1, 6183.Smp_170210.1
OG0000443	NP_476565.1, NP_611760.2	6183.Smp_030500.1
OG0000444	NP_609617.1	6183.Smp_079810.1, 6183.Smp_211090.1
OG0000445	NP_524003.1, NP_611096.1	6183.Smp_083200.2
OG0000446	NP_569850.1, NP_609560.2	6183.Smp_044850.1
OG0000447	NP_609033.1	6183.Smp_002870.1, 6183.Smp_179060.1
OG0000448	NP_524439.1	6183.Smp_072800.1, 6183.Smp_078220.1
OG0000449	NP_573096.1, NP_609864.1	6183.Smp_128570.1
OG0000450	NP_476979.1	6183.Smp_173890.1, 6183.Smp_212510.1
OG0000451	NP_609805.1, NP_610143.3	6183.Smp_210380.1
OG0000452	NP_608335.1, NP_609269.1	6183.Smp_210680.1
OG0000453	NP_477407.1, NP_511131.3	6183.Smp_025010.1
OG0000454	NP_476632.1	6183.Smp_027610.1, 6183.Smp_131450.1
OG0000455	NP_476998.1, NP_511152.2	6183.Smp_050700.1
OG0000456	NP_524774.1	6183.Smp_068420.1, 6183.Smp_157680.1
OG0000457	NP_477164.1, NP_477176.1	6183.Smp_033400.1
OG0000458	NP_511155.1	6183.Smp_146840.1, 6183.Smp_151310.1
OG0000459	NP_524712.1	6183.Smp_082740.1, 6183.Smp_151580.1
OG0000460	NP_476748.1	6183.Smp_168600.1, 6183.Smp_178780.1
OG0000461	NP_476887.2, NP_524325.1	6183.Smp_174700.1
OG0000462	NP_476858.1	6183.Smp_044530.1, 6183.Smp_062950.1
OG0000463	NP_476768.1, NP_476895.1	6183.Smp_151880.1
OG0000464	NP_477299.1	6183.Smp_102340.1, 6183.Smp_140070.1
OG0000465	NP_611025.2, NP_611808.2	6183.Smp_156620.1
OG0000466	NP_524483.1	6183.Smp_031680.1, 6183.Smp_139330.1
OG0000467	NP_477187.1	6183.Smp_175340.1, 6183.Smp_197390.1
OG0000468	NP_609726.1	6183.Smp_028690.1, 6183.Smp_131890.1
OG0000469	NP_476877.1	6183.Smp_014670.2, 6183.Smp_071140.1
OG0000470	NP_608660.3, NP_610737.1	6183.Smp_105080.1
OG0000471	NP_608735.2	6183.Smp_082420.1, 6183.Smp_082430.1
OG0000472	NP_611043.1	6183.Smp_057620.1, 6183.Smp_159490.1
OG0000473	NP_476633.1, NP_524547.1	6183.Smp_152200.1
OG0000474	NP_609169.1, NP_611991.1	6183.Smp_011680.1
OG0000475	NP_477427.1, NP_477428.1	6183.Smp_016600.1
OG0000476	NP_609753.1, NP_611635.1	6183.Smp_049140.1
OG0000477	NP_477311.1, NP_477340.1	6183.Smp_146790.1
OG0000478	NP_523461.1	6183.Smp_063190.1, 6183.Smp_156200.1
OG0000479	NP_476810.1, NP_523502.1	6183.Smp_145140.1
OG0000480	NP_524868.1, NP_610878.1	6183.Smp_035090.2
OG0000481	NP_611208.1	6183.Smp_028190.1, 6183.Smp_171620.1
OG0000482	NP_524300.1, NP_524783.1	6183.Smp_172440.1
OG0000483	NP_476652.1, NP_611963.5	6183.Smp_045790.1
OG0000484	NP_476899.1	6183.Smp_024660.1, 6183.Smp_204750.1
OG0000485	NP_477393.1	6183.Smp_005230.2, 6183.Smp_147680.1
OG0000486	NP_511162.1	6183.Smp_076500.1, 6183.Smp_210860.1
OG0000487	NP_608802.2	6183.Smp_147730.1, 6183.Smp_172960.1
OG0000488	NP_608797.1, NP_608800.1	6183.Smp_179120.1
OG0000489	NP_511136.2	6183.Smp_165480.1, 6183.Smp_186190.1
OG0000490	NP_569979.1	6183.Smp_006750.1, 6183.Smp_006760.1
OG0000491	NP_609590.1	6183.Smp_018160.1, 6183.Smp_077120.1
OG0000492	NP_477372.1	6183.Smp_027000.1, 6183.Smp_038830.1
OG0000493	NP_477420.1	6183.Smp_024520.1, 6183.Smp_094420.1
OG0000494	NP_573326.1	6183.Smp_062610.1, 6183.Smp_155900.1
OG0000495	NP_523659.1	6183.Smp_142250.1, 6183.Smp_194390.1
OG0000496	NP_476658.1	6183.Smp_051920.2, 6183.Smp_055740.1
OG0000497	NP_477441.1	6183.Smp_151350.1, 6183.Smp_165540.1
OG0000498		6183.Smp_000100.1, 6183.Smp_156590.1, 6183.Smp_198050.1
OG0000499		6183.Smp_000270.1, 6183.Smp_000280.1, 6183.Smp_077920.1
OG0000500		6183.Smp_000410.1, 6183.Smp_000430.1, 6183.Smp_191910.1
OG0000501		6183.Smp_000780.1, 6183.Smp_000790.1, 6183.Smp_138170.1
OG0000502		6183.Smp_001050.1, 6183.Smp_080650.1, 6183.Smp_151100.1
OG0000503		6183.Smp_002350.1, 6183.Smp_123360.1, 6183.Smp_123370.1
OG0000504		6183.Smp_002550.1, 6183.Smp_032060.1, 6183.Smp_069880.1
OG0000505		6183.Smp_002920.1, 6183.Smp_140510.1, 6183.Smp_140560.1
OG0000506		6183.Smp_003300.1, 6183.Smp_090080.1, 6183.Smp_090090.1
OG0000507		6183.Smp_004730.1, 6183.Smp_020170.1, 6183.Smp_124690.1
OG0000508		6183.Smp_005260.1, 6183.Smp_041480.2, 6183.Smp_064360.1
OG0000509		6183.Smp_005790.1, 6183.Smp_074510.1, 6183.Smp_132750.1
OG0000510		6183.Smp_005860.1, 6183.Smp_065580.3, 6183.Smp_155850.1
OG0000511		6183.Smp_005910.1, 6183.Smp_040550.1, 6183.Smp_171590.1
OG0000512		6183.Smp_006960.1, 6183.Smp_128900.1, 6183.Smp_134770.1
OG0000513		6183.Smp_007180.1, 6183.Smp_120320.1, 6183.Smp_149300.1
OG0000514		6183.Smp_007950.1, 6183.Smp_015920.1, 6183.Smp_024650.1
OG0000515		6183.Smp_008320.1, 6183.Smp_019610.1, 6183.Smp_173550.1
OG0000516		6183.Smp_008660.1, 6183.Smp_165930.1, 6183.Smp_197860.1
OG0000517		6183.Smp_009230.1, 6183.Smp_191670.1, 6183.Smp_203090.1
OG0000518		6183.Smp_009520.1, 6183.Smp_138930.2, 6183.Smp_148050.1
OG0000519		6183.Smp_010160.1, 6183.Smp_020800.1, 6183.Smp_168350.1
OG0000520		6183.Smp_010230.1, 6183.Smp_090070.1, 6183.Smp_153610.1
OG0000521		6183.Smp_012560.1, 6183.Smp_052470.1, 6183.Smp_198020.1
OG0000522		6183.Smp_012580.1, 6183.Smp_127770.1, 6183.Smp_155990.1
OG0000523		6183.Smp_013210.1, 6183.Smp_125650.1, 6183.Smp_129310.1
OG0000524		6183.Smp_013950.1, 6183.Smp_169050.1, 6183.Smp_169090.1
OG0000525		6183.Smp_014260.1, 6183.Smp_014280.1, 6183.Smp_200450.1
OG0000526		6183.Smp_015690.1, 6183.Smp_157250.1, 6183.Smp_175070.1
OG0000527		6183.Smp_016050.1, 6183.Smp_058170.2, 6183.Smp_099630.1
OG0000528		6183.Smp_016180.1, 6183.Smp_034860.1, 6183.Smp_163790.1
OG0000529		6183.Smp_016380.1, 6183.Smp_034660.1, 6183.Smp_124660.1
OG0000530		6183.Smp_016870.1, 6183.Smp_168220.1, 6183.Smp_169210.1
OG0000531		6183.Smp_017750.1, 6183.Smp_141040.1, 6183.Smp_166080.2
OG0000532		6183.Smp_018620.1, 6183.Smp_055760.1, 6183.Smp_165550.1
OG0000533		6183.Smp_018760.1, 6183.Smp_020340.1, 6183.Smp_133210.1
OG0000534		6183.Smp_019790.1, 6183.Smp_153500.1, 6183.Smp_191470.1
OG0000535		6183.Smp_020090.1, 6183.Smp_155090.1, 6183.Smp_155100.1
OG0000536		6183.Smp_020300.1, 6183.Smp_101630.1, 6183.Smp_162410.1
OG0000537		6183.Smp_020960.1, 6183.Smp_072470.1, 6183.Smp_125400.1
OG0000538		6183.Smp_022050.1, 6183.Smp_134070.1, 6183.Smp_134080.1
OG0000539		6183.Smp_024670.1, 6183.Smp_084140.1, 6183.Smp_210340.1
OG0000540		6183.Smp_024810.1, 6183.Smp_089220.1, 6183.Smp_173640.1
OG0000541		6183.Smp_025130.1, 6183.Smp_103990.1, 6183.Smp_166190.1
OG0000542		6183.Smp_026090.1, 6183.Smp_152790.1, 6183.Smp_202170.1
OG0000543		6183.Smp_026540.1, 6183.Smp_027010.2, 6183.Smp_064240.1
OG0000544		6183.Smp_028100.1, 6183.Smp_041390.1, 6183.Smp_055960.1
OG0000545		6183.Smp_028550.1, 6183.Smp_137580.1, 6183.Smp_177200.1
OG0000546		6183.Smp_029240.2, 6183.Smp_070340.1, 6183.Smp_211290.1
OG0000547		6183.Smp_029850.1, 6183.Smp_051420.1, 6183.Smp_157760.1
OG0000548		6183.Smp_031100.1, 6183.Smp_140330.1, 6183.Smp_202480.1
OG0000549		6183.Smp_032520.1, 6183.Smp_073400.1, 6183.Smp_075280.3
OG0000550		6183.Smp_033530.3, 6183.Smp_033540.1, 6183.Smp_140270.1
OG0000551		6183.Smp_035280.1, 6183.Smp_045780.1, 6183.Smp_166220.1
OG0000552		6183.Smp_035430.2, 6183.Smp_165090.1, 6183.Smp_176600.1
OG0000553		6183.Smp_035730.1, 6183.Smp_138810.1, 6183.Smp_153890.1
OG0000554		6183.Smp_035870.1, 6183.Smp_121190.1, 6183.Smp_144310.1
OG0000555		6183.Smp_036220.1, 6183.Smp_077790.1, 6183.Smp_108390.1
OG0000556		6183.Smp_036590.1, 6183.Smp_138050.2, 6183.Smp_142300.1
OG0000557		6183.Smp_040110.1, 6183.Smp_145730.1, 6183.Smp_171690.1
OG0000558		6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1
OG0000559		6183.Smp_042020.1, 6183.Smp_081450.1, 6183.Smp_166520.1
OG0000560		6183.Smp_045040.1, 6183.Smp_137590.1, 6183.Smp_148920.1
OG0000561		6183.Smp_046120.1, 6183.Smp_121920.1, 6183.Smp_199260.1
OG0000562		6183.Smp_046250.1, 6183.Smp_072950.1, 6183.Smp_079310.1
OG0000563		6183.Smp_047190.1, 6183.Smp_126460.1, 6183.Smp_176750.1
OG0000564		6183.Smp_049500.1, 6183.Smp_124460.1, 6183.Smp_166040.1
OG0000565		6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1
OG0000566		6183.Smp_051930.1, 6183.Smp_149820.1, 6183.Smp_194380.1
OG0000567		6183.Smp_052230.1, 6183.Smp_147710.1, 6183.Smp_180810.1
OG0000568		6183.Smp_052660.1, 6183.Smp_128940.1, 6183.Smp_150370.1
OG0000569		6183.Smp_053420.1, 6183.Smp_070630.1, 6183.Smp_070640.1
OG0000570		6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1
OG0000571		6183.Smp_056560.1, 6183.Smp_152480.1, 6183.Smp_152500.1
OG0000572		6183.Smp_058690.1, 6183.Smp_058700.1, 6183.Smp_124360.1
OG0000573		6183.Smp_060420.1, 6183.Smp_134810.1, 6183.Smp_157920.1
OG0000574		6183.Smp_061590.1, 6183.Smp_124640.1, 6183.Smp_197880.1
OG0000575		6183.Smp_062560.1, 6183.Smp_068680.1, 6183.Smp_173940.1
OG0000576		6183.Smp_062920.1, 6183.Smp_146390.1, 6183.Smp_211030.1
OG0000577		6183.Smp_064190.1, 6183.Smp_064200.1, 6183.Smp_156740.1
OG0000578		6183.Smp_064870.1, 6183.Smp_082830.1, 6183.Smp_180470.1
OG0000579		6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1
OG0000580		6183.Smp_067620.1, 6183.Smp_153140.1, 6183.Smp_165820.1
OG0000581		6183.Smp_067980.4, 6183.Smp_067990.4, 6183.Smp_068000.1
OG0000582		6183.Smp_068180.1, 6183.Smp_128860.1, 6183.Smp_159060.1
OG0000583		6183.Smp_068530.1, 6183.Smp_144990.1, 6183.Smp_147000.1
OG0000584		6183.Smp_069960.1, 6183.Smp_123630.1, 6183.Smp_199130.1
OG0000585		6183.Smp_072450.1, 6183.Smp_161500.1, 6183.Smp_164730.1
OG0000586		6183.Smp_072980.1, 6183.Smp_149500.1, 6183.Smp_166210.1
OG0000587		6183.Smp_073830.1, 6183.Smp_084380.1, 6183.Smp_211110.1
OG0000588		6183.Smp_074430.1, 6183.Smp_121930.2, 6183.Smp_162320.1
OG0000589		6183.Smp_075560.1, 6183.Smp_078640.1, 6183.Smp_129760.1
OG0000590		6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1
OG0000591		6183.Smp_076520.1, 6183.Smp_126920.1, 6183.Smp_158190.1
OG0000592		6183.Smp_076950.1, 6183.Smp_159740.1, 6183.Smp_159760.1
OG0000593		6183.Smp_077440.1, 6183.Smp_151050.1, 6183.Smp_175960.1
OG0000594		6183.Smp_077810.1, 6183.Smp_172000.1, 6183.Smp_188800.1
OG0000595		6183.Smp_079280.1, 6183.Smp_120330.1, 6183.Smp_180050.1
OG0000596		6183.Smp_079730.1, 6183.Smp_142220.1, 6183.Smp_144450.1
OG0000597		6183.Smp_080700.3, 6183.Smp_090240.1, 6183.Smp_210130.1
OG0000598		6183.Smp_083740.1, 6183.Smp_134950.1, 6183.Smp_136850.2
OG0000599		6183.Smp_083880.1, 6183.Smp_149770.1, 6183.Smp_197700.1
