Orthogroup	kog_humano_pos_go	protein_mansoni
OG0001501	NP_001074294.2, NP_114131.1	6183.Smp_063560.1
OG0001502	NP_005197.3, NP_005198.1, NP_058431.2	
OG0001503	NP_004193.1, NP_066926.1, NP_068832.1	
OG0001504	NP_060926.2, NP_149074.3	6183.Smp_180480.1
OG0001505	NP_005666.2, NP_150282.2	6183.Smp_051070.1
OG0001506	NP_004629.3, NP_542417.2	6183.Smp_166050.1
OG0001507		6183.Smp_000270.1, 6183.Smp_000280.1, 6183.Smp_077920.1
OG0001508		6183.Smp_000410.1, 6183.Smp_000430.1, 6183.Smp_191910.1
OG0001509		6183.Smp_002350.1, 6183.Smp_123360.1, 6183.Smp_123370.1
OG0001510		6183.Smp_002920.1, 6183.Smp_140510.1, 6183.Smp_140560.1
OG0001511		6183.Smp_006860.1, 6183.Smp_045300.1, 6183.Smp_166920.1
OG0001512		6183.Smp_006960.1, 6183.Smp_128900.1, 6183.Smp_134770.1
OG0001513		6183.Smp_007950.1, 6183.Smp_015920.1, 6183.Smp_024650.1
OG0001514		6183.Smp_009230.1, 6183.Smp_191670.1, 6183.Smp_203090.1
OG0001515		6183.Smp_012560.1, 6183.Smp_052470.1, 6183.Smp_198020.1
OG0001516		6183.Smp_013210.1, 6183.Smp_125650.1, 6183.Smp_129310.1
OG0001517		6183.Smp_013630.1, 6183.Smp_016230.1, 6183.Smp_179750.1
OG0001518		6183.Smp_013950.1, 6183.Smp_169050.1, 6183.Smp_169090.1
OG0001519		6183.Smp_014260.1, 6183.Smp_014280.1, 6183.Smp_200450.1
OG0001520		6183.Smp_015690.1, 6183.Smp_157250.1, 6183.Smp_175070.1
OG0001521		6183.Smp_016050.1, 6183.Smp_058170.2, 6183.Smp_099630.1
OG0001522		6183.Smp_016180.1, 6183.Smp_034860.1, 6183.Smp_163790.1
OG0001523		6183.Smp_019790.1, 6183.Smp_153500.1, 6183.Smp_191470.1
OG0001524		6183.Smp_024810.1, 6183.Smp_089220.1, 6183.Smp_173640.1
OG0001525		6183.Smp_029850.1, 6183.Smp_051420.1, 6183.Smp_157760.1
OG0001526		6183.Smp_032520.1, 6183.Smp_073400.1, 6183.Smp_075280.3
OG0001527		6183.Smp_035730.1, 6183.Smp_138810.1, 6183.Smp_153890.1
OG0001528		6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1
OG0001529		6183.Smp_048680.1, 6183.Smp_176120.1, 6183.Smp_205270.1
OG0001530		6183.Smp_049850.1, 6183.Smp_148820.1, 6183.Smp_168500.1
OG0001531		6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1
OG0001532		6183.Smp_051640.1, 6183.Smp_177670.1, 6183.Smp_212450.1
OG0001533		6183.Smp_051930.1, 6183.Smp_149820.1, 6183.Smp_194380.1
OG0001534		6183.Smp_054440.1, 6183.Smp_105540.1, 6183.Smp_139470.1
OG0001535		6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1
OG0001536		6183.Smp_061510.1, 6183.Smp_155220.1, 6183.Smp_156960.2
OG0001537		6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1
OG0001538		6183.Smp_068180.1, 6183.Smp_128860.1, 6183.Smp_159060.1
OG0001539		6183.Smp_072450.1, 6183.Smp_161500.1, 6183.Smp_164730.1
OG0001540		6183.Smp_072980.1, 6183.Smp_149500.1, 6183.Smp_166210.1
OG0001541		6183.Smp_073070.1, 6183.Smp_146700.1, 6183.Smp_201760.1
OG0001542		6183.Smp_074430.1, 6183.Smp_121930.2, 6183.Smp_162320.1
OG0001543		6183.Smp_079280.1, 6183.Smp_120330.1, 6183.Smp_180050.1
OG0001544		6183.Smp_089470.1, 6183.Smp_164060.1, 6183.Smp_171000.1
OG0001545		6183.Smp_094890.1, 6183.Smp_145770.1, 6183.Smp_173570.1
OG0001546		6183.Smp_100360.1, 6183.Smp_125310.1, 6183.Smp_135200.1
OG0001547		6183.Smp_101720.1, 6183.Smp_201080.1, 6183.Smp_202780.1
OG0001548		6183.Smp_105700.1, 6183.Smp_128140.1, 6183.Smp_156920.1
OG0001549		6183.Smp_106750.1, 6183.Smp_205050.1, 6183.Smp_205060.1
OG0001550		6183.Smp_107810.1, 6183.Smp_107860.1, 6183.Smp_110390.1
OG0001551		6183.Smp_108050.1, 6183.Smp_116800.1, 6183.Smp_157010.1
OG0001552		6183.Smp_108550.1, 6183.Smp_197400.1, 6183.Smp_202190.1
OG0001553		6183.Smp_109300.1, 6183.Smp_165230.1, 6183.Smp_205550.1
OG0001554		6183.Smp_114540.1, 6183.Smp_139100.2, 6183.Smp_142900.1
OG0001555		6183.Smp_118940.1, 6183.Smp_140410.1, 6183.Smp_192170.1
OG0001556		6183.Smp_119320.1, 6183.Smp_133490.1, 6183.Smp_198810.1
OG0001557		6183.Smp_123840.1, 6183.Smp_123860.1, 6183.Smp_141310.1
OG0001558		6183.Smp_125510.1, 6183.Smp_129830.1, 6183.Smp_147830.1
OG0001559		6183.Smp_129250.1, 6183.Smp_158620.1, 6183.Smp_199900.1
OG0001560		6183.Smp_129530.1, 6183.Smp_131010.1, 6183.Smp_141740.1
OG0001561		6183.Smp_130560.1, 6183.Smp_134190.1, 6183.Smp_157620.1
OG0001562		6183.Smp_131470.1, 6183.Smp_131490.1, 6183.Smp_160300.1
OG0001563		6183.Smp_132600.1, 6183.Smp_180290.1, 6183.Smp_205990.1
OG0001564		6183.Smp_135040.1, 6183.Smp_149590.1, 6183.Smp_149600.1
OG0001565		6183.Smp_135560.1, 6183.Smp_164590.1, 6183.Smp_197370.1
OG0001566		6183.Smp_136600.1, 6183.Smp_141650.1, 6183.Smp_190330.1
OG0001567		6183.Smp_136670.1, 6183.Smp_154610.2, 6183.Smp_171360.1
OG0001568		6183.Smp_138460.1, 6183.Smp_144360.1, 6183.Smp_197460.1
OG0001569		6183.Smp_139090.1, 6183.Smp_201750.1, 6183.Smp_203980.1
OG0001570		6183.Smp_143400.1, 6183.Smp_190110.1, 6183.Smp_210010.1
OG0001571		6183.Smp_143450.1, 6183.Smp_193960.1, 6183.Smp_199030.1
OG0001572		6183.Smp_147890.1, 6183.Smp_168870.1, 6183.Smp_180980.1
OG0001573		6183.Smp_148080.1, 6183.Smp_148090.1, 6183.Smp_148100.1
OG0001574		6183.Smp_150180.1, 6183.Smp_159850.1, 6183.Smp_202470.1
OG0001575		6183.Smp_153330.1, 6183.Smp_156080.1, 6183.Smp_159840.1
OG0001576		6183.Smp_154240.1, 6183.Smp_157150.1, 6183.Smp_211210.1
OG0001577		6183.Smp_156680.1, 6183.Smp_156700.1, 6183.Smp_199810.1
OG0001578		6183.Smp_158710.1, 6183.Smp_158940.1, 6183.Smp_174120.1
OG0001579		6183.Smp_159800.1, 6183.Smp_159830.1, 6183.Smp_180320.2
OG0001580		6183.Smp_160550.1, 6183.Smp_160560.1, 6183.Smp_172830.1
OG0001581		6183.Smp_175110.1, 6183.Smp_180570.1, 6183.Smp_197600.1
OG0001582		6183.Smp_182920.1, 6183.Smp_182950.1, 6183.Smp_183550.1
OG0001583		6183.Smp_200770.1, 6183.Smp_202340.1, 6183.Smp_204940.1
OG0001584		6183.Smp_200810.1, 6183.Smp_200830.1, 6183.Smp_200860.1
OG0001585		6183.Smp_204490.1, 6183.Smp_204660.1, 6183.Smp_205930.1
OG0001586	NP_061828.1	6183.Smp_046690.1
OG0001587	NP_055050.1, NP_981957.1	
OG0001588	NP_001988.1	6183.Smp_014650.1
OG0001589	NP_000991.1, NP_443201.1	
OG0001590	NP_006147.1	6183.Smp_130170.1
OG0001591	NP_005868.1	6183.Smp_120320.1
OG0001592	NP_065696.1, NP_113662.1	
OG0001593	NP_115717.3	6183.Smp_063670.1
OG0001594	NP_079230.1	6183.Smp_126810.1
OG0001595	NP_005910.1	6183.Smp_129430.1
OG0001596	NP_003122.1	6183.Smp_097730.1
OG0001597	NP_006297.2	6183.Smp_136970.1
OG0001598	NP_031381.2	6183.Smp_072330.2
OG0001599	NP_057376.2	6183.Smp_155740.1
OG0001600	NP_000662.3	6183.Smp_044440.1
OG0001601	NP_057095.4	6183.Smp_026310.1
OG0001602	NP_057450.2, NP_062829.1	
OG0001603	NP_073622.2	6183.Smp_156180.1
OG0001604	NP_002845.1, NP_113656.2	
OG0001605	NP_004356.2	6183.Smp_083740.1
OG0001606	NP_000231.1, NP_000889.3	
OG0001607	NP_208382.1	6183.Smp_172410.1
OG0001608	NP_009049.2	6183.Smp_162970.1
OG0001609	NP_001212.2	6183.Smp_011660.1
OG0001610	NP_003679.2	6183.Smp_131690.1
OG0001611	NP_000936.1	6183.Smp_064950.1
OG0001612	NP_001094.1	6183.Smp_034550.1
OG0001613	NP_077008.2	6183.Smp_106060.1
OG0001614	NP_001740.1, NP_115706.1	
OG0001615	NP_003121.1, NP_036330.1	
OG0001616	NP_037364.1	6183.Smp_136640.1
OG0001617	NP_054799.4, NP_059130.2	
OG0001618	NP_003118.2	6183.Smp_196570.1
OG0001619	NP_000399.3	6183.Smp_121990.1
OG0001620	NP_060570.2	6183.Smp_159160.1
OG0001621	NP_079460.2	6183.Smp_171010.1
OG0001622	NP_078869.1	6183.Smp_178100.1
OG0001623	NP_075571.2, NP_075573.3	
OG0001624	NP_004046.2, NP_055104.2	
OG0001625	NP_055111.1	6183.Smp_083530.1
OG0001626	NP_002457.1, NP_005366.2	
OG0001627	NP_001244.1	6183.Smp_129320.1
OG0001628	NP_031370.2, NP_066968.3	
OG0001629	NP_001949.1	6183.Smp_099870.1
OG0001630	NP_001893.2	6183.Smp_083650.1
OG0001631	NP_004987.2, NP_063915.2	
OG0001632	NP_003777.2	6183.Smp_171740.1
OG0001633	NP_005680.1	6183.Smp_134890.1
OG0001634	NP_004290.2	6183.Smp_087930.1
OG0001635	NP_009119.2	6183.Smp_063000.1
OG0001636	NP_062570.1, NP_062571.1	
OG0001637	NP_000535.3, NP_061313.2	
OG0001638	NP_004818.2	6183.Smp_137890.1
OG0001639	NP_060828.2	6183.Smp_049500.1
OG0001640	NP_002931.2	6183.Smp_124460.1
OG0001641	NP_001081.1	6183.Smp_166040.1
OG0001642	NP_115522.1	6183.Smp_105480.1
OG0001643	NP_001649.1, NP_001650.1	
OG0001644	NP_001654.1	6183.Smp_000730.1
OG0001645	NP_001168.1	6183.Smp_086900.1
OG0001646	NP_001658.2	6183.Smp_164660.1
OG0001647	NP_004302.1	6183.Smp_159930.1
OG0001648	NP_060654.1	6183.Smp_166930.1
OG0001649	NP_067075.1	6183.Smp_008230.1
OG0001650	NP_004154.2	6183.Smp_139340.1
OG0001651	NP_006563.2, NP_031379.2	
OG0001652	NP_002060.4	6183.Smp_020080.1
OG0001653	NP_055168.2, NP_112169.2	
OG0001654	NP_078994.3	6183.Smp_062680.1
OG0001655	NP_004785.1, NP_112586.1	
OG0001656	NP_002063.2	6183.Smp_005790.1
OG0001657	NP_009012.1, NP_009013.1	
OG0001658	NP_067026.3	6183.Smp_017290.3
OG0001659	NP_059986.1	6183.Smp_069900.1
OG0001660	NP_006859.2, NP_065724.1	
OG0001661	NP_004905.3, NP_114140.4	
OG0001662	NP_006316.1	6183.Smp_079430.2
OG0001663	NP_002856.1	6183.Smp_071630.1
OG0001664	NP_005338.1	6183.Smp_049550.1
OG0001665	NP_079291.2, NP_443202.3	
OG0001666	NP_004125.3	6183.Smp_106130.2
OG0001667	NP_055093.2	6183.Smp_069130.2
OG0001668	NP_006380.1	6183.Smp_088950.1
OG0001669	NP_008855.1	6183.Smp_185230.1
OG0001670	NP_006266.2	6183.Smp_036270.2
OG0001671	NP_003008.1	6183.Smp_098890.2
OG0001672	NP_057280.2	6183.Smp_141240.1
OG0001673	NP_006103.1	6183.Smp_094810.1
OG0001674	NP_055816.2	6183.Smp_048160.1
OG0001675	NP_003080.2	6183.Smp_013360.1
OG0001676	NP_057131.1	6183.Smp_032060.1
OG0001677	NP_005057.1, NP_031389.3	
OG0001678	NP_005817.1, NP_006363.4	
OG0001679	NP_061900.2	6183.Smp_142220.1
OG0001680	NP_149019.1	6183.Smp_144860.1
OG0001681	NP_060316.1	6183.Smp_064640.1
OG0001682	NP_004621.2	6183.Smp_021540.1
OG0001683	NP_009210.1	6183.Smp_019690.1
OG0001684	NP_031388.2	6183.Smp_166430.1
OG0001685	NP_003746.2	6183.Smp_192360.1
OG0001686	NP_510965.1	6183.Smp_012900.1
OG0001687	NP_057108.2	6183.Smp_170230.1
OG0001688	NP_060547.2	6183.Smp_133470.1
OG0001689	NP_055521.1	6183.Smp_078240.1
OG0001690	NP_085097.3	6183.Smp_070360.1
OG0001691	NP_055727.3	6183.Smp_012950.1
OG0001692	NP_005096.1	6183.Smp_002550.1
OG0001693	NP_005841.1	6183.Smp_067420.1
OG0001694	NP_055707.3	6183.Smp_148120.1
OG0001695	NP_004893.1	6183.Smp_064590.1
OG0001696	NP_055134.2	6183.Smp_211100.1
OG0001697	NP_009118.1	6183.Smp_133940.1
OG0001698	NP_001073884.1	6183.Smp_161730.1
OG0001699	NP_060517.1	6183.Smp_025130.1
OG0001700	NP_060516.2	6183.Smp_084540.2
OG0001701	NP_000250.3, NP_061198.2	
OG0001702	NP_060275.2, NP_060529.4	
OG0001703	NP_002464.1	6183.Smp_046060.1
OG0001704	NP_115997.5, NP_510880.2	
OG0001705	NP_000248.2	6183.Smp_085540.6
OG0001706	NP_060606.3	6183.Smp_176000.1
OG0001707	NP_036575.1	6183.Smp_042740.1
OG0001708	NP_055248.1	6183.Smp_151730.1
OG0001709	NP_006217.3	6183.Smp_100010.1
OG0001710	NP_002790.1	6183.Smp_073410.1
OG0001711	NP_002791.1	6183.Smp_034490.1
OG0001712	NP_002781.2	6183.Smp_032580.2
OG0001713	NP_002785.1	6183.Smp_074500.2
OG0001714	NP_002780.1	6183.Smp_070930.1
OG0001715	NP_002784.1	6183.Smp_025800.1
OG0001716	NP_002786.2	6183.Smp_121430.2
OG0001717	NP_002778.1	6183.Smp_067890.1
OG0001718	NP_002783.1	6183.Smp_076230.1
OG0001719	NP_002779.1	6183.Smp_092280.1
OG0001720	NP_002787.2	6183.Smp_056500.1
OG0001721	NP_057419.5	6183.Smp_170690.1
OG0001722	NP_001012.1	6183.Smp_055050.1
OG0001723	NP_005304.3	6183.Smp_079770.1
OG0001724	NP_005733.1	6183.Smp_172110.1
OG0001725	NP_003812.1, NP_065690.2	
OG0001726	NP_057737.2, NP_598407.1	
OG0001727	NP_003179.1	6183.Smp_058790.1
OG0001728	NP_001996.1, NP_005237.2	
OG0001729	NP_004508.1	6183.Smp_079760.1
OG0001730	NP_002028.1	6183.Smp_136300.1
OG0001731	NP_002101.2, NP_002341.1	
OG0001732	NP_005408.1, NP_005424.1	
OG0001733	NP_002392.2, NP_006600.3	
OG0001734	NP_005912.1	6183.Smp_050380.1
OG0001735	NP_005772.3	6183.Smp_164930.1
OG0001736	NP_065681.1, NP_066124.1	
OG0001737	NP_002010.2, NP_002244.1	
OG0001738	NP_000450.3, NP_005415.1	
OG0001739	NP_055197.2	6183.Smp_126300.1
OG0001740	NP_004311.1	6183.Smp_136710.1
OG0001741	NP_006086.1	6183.Smp_104500.1
OG0001742	NP_077816.1	6183.Smp_181230.1
OG0001743	NP_000043.4	6183.Smp_144970.1
OG0001744	NP_065143.2	6183.Smp_164540.1
OG0001745	NP_006036.1	6183.Smp_091650.1
OG0001746	NP_055040.2	6183.Smp_172280.1
OG0001747	NP_060522.3	6183.Smp_180010.1
OG0001748	NP_036565.2	6183.Smp_141630.1
OG0001749	NP_000929.1	6183.Smp_130680.1
OG0001750	NP_060552.4	6183.Smp_153760.2
OG0001751	NP_061887.2	6183.Smp_140690.1
OG0001752	NP_000170.1	6183.Smp_042670.2
OG0001753	NP_000242.1	6183.Smp_199070.1
OG0001754	NP_002431.2	6183.Smp_172620.1
OG0001755	NP_002432.1	6183.Smp_153710.1
OG0001756	NP_077297.2	6183.Smp_103990.1
OG0001757	NP_009096.2	6183.Smp_076880.1
OG0001758	NP_003549.1	6183.Smp_124970.1
OG0001759	NP_079124.1	6183.Smp_153270.1
OG0001760	NP_543136.1	6183.Smp_190140.1
OG0001761	NP_001685.1	6183.Smp_062890.1
OG0001762	NP_004038.1	6183.Smp_064350.1
OG0001763	NP_002616.2	6183.Smp_015710.1
OG0001764	NP_065108.1	6183.Smp_180040.1
OG0001765	NP_000102.1, NP_000432.1	
OG0001766	NP_000103.2, NP_071325.2	
OG0001767	NP_004975.2	6183.Smp_001040.1
OG0001768	NP_056069.2, NP_071396.4	
OG0001769	NP_004514.2	6183.Smp_149260.1
OG0001770	NP_036442.3	6183.Smp_173450.1
OG0001771	NP_004312.2	6183.Smp_159790.1
OG0001772	NP_004511.2	6183.Smp_002280.1
OG0001773	NP_005724.1	6183.Smp_137660.1
OG0001774	NP_009097.2	6183.Smp_162260.1
OG0001775	NP_110404.1, NP_443117.3	
OG0001776	NP_055395.2, NP_060055.2	
OG0001777	NP_004050.3	6183.Smp_123750.1
OG0001778	NP_597700.1	6183.Smp_007760.1
OG0001779	NP_000928.1	6183.Smp_156670.1
OG0001780	NP_056240.2	6183.Smp_129500.1
OG0001781	NP_004805.2	6183.Smp_025100.1
OG0001782	NP_076962.2, NP_078811.3	
OG0001783	NP_079431.1	6183.Smp_020590.1
OG0001784	NP_060353.2	6183.Smp_019680.1
OG0001785	NP_056441.6, NP_061109.1	
OG0001786	NP_079506.3	6183.Smp_171670.1
OG0001787	NP_060219.2	6183.Smp_156350.1
OG0001788	NP_060121.3	6183.Smp_076180.1
OG0001789	NP_005877.2	6183.Smp_173580.1
OG0001790	NP_056235.5	6183.Smp_134060.1
OG0001791	NP_115635.1	6183.Smp_152230.1
OG0001792	NP_060566.2	6183.Smp_000600.1
OG0001793	NP_004688.2	6183.Smp_169060.1
OG0001794	NP_277041.1	6183.Smp_063630.1
OG0001795	NP_006373.2	6183.Smp_131230.1
OG0001796	NP_060695.2	6183.Smp_032800.2
OG0001797	NP_004757.1	6183.Smp_015090.1
OG0001798	NP_056975.1	6183.Smp_074370.1
OG0001799	NP_061918.3	6183.Smp_171200.1
OG0001800	NP_060853.3	6183.Smp_049510.1
OG0001801	NP_002660.1	6183.Smp_104870.1
OG0001802	NP_067642.1	6183.Smp_063640.1
OG0001803	NP_064550.3, NP_116062.2	
OG0001804	NP_055317.1	6183.Smp_167150.1
OG0001805	NP_005819.3	6183.Smp_018710.1
OG0001806	NP_004362.2	6183.Smp_142910.1
OG0001807	NP_079436.4	6183.Smp_163780.1
OG0001808	NP_060376.2	6183.Smp_022110.1
OG0001809	NP_000421.1	6183.Smp_129340.1
OG0001810	NP_004286.2	6183.Smp_196450.1
OG0001811	NP_054742.2	6183.Smp_144870.1
OG0001812	NP_113673.3	6183.Smp_022660.1
OG0001813	NP_003380.3, NP_438171.1	
OG0001814	NP_055140.1	6183.Smp_012720.1
OG0001815	NP_001246.2	6183.Smp_004060.1
OG0001816	NP_006775.1	6183.Smp_136010.1
OG0001817	NP_056305.1	6183.Smp_212490.1
OG0001818	NP_037509.3	6183.Smp_141520.1
OG0001819	NP_060726.3	6183.Smp_040450.1
OG0001820	NP_008841.2	6183.Smp_039640.2
OG0001821	NP_071767.3	6183.Smp_073560.2
OG0001822	NP_115708.1	6183.Smp_049890.1
OG0001823	NP_002608.1	6183.Smp_143560.1
OG0001824	NP_006444.2	6183.Smp_050470.1
OG0001825	NP_057532.4	6183.Smp_125760.1
OG0001826	NP_056519.1	6183.Smp_063180.1
OG0001827	NP_057160.2	6183.Smp_152220.1
OG0001828	NP_004388.2	6183.Smp_211330.1
OG0001829	NP_055555.1	6183.Smp_034190.1
OG0001830	NP_004631.1	6183.Smp_003660.1
OG0001831	NP_057439.2	6183.Smp_090440.1
OG0001832	NP_004719.2	6183.Smp_157800.1
OG0001833	NP_004387.1	6183.Smp_013790.1
OG0001834	NP_004809.2	6183.Smp_093690.2
OG0001835	NP_055644.2	6183.Smp_174210.1
OG0001836	NP_004651.2	6183.Smp_033710.1
OG0001837	NP_076977.3	6183.Smp_020200.1
OG0001838	NP_060365.8	6183.Smp_146340.1
OG0001839	NP_031398.2	6183.Smp_131770.1
OG0001840	NP_061943.2	6183.Smp_123410.2
OG0001841	NP_006764.3	6183.Smp_094020.1
OG0001842	NP_061955.1	6183.Smp_095920.1
OG0001843	NP_065147.1	6183.Smp_131360.1
OG0001844	NP_000048.1	6183.Smp_127490.1
OG0001845	NP_004251.4	6183.Smp_069600.1
OG0001846	NP_000544.2, NP_060669.1	
OG0001847	NP_004250.4	6183.Smp_129130.1
OG0001848	NP_116559.1	6183.Smp_056620.1
OG0001849	NP_001058.2	6183.Smp_065840.1
OG0001850	NP_002147.2	6183.Smp_008545.1
OG0001851	NP_006421.2	6183.Smp_004600.1
OG0001852	NP_001753.1	6183.Smp_004990.1
OG0001853	NP_110379.2	6183.Smp_017360.1
OG0001854	NP_006420.1	6183.Smp_149900.1
OG0001855	NP_006576.2	6183.Smp_046090.2
OG0001856	NP_006422.1	6183.Smp_054340.2
OG0001857	NP_005989.3	6183.Smp_041740.1
OG0001858	NP_002019.1	6183.Smp_065780.1
OG0001859	NP_004573.2	6183.Smp_150160.1
OG0001860	NP_005014.2	6183.Smp_066960.2
OG0001861	NP_001084.3	6183.Smp_123710.1
OG0001862	NP_000911.2	6183.Smp_141360.1
OG0001863	NP_002706.1	6183.Smp_165490.1
OG0001864	NP_002711.1	6183.Smp_030710.1
OG0001865	NP_002712.1	6183.Smp_023150.1
OG0001866	NP_066955.1	6183.Smp_126260.1
OG0001867	NP_006238.1	6183.Smp_090860.1
OG0001868	NP_006231.2	6183.Smp_140770.1
OG0001869	NP_000998.1	6183.Smp_011570.1
OG0001870	NP_005824.2	6183.Smp_025700.1
OG0001871	NP_003092.4	6183.Smp_134390.1
OG0001872	NP_036211.2	6183.Smp_127280.1
OG0001873	NP_057705.3, NP_612424.1	
OG0001874	NP_001261.2	6183.Smp_041760.1
OG0001875	NP_115597.3	6183.Smp_130470.1
OG0001876	NP_003592.3	6183.Smp_008830.1
OG0001877	NP_004275.4	6183.Smp_123320.1
OG0001878	NP_620614.2	6183.Smp_158050.1
OG0001879	NP_000115.1	6183.Smp_135910.1
OG0001880	NP_064544.2	6183.Smp_022310.1
OG0001881	NP_003570.2	6183.Smp_194820.1
OG0001882	NP_006653.2	6183.Smp_128890.2
OG0001883	NP_001655.1	6183.Smp_072140.1
OG0001884	NP_036381.2, NP_065714.1	
OG0001885	NP_002872.1, NP_005393.2	
OG0001886	NP_002921.1, NP_008843.1	
OG0001887	NP_006261.1, NP_036382.2	
OG0001888	NP_036351.3	6183.Smp_084940.3
OG0001889	NP_055125.2, NP_057168.1	
OG0001890	NP_005873.2	6183.Smp_008470.2
OG0001891	NP_001008.1	6183.Smp_096750.1
OG0001892	NP_000989.1	6183.Smp_105320.1
OG0001893	NP_005608.1	6183.Smp_053830.1
OG0001894	NP_073750.2	6183.Smp_129420.1
OG0001895	NP_055680.3	6183.Smp_131070.1
OG0001896	NP_003335.1	6183.Smp_145350.1
OG0001897	NP_003339.1	6183.Smp_083400.1
OG0001898	NP_005330.1	6183.Smp_082050.1
OG0001899	NP_542409.1	6183.Smp_027370.1
OG0001900	NP_008950.1	6183.Smp_051010.1
OG0001901	NP_055316.2	6183.Smp_180170.1
OG0001902	NP_003336.1	6183.Smp_103710.1
OG0001903	NP_003333.1	6183.Smp_028100.1
OG0001904	NP_003334.2	6183.Smp_041390.1
OG0001905	NP_057105.2	6183.Smp_174670.1
OG0001906	NP_000370.2, NP_001150.3	
OG0001907	NP_060530.3	6183.Smp_129650.1
OG0001908	NP_002152.2	6183.Smp_041600.1
OG0001909	NP_056155.1	6183.Smp_122780.1
OG0001910	NP_064502.9	6183.Smp_194160.1
OG0001911	NP_057034.2	6183.Smp_199450.1
OG0001912	NP_062456.1, NP_076438.1	
OG0001913	NP_004729.1	6183.Smp_136240.6
OG0001914	NP_060691.2	6183.Smp_070610.2
OG0001915	NP_000445.1	6183.Smp_176200.2
OG0001916	NP_065988.1	6183.Smp_083710.1
OG0001917	NP_005227.1	6183.Smp_153770.1
OG0001918	NP_002009.1	6183.Smp_165930.1
OG0001919	NP_068506.2	6183.Smp_196250.1
OG0001920	NP_002453.2, NP_002454.1	
OG0001921	NP_004399.2	6183.Smp_044920.1
OG0001922	NP_005681.2	6183.Smp_067280.1
OG0001923	NP_055689.1	6183.Smp_132620.2
OG0001924	NP_002992.1	6183.Smp_008310.1
OG0001925	NP_002532.2	6183.Smp_044970.1
OG0001926	NP_001089.1	6183.Smp_063090.1
OG0001927	NP_006611.1	6183.Smp_130790.2
OG0001928	NP_060564.2	6183.Smp_005180.1
OG0001929	NP_004277.2	6183.Smp_169280.1
OG0001930	NP_079272.4	6183.Smp_075690.1
OG0001931	NP_001406.1	6183.Smp_095150.1
OG0001932	NP_078856.4	6183.Smp_000110.1
OG0001933	NP_004238.3	6183.Smp_096450.1
OG0001934	NP_001952.1	6183.Smp_143150.1
OG0001935	NP_000149.4	6183.Smp_094880.1
OG0001936	NP_001278.1	6183.Smp_058360.1
OG0001937	NP_001821.2	6183.Smp_071970.1
OG0001938	NP_004517.2	6183.Smp_054840.1
OG0001939	NP_002379.4	6183.Smp_037590.1
OG0001940	NP_005906.2	6183.Smp_094140.1
OG0001941	NP_115874.3	6183.Smp_181870.1
OG0001942	NP_006730.2	6183.Smp_143490.1
OG0001943	NP_061815.2	6183.Smp_013600.1
OG0001944	NP_003649.2, NP_067545.3	
OG0001945	NP_064448.1	6183.Smp_001980.1
OG0001946	NP_006553.2	6183.Smp_158000.1
OG0001947	NP_002136.1, NP_006726.1	
OG0001948	NP_004518.1, NP_005915.2	
OG0001949	NP_005506.3	6183.Smp_126190.1
OG0001950	NP_057391.1, NP_073207.1	
OG0001951	NP_002193.2	6183.Smp_142560.1
OG0001952	NP_002307.2	6183.Smp_148570.1
OG0001953	NP_000442.1, NP_006875.2	
OG0001954	NP_001418.2	6183.Smp_145200.1
OG0001955	NP_055403.2	6183.Smp_017020.1
OG0001956	NP_036601.2	6183.Smp_164470.1
OG0001957	NP_078782.3	6183.Smp_011990.1
OG0001958	NP_110406.1	6183.Smp_161140.1
OG0001959	NP_036417.1	6183.Smp_196370.1
OG0001960	NP_061971.3	6183.Smp_155040.1
OG0001961	NP_001289.1	6183.Smp_194700.1
OG0001962	NP_002229.1	6183.Smp_148670.1
OG0001963	NP_055206.2, NP_065082.2	
OG0001964	NP_062618.2, NP_115626.2	
OG0001965	NP_038460.4	6183.Smp_160500.1
OG0001966	NP_057199.1, NP_057234.2	
OG0001967	NP_057200.1, NP_543139.4	
OG0001968	NP_000456.2	6183.Smp_137090.1
OG0001969	NP_055757.3	6183.Smp_079700.1
OG0001970	NP_057460.3	6183.Smp_132450.2
OG0001971	NP_037399.2	6183.Smp_147040.1
OG0001972	NP_065815.1	6183.Smp_138910.1
OG0001973	NP_061901.2	6183.Smp_136530.1
OG0001974	NP_060174.2	6183.Smp_069840.1
OG0001975	NP_003551.2	6183.Smp_198970.1
OG0001976	NP_001979.2, NP_002696.4	
OG0001977	NP_110443.3	6183.Smp_093220.1
OG0001978	NP_001055.1	6183.Smp_059790.2
OG0001979	NP_000916.2	6183.Smp_002510.1
OG0001980	NP_003137.1	6183.Smp_148930.1
OG0001981	NP_004572.3	6183.Smp_208010.1
OG0001982	NP_002018.1	6183.Smp_091770.1
OG0001983	NP_112584.3	6183.Smp_076540.1
OG0001984	NP_113615.2	6183.Smp_160330.1
OG0001985	NP_036604.2	6183.Smp_120380.1
OG0001986	NP_060161.2	6183.Smp_144190.1
OG0001987	NP_002310.2, NP_116162.1	
OG0001988	NP_005773.3	6183.Smp_005260.1
