Orthogroup	protein_mansoni	resultado_cel
OG0001452		NP_495217.2, NP_499908.2, NP_499910.1
OG0001453		NP_498921.4, NP_502703.1, NP_502704.1
OG0001454		NP_493676.1, NP_494804.2, NP_510072.1
OG0001455		NP_503052.1, NP_508520.1, NP_509493.1
OG0001456		NP_496590.1, NP_499104.1, NP_499105.1
OG0001457		NP_491797.1, NP_497314.1, NP_498100.1
OG0001458		NP_499825.3, NP_499826.1, NP_499827.1
OG0001459		NP_498003.2, NP_510237.1, NP_510238.2
OG0001460		NP_501024.1, NP_508738.2, NP_508889.1
OG0001461		NP_493066.1, NP_493067.2, NP_503235.1
OG0001462		NP_497253.2, NP_497254.1, NP_497255.1
OG0001463		NP_503655.2, NP_503681.2, NP_510308.1
OG0001464		NP_501248.1, NP_505203.1, NP_509639.1
OG0001465		NP_504742.2, NP_504743.3, NP_509505.1
OG0001466		NP_503379.3, NP_503576.2, NP_503577.1
OG0001467		NP_496090.1, NP_501606.1, NP_501607.2
OG0001468		NP_498936.1, NP_498939.3, NP_500857.2
OG0001469		NP_508379.1, NP_508380.2, NP_509732.1
OG0001470		NP_491782.1, NP_502681.3, NP_502682.1
OG0001471		NP_509802.2, NP_509803.1, NP_510820.1
OG0001472		NP_506468.2, NP_506469.2, NP_506470.1
OG0001473		NP_491631.1, NP_491645.1, NP_499393.1
OG0001474		NP_491446.1, NP_491615.1, NP_491616.1
OG0001475		NP_491132.1, NP_491133.1, NP_508276.2
OG0001476		NP_502898.1, NP_503061.1, NP_503062.1
OG0001477		NP_501558.2, NP_501559.2, NP_501560.2
OG0001478		NP_495730.3, NP_495731.3, NP_495732.3
OG0001479		NP_500070.1, NP_501123.1, NP_510110.2
OG0001480		NP_493478.1, NP_493479.1, NP_493480.1
OG0001481		NP_495719.2, NP_495720.2, NP_495721.1
OG0001482		NP_500858.2, NP_500859.1, NP_500860.1
OG0001483		NP_493095.2, NP_493806.1, NP_509283.1
OG0001484		NP_499680.1, NP_509031.2, NP_509295.3
OG0001485		NP_509156.2, NP_509419.1, NP_509420.2
OG0001486		NP_505689.2, NP_509531.1, NP_509532.1
OG0001487		NP_504914.3, NP_504915.1, NP_504916.1
OG0001488		NP_495282.1, NP_499624.2, NP_507814.1
OG0001489		NP_494822.1, NP_496423.1, NP_510341.2
OG0001490		NP_509745.2, NP_509932.2, NP_510262.1
OG0001491		NP_501410.3, NP_501411.4, NP_502777.2
OG0001492		NP_500538.2, NP_503167.1, NP_510359.3
OG0001493		NP_491007.1, NP_491008.3, NP_491009.2
OG0001494		NP_504293.2, NP_509130.1, NP_509832.1
OG0001495		NP_494501.2, NP_508195.3, NP_508196.1
OG0001496		NP_497870.2, NP_497871.2, NP_497872.2
OG0001497		NP_508253.1, NP_508319.3, NP_509826.1
OG0001498		NP_500406.1, NP_500407.1, NP_500408.1
OG0001499		NP_495818.1, NP_495819.1, NP_502586.1
OG0001500		NP_508143.1, NP_509138.2, NP_510395.3
OG0001501		NP_498803.1, NP_498804.1, NP_499724.1
OG0001502		NP_498453.1, NP_504908.1, NP_507491.2
OG0001503		NP_497320.2, NP_497321.3, NP_498046.1
OG0001504		NP_496183.1, NP_497013.1, NP_498652.1
OG0001505		NP_493590.2, NP_493591.2, NP_495894.1
OG0001506		NP_501093.1, NP_501291.2, NP_501292.1
OG0001507		NP_499205.1, NP_501890.2, NP_502119.2
OG0001508		NP_490897.3, NP_507563.2, NP_507564.1
OG0001509		NP_506602.1, NP_506605.2, NP_506607.2
OG0001510		NP_493726.2, NP_493727.2, NP_493735.2
OG0001511		NP_493653.4, NP_493654.2, NP_493655.2
OG0001512	6183.Smp_000030.1	NP_501064.1
OG0001513	6183.Smp_000130.1	NP_508794.1
OG0001514	6183.Smp_000150.1	NP_503172.1
OG0001515	6183.Smp_000170.1, 6183.Smp_153320.1	
OG0001516	6183.Smp_000230.1, 6183.Smp_135600.1	
OG0001517	6183.Smp_000290.1, 6183.Smp_077900.1	
OG0001518	6183.Smp_000300.1	NP_499822.2
OG0001519	6183.Smp_000310.1	NP_495985.1
OG0001520	6183.Smp_000340.1	NP_492039.1
OG0001521	6183.Smp_000370.1, 6183.Smp_192220.1	
OG0001522	6183.Smp_000380.1, 6183.Smp_028850.1	
OG0001523	6183.Smp_000470.1	NP_499001.1
OG0001524	6183.Smp_000480.1	NP_492638.1
OG0001525	6183.Smp_000500.2, 6183.Smp_177100.1	
OG0001526	6183.Smp_000510.1	NP_502333.2
OG0001527	6183.Smp_000600.1	NP_493745.1
OG0001528	6183.Smp_000630.1	NP_502315.1
OG0001529	6183.Smp_000650.1	NP_500409.1
OG0001530	6183.Smp_000660.1	NP_498402.1
OG0001531	6183.Smp_000680.1	NP_498094.1
OG0001532	6183.Smp_000720.1	NP_508718.1
OG0001533	6183.Smp_000730.1	NP_503011.1
OG0001534	6183.Smp_000740.2	NP_492809.1
OG0001535	6183.Smp_000790.1, 6183.Smp_138170.1	
OG0001536	6183.Smp_000810.2	NP_504476.1
OG0001537	6183.Smp_000880.2	NP_497406.1
OG0001538	6183.Smp_000950.1	NP_497940.2
OG0001539	6183.Smp_000990.1	NP_508530.1
OG0001540	6183.Smp_001040.1	NP_498842.1
OG0001541	6183.Smp_001095.1	NP_503358.1
OG0001542	6183.Smp_001150.1	NP_508788.1
OG0001543	6183.Smp_001170.1	NP_498698.1
OG0001544	6183.Smp_001180.1	NP_501545.1
OG0001545	6183.Smp_001390.1	NP_502368.1
OG0001546	6183.Smp_001410.1	NP_497827.1
OG0001547	6183.Smp_001430.1	NP_491246.4
OG0001548	6183.Smp_001590.1	NP_502098.1
OG0001549	6183.Smp_001830.1	NP_491399.1
OG0001550	6183.Smp_001940.1	NP_508880.2
OG0001551	6183.Smp_001960.1	NP_501257.1
OG0001552	6183.Smp_002010.1	NP_499349.1
OG0001553	6183.Smp_002160.1	NP_493526.1
OG0001554	6183.Smp_002180.1	NP_495336.1
OG0001555	6183.Smp_002190.1	NP_492334.1
OG0001556	6183.Smp_002230.1	NP_502195.3
OG0001557	6183.Smp_002390.1, 6183.Smp_095460.1	
OG0001558	6183.Smp_002510.1	NP_500340.1
OG0001559	6183.Smp_002810.1	NP_504197.1
OG0001560	6183.Smp_002820.3	NP_501435.1
OG0001561	6183.Smp_002880.1	NP_493202.1
OG0001562	6183.Smp_002960.1	NP_497842.1
OG0001563	6183.Smp_003130.1	NP_505461.1
OG0001564	6183.Smp_003140.1	NP_507518.4
OG0001565	6183.Smp_003230.1	NP_508660.1
OG0001566	6183.Smp_003340.1	NP_493980.1
OG0001567	6183.Smp_003630.1	NP_495799.1
OG0001568	6183.Smp_003660.1	NP_495755.1
OG0001569	6183.Smp_003700.1	NP_498835.1
OG0001570	6183.Smp_003900.1	NP_493750.1
OG0001571	6183.Smp_003930.1	NP_495488.1
OG0001572	6183.Smp_003940.1	NP_496949.1
OG0001573	6183.Smp_003990.1	NP_496563.1
OG0001574	6183.Smp_004000.1	NP_505624.1
OG0001575	6183.Smp_004080.1	NP_493694.2
OG0001576	6183.Smp_004120.1	NP_494974.3
OG0001577	6183.Smp_004170.1	NP_498012.1
OG0001578	6183.Smp_004190.1	NP_493662.1
OG0001579	6183.Smp_004280.1	NP_504167.2
OG0001580	6183.Smp_004360.1	NP_490873.1
OG0001581	6183.Smp_004470.1	NP_497892.1
OG0001582	6183.Smp_004480.1	NP_494559.1
OG0001583	6183.Smp_004550.1	NP_492799.1
OG0001584	6183.Smp_004600.1	NP_495750.1
OG0001585	6183.Smp_004640.1	NP_504166.2
OG0001586	6183.Smp_004680.1	NP_502197.2
OG0001587	6183.Smp_004690.1, 6183.Smp_148290.1	
OG0001588	6183.Smp_004780.1	NP_508026.1
OG0001589	6183.Smp_004820.1	NP_492797.1
OG0001590	6183.Smp_004910.1	NP_510572.1
OG0001591	6183.Smp_004940.1	NP_498702.1
OG0001592	6183.Smp_004990.1	NP_498262.1
OG0001593	6183.Smp_005000.1	NP_494398.1
OG0001594	6183.Smp_005010.1	NP_498420.2
OG0001595	6183.Smp_005060.1	NP_498951.1
OG0001596	6183.Smp_005080.1	NP_493742.1
OG0001597	6183.Smp_005180.1	NP_505824.2
OG0001598	6183.Smp_005210.1	NP_506599.1
OG0001599	6183.Smp_005230.2	NP_508844.1
OG0001600	6183.Smp_005290.1	NP_492207.1
OG0001601	6183.Smp_005330.1	NP_493529.1
OG0001602	6183.Smp_005390.2	NP_500306.1
OG0001603	6183.Smp_005570.1	NP_491368.2
OG0001604	6183.Smp_005640.1	NP_491842.2
OG0001605	6183.Smp_005790.1	NP_490906.1
OG0001606	6183.Smp_005880.1	NP_492174.1
OG0001607	6183.Smp_005910.1	NP_508683.1
OG0001608	6183.Smp_006000.1	NP_490988.2
OG0001609	6183.Smp_006320.1	NP_491948.1
OG0001610	6183.Smp_006340.1	NP_500802.1
OG0001611	6183.Smp_006590.1	NP_497850.2
OG0001612	6183.Smp_006710.1	NP_497859.1
OG0001613	6183.Smp_006810.1, 6183.Smp_174610.1	
OG0001614	6183.Smp_006830.1	NP_498159.2
OG0001615	6183.Smp_006850.1	NP_498036.1
OG0001616	6183.Smp_006970.1	NP_496445.1
OG0001617	6183.Smp_006990.1	NP_497536.2
OG0001618	6183.Smp_007000.1	NP_496153.2
OG0001619	6183.Smp_007170.1	NP_496092.1
OG0001620	6183.Smp_007190.1	NP_491868.2
OG0001621	6183.Smp_007380.1	NP_499494.1
OG0001622	6183.Smp_007500.1	NP_491172.2
OG0001623	6183.Smp_007510.1	NP_497873.2
OG0001624	6183.Smp_007540.1	NP_499416.1
OG0001625	6183.Smp_007550.1	NP_500385.1
OG0001626	6183.Smp_007640.1	NP_496984.1
OG0001627	6183.Smp_007660.1	NP_495941.1
OG0001628	6183.Smp_007730.1	NP_498282.1
OG0001629	6183.Smp_007890.1	NP_496334.1
OG0001630	6183.Smp_007900.1	NP_498231.1
OG0001631	6183.Smp_007970.1	NP_497226.2
OG0001632	6183.Smp_008120.1	NP_504791.3
OG0001633	6183.Smp_008190.1, 6183.Smp_144620.1	
OG0001634	6183.Smp_008230.1	NP_497329.1
OG0001635	6183.Smp_008260.1	NP_493243.1
OG0001636	6183.Smp_008310.1	NP_499283.1
OG0001637	6183.Smp_008320.1	NP_494780.1
OG0001638	6183.Smp_008440.1	NP_490923.1
OG0001639	6183.Smp_008450.1	NP_509042.1
OG0001640	6183.Smp_008470.2	NP_493416.1
OG0001641	6183.Smp_008500.2	NP_501924.1
OG0001642	6183.Smp_008545.1	NP_497429.1
OG0001643	6183.Smp_008580.1	NP_502447.2
OG0001644	6183.Smp_008830.1	NP_498468.2
OG0001645	6183.Smp_008910.1, 6183.Smp_156850.1	
OG0001646	6183.Smp_009030.1	NP_499039.1
OG0001647	6183.Smp_009150.1	NP_492654.2
OG0001648	6183.Smp_009310.1, 6183.Smp_046780.1	
OG0001649	6183.Smp_009520.1	NP_499917.2
OG0001650	6183.Smp_009530.1	NP_498980.1
OG0001651	6183.Smp_009540.1	NP_493768.3
OG0001652	6183.Smp_009550.1	NP_499796.2
OG0001653	6183.Smp_009600.1	NP_491036.1
OG0001654	6183.Smp_009630.1	NP_505958.1
OG0001655	6183.Smp_009650.1	NP_501576.2
OG0001656	6183.Smp_009690.1	NP_492766.1
OG0001657	6183.Smp_009800.1	NP_498178.3
OG0001658	6183.Smp_010090.1	NP_505219.1
OG0001659	6183.Smp_010100.1	NP_497722.3
OG0001660	6183.Smp_010140.1	NP_495955.1
OG0001661	6183.Smp_010260.1	NP_492025.1
OG0001662	6183.Smp_010280.1	NP_505054.1
OG0001663	6183.Smp_010290.1	NP_491996.1
OG0001664	6183.Smp_010400.1	NP_496804.2
OG0001665	6183.Smp_010690.1, 6183.Smp_127830.1	
OG0001666	6183.Smp_010710.1	NP_496376.1
OG0001667	6183.Smp_011120.1	NP_502997.1
OG0001668	6183.Smp_011150.1	NP_499377.2
OG0001669	6183.Smp_011230.1	NP_502076.2
OG0001670	6183.Smp_011570.1	NP_501103.1
OG0001671	6183.Smp_011660.1	NP_501900.3
OG0001672	6183.Smp_011710.1	NP_495708.1
OG0001673	6183.Smp_011740.1	NP_508203.1
OG0001674	6183.Smp_011960.1	NP_496564.2
OG0001675	6183.Smp_011980.1	NP_499880.3
OG0001676	6183.Smp_011990.1	NP_505849.2
OG0001677	6183.Smp_012000.1, 6183.Smp_101990.1	
OG0001678	6183.Smp_012050.1	NP_493519.1
OG0001679	6183.Smp_012150.1	NP_496539.2
OG0001680	6183.Smp_012200.1	NP_492052.2
OG0001681	6183.Smp_012340.1	NP_491590.1
OG0001682	6183.Smp_012380.1	NP_498580.2
OG0001683	6183.Smp_012410.1	NP_496281.1
OG0001684	6183.Smp_012440.1, 6183.Smp_105410.1	
OG0001685	6183.Smp_012450.1	NP_497625.3
OG0001686	6183.Smp_012470.1	NP_506005.1
OG0001687	6183.Smp_012480.1	NP_499770.1
OG0001688	6183.Smp_012530.1	NP_497135.1
OG0001689	6183.Smp_012540.1	NP_498110.1
OG0001690	6183.Smp_012720.1	NP_499269.1
OG0001691	6183.Smp_012740.2	NP_490719.1
OG0001692	6183.Smp_012800.1	NP_499085.1
OG0001693	6183.Smp_012860.1	NP_492452.3
OG0001694	6183.Smp_012930.1	NP_501066.2
OG0001695	6183.Smp_012950.1	NP_499051.3
OG0001696	6183.Smp_013040.2	NP_510191.1
OG0001697	6183.Smp_013070.1	NP_501046.1
OG0001698	6183.Smp_013150.1	NP_501922.1
OG0001699	6183.Smp_013200.2	NP_495707.1
OG0001700	6183.Smp_013300.1	NP_493177.2
OG0001701	6183.Smp_013470.2	NP_501322.1
OG0001702	6183.Smp_013540.1, 6183.Smp_050270.1	
OG0001703	6183.Smp_013560.1	NP_505626.1
OG0001704	6183.Smp_013690.1	NP_505261.2
OG0001705	6183.Smp_013840.2	AAA83272.1
OG0001706	6183.Smp_013860.1	NP_495927.2
OG0001707	6183.Smp_014400.3	NP_499642.2
OG0001708	6183.Smp_014420.1, 6183.Smp_129980.1	
OG0001709	6183.Smp_014570.1, 6183.Smp_130100.1	
OG0001710	6183.Smp_014620.1	NP_493014.1
OG0001711	6183.Smp_014650.1	NP_505007.1
OG0001712	6183.Smp_014660.2	NP_491857.1
OG0001713	6183.Smp_014680.1, 6183.Smp_132970.1	
OG0001714	6183.Smp_014800.2	NP_501423.1
OG0001715	6183.Smp_015090.1	NP_501671.1
OG0001716	6183.Smp_015490.1, 6183.Smp_120900.1	
OG0001717	6183.Smp_015720.1	NP_493349.1
OG0001718	6183.Smp_015780.1	NP_491986.1
OG0001719	6183.Smp_015800.1	NP_501343.1
OG0001720	6183.Smp_015850.3	NP_495619.1
OG0001721	6183.Smp_015880.1	NP_500631.1
OG0001722	6183.Smp_016130.1	NP_499480.1
OG0001723	6183.Smp_016200.3, 6183.Smp_033970.1	
OG0001724	6183.Smp_016410.1	NP_497703.1
OG0001725	6183.Smp_016550.2	NP_505523.1
OG0001726	6183.Smp_016670.1	NP_491982.2
OG0001727	6183.Smp_016810.1	NP_495335.1
OG0001728	6183.Smp_016880.1	NP_491243.1
OG0001729	6183.Smp_017020.1	NP_498251.1
OG0001730	6183.Smp_017070.1	NP_493644.1
OG0001731	6183.Smp_017090.1	NP_497657.1
OG0001732	6183.Smp_017290.3	NP_506245.1
OG0001733	6183.Smp_017360.1	NP_495722.1
OG0001734	6183.Smp_017420.1, 6183.Smp_134110.1	
OG0001735	6183.Smp_017430.1, 6183.Smp_075720.1	
OG0001736	6183.Smp_017450.1	NP_500895.1
OG0001737	6183.Smp_017640.1	NP_498634.1
OG0001738	6183.Smp_017660.1	NP_499493.1
OG0001739	6183.Smp_017670.1	NP_494767.2
OG0001740	6183.Smp_017860.1	NP_502214.2
OG0001741	6183.Smp_017880.1, 6183.Smp_051080.1	
OG0001742	6183.Smp_017890.1	NP_494298.1
OG0001743	6183.Smp_018020.1	NP_491359.2
OG0001744	6183.Smp_018030.1	NP_492505.1
OG0001745	6183.Smp_018150.1	NP_492116.1
OG0001746	6183.Smp_018160.1, 6183.Smp_077120.1	
OG0001747	6183.Smp_018260.1	NP_496736.1
OG0001748	6183.Smp_018280.1	NP_502588.1
OG0001749	6183.Smp_018290.1, 6183.Smp_165210.1	
OG0001750	6183.Smp_018360.1	NP_510673.1
OG0001751	6183.Smp_018400.1	NP_493247.2
OG0001752	6183.Smp_018430.1	NP_499523.3
OG0001753	6183.Smp_018460.1	NP_506358.3
OG0001754	6183.Smp_018480.1	NP_499333.1
OG0001755	6183.Smp_018500.1	NP_505052.2
OG0001756	6183.Smp_018530.2	NP_490749.1
OG0001757	6183.Smp_018680.1	NP_510362.1
OG0001758	6183.Smp_018710.1	NP_506417.1
OG0001759	6183.Smp_018880.1, 6183.Smp_019000.1	
OG0001760	6183.Smp_018890.1	NP_491245.1
OG0001761	6183.Smp_018990.1	NP_498660.1
OG0001762	6183.Smp_019040.1	NP_490837.2
OG0001763	6183.Smp_019060.1	NP_500197.1
OG0001764	6183.Smp_019130.1	NP_497702.1
OG0001765	6183.Smp_019190.1	NP_505661.1
OG0001766	6183.Smp_019210.1, 6183.Smp_130060.1	
OG0001767	6183.Smp_019350.1, 6183.Smp_105220.1	
OG0001768	6183.Smp_019380.1	NP_495841.1
OG0001769	6183.Smp_019420.1	NP_490924.1
OG0001770	6183.Smp_019440.1	NP_494917.1
OG0001771	6183.Smp_019490.1	NP_495878.1
OG0001772	6183.Smp_019640.1, 6183.Smp_028210.1	
OG0001773	6183.Smp_019760.1	NP_497213.1
OG0001774	6183.Smp_019810.1, 6183.Smp_133000.1	
OG0001775	6183.Smp_019840.2	NP_505766.1
OG0001776	6183.Smp_019880.1	NP_498590.4
OG0001777	6183.Smp_019980.1	NP_499688.2
OG0001778	6183.Smp_019990.1	NP_504559.1
OG0001779	6183.Smp_020040.2	NP_505702.1
OG0001780	6183.Smp_020050.1	NP_491740.1
OG0001781	6183.Smp_020060.1	NP_491406.2
OG0001782	6183.Smp_020080.1	NP_492108.1
OG0001783	6183.Smp_020120.1	NP_492277.1
OG0001784	6183.Smp_020200.1	NP_500244.1
OG0001785	6183.Smp_020210.1	NP_505797.1
OG0001786	6183.Smp_020220.2	NP_496338.1
OG0001787	6183.Smp_020540.2	NP_508943.3
OG0001788	6183.Smp_020590.1	NP_490957.1
OG0001789	6183.Smp_020660.1, 6183.Smp_143950.1	
OG0001790	6183.Smp_020770.1	NP_491889.1
OG0001791	6183.Smp_020800.1	NP_491519.1
OG0001792	6183.Smp_020920.1	NP_496468.1
OG0001793	6183.Smp_020960.1, 6183.Smp_072470.1	
OG0001794	6183.Smp_021070.1	NP_495749.1
OG0001795	6183.Smp_021080.1	NP_490854.1
OG0001796	6183.Smp_021140.1	NP_492708.1
OG0001797	6183.Smp_021160.1	NP_496337.1
OG0001798	6183.Smp_021170.1	NP_492401.1
OG0001799	6183.Smp_021280.1	NP_496202.1
OG0001800	6183.Smp_021330.2	NP_498014.2
OG0001801	6183.Smp_021460.1, 6183.Smp_133770.1	
OG0001802	6183.Smp_021540.1	NP_503033.1
OG0001803	6183.Smp_021550.1	NP_500156.2
OG0001804	6183.Smp_021590.1	NP_499845.1
OG0001805	6183.Smp_021760.1	NP_491342.1
OG0001806	6183.Smp_021800.1	NP_493228.1
OG0001807	6183.Smp_021830.1	NP_498601.1
OG0001808	6183.Smp_021870.1	NP_499553.1
OG0001809	6183.Smp_021910.1	NP_498704.1
OG0001810	6183.Smp_021920.3, 6183.Smp_035210.1	
OG0001811	6183.Smp_021980.1	NP_491750.3
OG0001812	6183.Smp_022090.1	NP_498585.3
OG0001813	6183.Smp_022130.1	NP_501783.1
OG0001814	6183.Smp_022140.1	NP_491102.2
OG0001815	6183.Smp_022310.1	NP_499301.2
OG0001816	6183.Smp_022320.2	NP_496403.1
OG0001817	6183.Smp_022330.1	NP_498155.3
OG0001818	6183.Smp_022400.1	NP_493380.1
OG0001819	6183.Smp_022430.1	NP_497894.2
OG0001820	6183.Smp_022470.1	NP_492652.2
OG0001821	6183.Smp_022540.1	NP_497624.3
OG0001822	6183.Smp_022560.2	NP_498774.1
OG0001823	6183.Smp_022640.1	NP_491220.1
OG0001824	6183.Smp_022660.1	NP_498091.1
OG0001825	6183.Smp_022700.2	NP_504740.2
OG0001826	6183.Smp_022710.1, 6183.Smp_022720.1	
OG0001827	6183.Smp_022960.1	NP_498081.2
OG0001828	6183.Smp_022990.1	NP_501211.1
OG0001829	6183.Smp_023010.1, 6183.Smp_134510.1	
OG0001830	6183.Smp_023160.1	NP_496217.1
OG0001831	6183.Smp_023230.1	NP_505582.2
OG0001832	6183.Smp_023240.1, 6183.Smp_105050.1	
OG0001833	6183.Smp_023250.1	NP_492860.1
OG0001834	6183.Smp_023360.1	NP_502013.1
OG0001835	6183.Smp_023470.1	NP_509023.1
OG0001836	6183.Smp_023530.1	NP_501422.1
OG0001837	6183.Smp_023660.1	NP_499580.1
OG0001838	6183.Smp_023990.1, 6183.Smp_164190.1	
OG0001839	6183.Smp_024030.1	NP_506179.2
OG0001840	6183.Smp_024060.1	NP_492413.1
OG0001841	6183.Smp_024110.1	NP_495900.1
OG0001842	6183.Smp_024120.1	NP_493795.1
OG0001843	6183.Smp_024140.4	NP_492727.1
OG0001844	6183.Smp_024150.1	NP_498856.1
OG0001845	6183.Smp_024360.1	NP_505722.1
OG0001846	6183.Smp_024490.1	NP_505570.1
OG0001847	6183.Smp_024500.1	NP_498703.2
OG0001848	6183.Smp_024580.2	NP_502053.1
OG0001849	6183.Smp_024590.1	NP_490855.3
OG0001850	6183.Smp_024800.1	NP_494209.2
OG0001851	6183.Smp_024850.1	NP_490826.1
OG0001852	6183.Smp_024880.1	NP_500650.1
OG0001853	6183.Smp_024900.1	NP_491686.1
OG0001854	6183.Smp_024930.1	NP_502246.1
OG0001855	6183.Smp_025100.1	NP_509886.1
OG0001856	6183.Smp_025130.1	NP_502014.2
OG0001857	6183.Smp_025160.3	NP_492213.1
OG0001858	6183.Smp_025260.1	NP_493168.1
OG0001859	6183.Smp_025340.1	NP_495650.2
OG0001860	6183.Smp_025440.1	NP_491685.2
OG0001861	6183.Smp_025510.1	NP_490816.4
OG0001862	6183.Smp_025550.1	NP_492436.2
OG0001863	6183.Smp_025570.1	NP_496427.1
OG0001864	6183.Smp_025800.1	NP_498806.1
OG0001865	6183.Smp_025890.1	NP_497979.1
OG0001866	6183.Smp_026090.1	NP_502187.1
OG0001867	6183.Smp_026160.1	NP_499965.1
OG0001868	6183.Smp_026190.1	NP_497835.1
OG0001869	6183.Smp_026250.3	NP_498494.2
OG0001870	6183.Smp_026260.1	NP_497830.1
OG0001871	6183.Smp_026270.1	NP_493611.2
OG0001872	6183.Smp_026310.1	NP_496800.1
OG0001873	6183.Smp_026450.2, 6183.Smp_084180.1	
OG0001874	6183.Smp_026460.1	NP_501285.1
OG0001875	6183.Smp_026510.1	NP_491087.1
OG0001876	6183.Smp_026540.1	NP_508757.1
OG0001877	6183.Smp_026630.1	NP_491319.1
OG0001878	6183.Smp_026670.1	NP_491386.2
OG0001879	6183.Smp_026700.1	NP_498078.2
OG0001880	6183.Smp_026770.1	NP_493348.1
OG0001881	6183.Smp_026830.1, 6183.Smp_145630.1	
OG0001882	6183.Smp_026920.1	NP_505710.1
OG0001883	6183.Smp_027000.1	NP_492210.2
OG0001884	6183.Smp_027010.2	NP_508184.2
OG0001885	6183.Smp_027040.1	NP_497221.1
OG0001886	6183.Smp_027210.1	NP_506341.1
OG0001887	6183.Smp_027220.1	NP_500324.2
OG0001888	6183.Smp_027240.1	NP_495374.2
OG0001889	6183.Smp_027300.1	NP_494334.3
OG0001890	6183.Smp_027370.1	NP_493024.1
OG0001891	6183.Smp_027390.1	NP_492732.2
OG0001892	6183.Smp_027400.1, 6183.Smp_046190.1	
OG0001893	6183.Smp_027430.1	NP_506356.3
OG0001894	6183.Smp_027480.1	NP_497574.2
OG0001895	6183.Smp_027550.1, 6183.Smp_167130.1	
OG0001896	6183.Smp_027880.1	NP_492058.1
OG0001897	6183.Smp_027910.1	NP_500239.1
OG0001898	6183.Smp_027970.1	NP_497027.1
OG0001899	6183.Smp_027990.1	NP_506419.3
OG0001900	6183.Smp_028030.1	NP_502179.1
OG0001901	6183.Smp_028060.1	NP_494907.1
OG0001902	6183.Smp_028070.1	NP_501001.1
OG0001903	6183.Smp_028080.1	NP_493648.1
OG0001904	6183.Smp_028100.1	NP_499133.1
OG0001905	6183.Smp_028120.1	NP_495986.3
OG0001906	6183.Smp_028130.1, 6183.Smp_078910.1	
OG0001907	6183.Smp_028330.1	NP_496971.1
OG0001908	6183.Smp_028340.1	NP_491117.1
OG0001909	6183.Smp_028410.1	NP_501774.1
OG0001910	6183.Smp_028430.1	NP_497937.1
OG0001911	6183.Smp_028440.1	NP_491955.1
OG0001912	6183.Smp_028490.1	NP_491479.2
OG0001913	6183.Smp_028690.1, 6183.Smp_131890.1	
OG0001914	6183.Smp_028800.1, 6183.Smp_137690.1	
OG0001915	6183.Smp_028870.1, 6183.Smp_137700.1	
OG0001916	6183.Smp_028930.1	NP_498410.1
OG0001917	6183.Smp_028940.1	NP_505435.1
OG0001918	6183.Smp_028980.1	NP_502575.1
OG0001919	6183.Smp_029040.1	NP_499279.2
OG0001920	6183.Smp_029060.1	NP_502789.1
OG0001921	6183.Smp_029100.2	NP_497021.1
OG0001922	6183.Smp_029150.1	NP_497175.1
OG0001923	6183.Smp_029160.1	NP_510177.1
OG0001924	6183.Smp_029230.1	NP_493553.1
OG0001925	6183.Smp_029240.2	NP_507909.1
OG0001926	6183.Smp_029370.1	NP_492854.1
OG0001927	6183.Smp_029390.1	NP_508711.1
OG0001928	6183.Smp_029410.1	NP_500618.1
OG0001929	6183.Smp_029470.1, 6183.Smp_029500.1	
OG0001930	6183.Smp_029700.1	NP_491301.1
OG0001931	6183.Smp_029730.1	NP_497319.1
OG0001932	6183.Smp_029740.1	NP_496607.1
OG0001933	6183.Smp_029750.1	NP_502972.2
OG0001934	6183.Smp_029800.1	NP_498303.1
OG0001935	6183.Smp_029850.1	NP_499925.1
OG0001936	6183.Smp_029890.1	NP_506638.2
OG0001937	6183.Smp_029900.1	NP_501118.1
OG0001938	6183.Smp_029940.2	NP_492764.2
OG0001939	6183.Smp_029990.1	NP_501938.1
OG0001940	6183.Smp_030030.1	NP_499481.2
OG0001941	6183.Smp_030110.1, 6183.Smp_049910.1	
OG0001942	6183.Smp_030250.1	NP_509999.1
OG0001943	6183.Smp_030280.1	NP_501501.1
OG0001944	6183.Smp_030290.1	NP_494764.1
OG0001945	6183.Smp_030300.4	NP_502080.1
OG0001946	6183.Smp_030330.2	NP_504461.1
OG0001947	6183.Smp_030370.1	NP_504575.1
OG0001948	6183.Smp_030710.1	NP_499603.1
OG0001949	6183.Smp_030760.1	NP_498103.1
OG0001950	6183.Smp_030830.2, 6183.Smp_037700.1	
OG0001951	6183.Smp_030920.1	NP_493741.1
OG0001952	6183.Smp_030930.2	NP_497750.1
OG0001953	6183.Smp_031000.2	NP_503151.1
OG0001954	6183.Smp_031040.2	NP_500626.2
OG0001955	6183.Smp_031220.1	NP_490867.3
OG0001956	6183.Smp_031310.1	NP_493571.1
OG0001957	6183.Smp_031360.1	NP_491850.2
OG0001958	6183.Smp_031390.1, 6183.Smp_139140.1	
OG0001959	6183.Smp_031570.1	NP_502655.1
OG0001960	6183.Smp_031710.1	NP_498564.1
OG0001961	6183.Smp_031730.1	NP_491092.1
OG0001962	6183.Smp_031860.1	NP_498463.1
OG0001963	6183.Smp_031880.1, 6183.Smp_043990.1	
OG0001964	6183.Smp_031920.5	NP_493658.2
OG0001965	6183.Smp_031940.1	NP_509263.2
OG0001966	6183.Smp_031990.1	NP_500129.1
OG0001967	6183.Smp_032000.1	NP_502538.1
